Frame,CellID,Area,CellLength,CellSinuosity,CellWidth,MaxCellIntensity_RFP,MeanCellIntensity_RFP,MedianCellIntensity_RFP,MinCellIntensity_RFP,MaxCellIntensity_PaQa,MeanCellIntensity_PaQa,MedianCellIntensity_PaQa,MinCellIntensity_PaQa,Strain,Growth,Bio_Rep
1,2,2.936375,3.8888477631085,1.01345902449214,0.975,1085,694.902158273381,759.0,136,814,539.054676258993,567.0,165,WT-lolo,Liquid,1
1,3,2.8054,3.9046194077712597,1.0343253798585001,1.0090713552569,1040,648.834337349398,707.0,93,673,440.67921686747,462.0,101,WT-lolo,Liquid,1
1,5,3.05045,4.4176593525257495,1.05730116597249,0.975,1123,728.3407202216071,777.0,126,639,398.256232686981,412.0,109,WT-lolo,Liquid,1
1,7,3.857425,5.49461461469579,1.04608575866567,1.01533245786787,907,581.861993428259,599.0,105,774,471.761226725082,488.0,85,WT-lolo,Liquid,1
1,8,2.4336,3.62693434175952,1.0746483916862,0.946414285606467,1087,691.210069444444,732.0,115,641,380.453125,399.0,108,WT-lolo,Liquid,1
1,11,2.327975,3.20958323408,1.06590973157402,1.0090713552569,1085,685.37386569873,718.0,191,567,351.341197822142,365.0,65,WT-lolo,Liquid,1
1,13,2.5181,3.60001046020527,1.0720526609415,1.0090713552569,1111,683.486577181208,749.5,85,712,430.518456375839,442.5,141,WT-lolo,Liquid,1
1,14,3.3631,4.8600209204105305,1.0990769678879,1.0090713552569,1110,653.008793969849,712.5,141,848,577.54648241206,599.0,182,WT-lolo,Liquid,1
1,15,2.480075,3.46539105243401,1.05288244020121,1.0090713552569,1058,694.8654173764909,734.0,158,816,542.633730834753,573.0,137,WT-lolo,Liquid,1
1,16,3.45605,4.85533962546202,1.0356692531306,1.02774023955472,1602,1067.58557457213,1149.5,264,1042,700.534229828851,730.0,247,WT-lolo,Liquid,1
1,18,2.192775,3.1492026418512498,1.09157639941803,1.0090713552569,1398,908.084778420039,950.0,173,705,468.077071290944,493.0,94,WT-lolo,Liquid,1
1,19,2.2308,3.1673149339882603,1.06181463866535,1.0090713552569,1323,806.768939393939,877.5,129,1096,736.221590909091,768.5,225,WT-lolo,Liquid,1
1,20,2.158975,3.1830865786510096,1.07375061921325,1.0090713552569,1132,747.489236790607,775.0,327,736,504.301369863014,525.0,189,WT-lolo,Liquid,1
1,22,2.32375,3.29263363903975,1.04229368751946,1.02774023955472,1079,713.7963636363639,755.5,205,715,492.15090909090895,513.0,119,WT-lolo,Liquid,1
1,23,1.9097,2.7030142312685,1.0475068436898,1.0660792653456899,1492,943.628318584071,991.5,250,634,428.71017699115,455.0,147,WT-lolo,Liquid,1
1,24,3.308175,4.79076685158729,1.02169915765085,0.990050503762308,1194,808.441890166028,839.0,159,880,582.296296296296,598.0,210,WT-lolo,Liquid,1
1,26,1.905475,2.74109034971425,1.0642904564073101,1.02774023955472,1426,941.0509977827049,988.0,217,653,419.305986696231,439.0,138,WT-lolo,Liquid,1
1,30,2.953275,4.2815537495307705,1.07925707724111,0.990050503762308,1263,820.238912732475,903.0,129,864,556.839771101574,577.0,82,WT-lolo,Liquid,1
1,33,3.25325,4.72078210486802,1.06943883159658,1.0090713552569,1374,946.854545454545,991.5,205,601,372.422077922078,385.0,116,WT-lolo,Liquid,1
1,38,2.9406,4.29732539419352,1.08207132457827,0.990050503762308,1206,798.025862068965,852.0,183,549,356.46408045977006,373.5,113,WT-lolo,Liquid,1
1,43,2.919475,3.9696194077712597,1.03140577250886,0.946414285606467,1266,862.635311143271,890.0,267,576,370.38494934876996,389.0,127,WT-lolo,Liquid,1
1,44,2.32375,3.5061731573020296,1.07624261981353,1.0090713552569,1251,841.44,890.0,156,892,605.6909090909089,637.0,223,WT-lolo,Liquid,1
1,45,2.96595,4.402253046811009,1.0613478913380698,0.990050503762308,1080,752.125356125356,789.5,169,769,486.30769230769204,500.5,166,WT-lolo,Liquid,1
1,46,2.049125,3.0557925650732796,1.03429721352147,1.01533245786787,1188,808.00206185567,865.0,230,649,446.24329896907204,464.0,102,WT-lolo,Liquid,1
1,47,2.12095,3.1826593525257496,1.0621780775757501,0.946414285606467,1298,857.4043824701201,897.0,191,767,491.31673306772905,510.0,208,WT-lolo,Liquid,1
1,48,2.049125,2.9876593525257498,1.06462036098898,1.0090713552569,1151,700.9134020618559,763.0,185,710,455.101030927835,476.0,147,WT-lolo,Liquid,1
1,49,3.21945,4.35961940777126,1.0307653092141,0.946414285606467,1242,847.2742782152229,896.0,207,1273,828.9304461942261,869.5,250,WT-lolo,Liquid,1
1,51,3.105375,4.636183617507291,1.0795807880019,1.0174109297624,1269,882.077551020408,941.0,277,1228,854.084353741497,896.0,357,WT-lolo,Liquid,1
1,52,2.860325,3.9356735837942405,1.0506819643534302,1.07200746266059,1127,729.4564254062041,760.0,193,614,388.745937961595,406.0,121,WT-lolo,Liquid,1
1,53,2.961725,4.33688770786299,1.0393540519284399,0.946414285606467,1276,861.425106990014,906.0,206,788,524.98002853067,548.0,164,WT-lolo,Liquid,1
1,54,3.037775,4.38080302527855,1.03601857064114,0.975,1350,906.9068150208619,957.0,278,1214,820.3699582753819,847.0,316,WT-lolo,Liquid,1
1,57,2.1632,3.40920264185125,1.07691671389655,0.946414285606467,1035,652.80078125,703.5,152,1020,680.580078125,710.0,204,WT-lolo,Liquid,1
1,59,2.50965,3.49964032818178,1.0538766983268801,1.07594144822105,1295,851.1414141414141,896.0,279,576,369.397306397306,377.0,97,WT-lolo,Liquid,1
