		L v S log2 FC				
PA1728	4.810702354	0.776934429	0.552310944	1.406697508	0.159517105	0.994061663
PA3312	35.27848393	0.777273386	0.598577636	1.298533956	0.194103916	0.994061663
PA1417	72.82868842	0.778144602	0.544208151	1.42986576	0.152755551	0.994061663
PA4868	538.4868589	0.778566262	0.569741231	1.3665261	0.171773895	0.994061663
PA0333	74.65497357	0.778637519	0.542937339	1.434120409	0.151537905	0.994061663
PA2206	114.8332469	0.779191418	0.530228649	1.469538507	0.141686785	0.994061663
PA1762	22.89537972	0.779200317	0.632512359	1.231913188	0.217981515	0.994061663
PA2629	241.4259885	0.779893732	0.534318631	1.459604228	0.144398877	0.994061663
EBG00001435499	76844.64493	0.779913992	0.658877529	1.183701003	0.236531442	0.994061663
PA0256	81.96011419	0.77999443	0.538689181	1.447948942	0.147631331	0.994061663
PA3534	92.9178251	0.780625452	0.534351756	1.460883104	0.144047524	0.994061663
PA4669	38.93105424	0.781081998	0.590602427	1.322517419	0.185995913	0.994061663
PA0320	14.16484582	0.782891428	0.65724792	1.191166079	0.233588393	0.994061663
PA1922	44.4099097	0.785682337	0.579987691	1.354653469	0.17552799	0.994061663
PA0531	71.40329513	0.786491052	0.546066418	1.440284601	0.149786896	0.994061663
PA2995	9.086882225	0.787411483	0.652373248	1.206995359	0.227433931	0.994061663
PA0250	148.9090553	0.787647488	0.530453319	1.484857308	0.137581627	0.994061663
PA3824	86.01357636	0.787748026	0.537556851	1.465422727	0.142805621	0.994061663
PA3637	147.0827701	0.788050438	0.53045703	1.485606549	0.137383222	0.994061663
PA4916	64.49904638	0.794299286	0.552866268	1.43669334	0.150805148	0.994061663
PA3677	88.24075337	0.794872268	0.537369173	1.479192161	0.139088964	0.994061663
PA5063	37.50566095	0.795127778	0.594641087	1.3371558	0.181171786	0.994061663
PA5107	37.50566095	0.795127778	0.594641087	1.3371558	0.181171786	0.994061663
EBG00001435452	39.3319461	0.796316386	0.590779438	1.347908094	0.177687945	0.994061663
PA0738	41.15823125	0.797400228	0.587097054	1.358208532	0.174397524	0.994061663
PA5545	44.81080156	0.799268392	0.580256638	1.377439463	0.168376419	0.994061663
PA3541	136.9268429	0.799657654	0.531583894	1.50429248	0.132506074	0.994061663
PA2758	46.63708671	0.800061836	0.577089391	1.386374187	0.165632674	0.994061663
PA3139	210.5573151	0.800677908	0.534451962	1.49812886	0.134099774	0.994061663
PA2452	48.46337187	0.800768058	0.574083628	1.394863081	0.163057132	0.994061663
PA5132	53.94222733	0.802364811	0.56601155	1.417576744	0.156314374	0.994061663
PA5003	81.33650462	0.803177973	0.541261568	1.483899874	0.137835485	0.994061663
PA4563	72.20507886	0.803968698	0.547106036	1.469493379	0.141699016	0.994061663
PA3478	336.4819036	0.806545344	0.546184227	1.476691021	0.13975848	0.994061663
PA2443	28.77512705	0.806774706	0.61672911	1.308150844	0.190822151	0.994061663
PA0406	111.3588508	0.808090424	0.533597728	1.514418789	0.129919657	0.994061663
PA3479	32.42769735	0.808643998	0.60736252	1.331402534	0.183056596	0.994061663
PA4363	34.25398251	0.809392484	0.602990324	1.342297632	0.179499511	0.994061663
PA4910	37.90655281	0.810706814	0.594798028	1.362995127	0.172884046	0.994061663
PA0909	7.661488935	0.811303683	0.638965101	1.269715172	0.204186106	0.994061663
PA5092	100.4011399	0.812010959	0.535678403	1.515855325	0.129555939	0.994061663
PA4726.11	145.835551	0.814446905	0.533283525	1.527230576	0.126703686	0.994061663
PA1502	165.3010781	0.81876614	0.534349513	1.532267026	0.125456554	0.994061663
PA0976.1	16.39202284	0.819080022	0.652936798	1.254455292	0.209676566	0.994061663
PA3545	692.8302261	0.819120512	0.59438397	1.378099939	0.168172434	0.994061663
PA0001	339.6890385	0.820195786	0.548002934	1.496699625	0.134471434	0.994061663
PA2600	20.04459314	0.823234922	0.642815775	1.280670067	0.200309578	0.994061663
PA0195	123.9201292	0.824288749	0.534438973	1.54234401	0.12299002	0.994061663
PA1133	272.1610313	0.825191967	0.541857733	1.522894143	0.127785191	0.994061663
PA1022	25.5234486	0.825478944	0.626742454	1.317094349	0.187807001	0.994061663
PA2981	47.43887044	0.825632927	0.577735922	1.429083592	0.152980209	0.994061663
PA3833	27.34973376	0.82576627	0.621619149	1.328411894	0.184042072	0.994061663
PA4492	40.13372983	0.825983004	0.591172955	1.397193489	0.162355394	0.994061663
PA4040	171.9826092	0.827185834	0.535530751	1.544609404	0.12244077	0.994061663
PA3919	245.7912555	0.830243496	0.540192799	1.536939215	0.124308195	0.994061663
PA2557	99.77753031	0.831291752	0.537806287	1.545708505	0.122174982	0.994061663
PA2519	66.10261383	0.832186461	0.554793532	1.499993083	0.133616194	0.994061663
PA4881	66.10261383	0.832186461	0.554793532	1.499993083	0.133616194	0.994061663
PA5495	419.5110627	0.834206229	0.558475292	1.493720924	0.135248577	0.994061663
PA3420	90.64610455	0.836430318	0.540735694	1.546837627	0.121902404	0.994061663
PA2544	11.31405924	0.838516082	0.658849661	1.272697144	0.203125531	0.994061663
PA0196	81.51467878	0.84175968	0.544994274	1.544529402	0.122460134	0.994061663
PA2503	92.87328156	0.841961247	0.540615797	1.557411476	0.119372823	0.994061663
PA0888	13.14034439	0.843665135	0.659120455	1.279986273	0.200549964	0.994061663
PA1020	13.14034439	0.843665135	0.659120455	1.279986273	0.200549964	0.994061663
PA1504	31.40319592	0.843853401	0.611977906	1.378895205	0.167927067	0.994061663
PA2293	31.40319592	0.843853401	0.611977906	1.378895205	0.167927067	0.994061663
PA2309	29.57691077	0.844658688	0.616660643	1.369730172	0.170771147	0.994061663
PA4928	143.1629386	0.846519298	0.536743108	1.577140509	0.114763198	0.994061663
PA1441	22.27177016	0.84768537	0.637152039	1.330428717	0.183377058	0.994061663
PA3973	16.7929147	0.847904102	0.652560892	1.299348633	0.193824312	0.994061663
PA2914	143.5638304	0.850676187	0.537206154	1.583519064	0.113303205	0.994061663
PA0434	211.8936213	0.85085513	0.540092761	1.57538703	0.115167136	0.994061663
PA2268	365.1234	0.857594799	0.554770663	1.545854631	0.12213968	0.994061663
PA5118	54.12040149	0.858737135	0.570456064	1.505351927	0.132233622	0.994061663
PA5356	103.6082748	0.859785982	0.540092082	1.591924803	0.111401602	0.994061663
PA4724	52.29411633	0.85999973	0.573063547	1.500705699	0.133431698	0.994061663
PA1229	160.178571	0.860371976	0.538755807	1.596960933	0.110274416	0.994061663
PA1816	137.0604736	0.864369174	0.53862609	1.604766629	0.108545173	0.994061663
PA3934	243.6977091	0.864504287	0.543829953	1.5896592	0.111911645	0.994061663
PA0515	28.15151748	0.864721081	0.621482987	1.391383351	0.16410921	0.994061663
PA2677	104.0091666	0.865541117	0.54063755	1.600963746	0.109384949	0.994061663
PA4609	371.9831052	0.867820624	0.556617547	1.559096777	0.118973476	0.994061663
PA0826.2	41.33640542	0.868522188	0.591881065	1.467393097	0.142269151	0.994061663
PA1741	9.888665951	0.868957323	0.654556142	1.327552012	0.184326147	0.994061663
PA5335	84.94453139	0.869402773	0.546206857	1.591709738	0.111449939	0.994061663
PA3069	22.67266202	0.870433781	0.636916041	1.366638183	0.171738743	0.994061663
PA5405	122.0493005	0.871952684	0.539674688	1.615700539	0.106159074	0.994061663
PA5377	37.68383511	0.872031628	0.599444088	1.454733886	0.145742948	0.994061663
PA1895	96.70402603	0.872228406	0.542759119	1.607026717	0.108048507	0.994061663
PA3923	277.328082	0.872850433	0.547577557	1.594021562	0.110931206	0.994061663
PA4634	318.2635956	0.874366651	0.551651276	1.584998873	0.11296659	0.994061663
PA0863	351.0921848	0.874458432	0.555066508	1.575411991	0.115161378	0.994061663
PA4655	60.40104067	0.874919043	0.564356515	1.550294929	0.121070744	0.994061663
PA3829	69.9333583	0.875325696	0.555628455	1.575379533	0.115168866	0.994061663
PA5415	69.9333583	0.875325696	0.555628455	1.575379533	0.115168866	0.994061663
PA2350	17.19380656	0.875721757	0.652214914	1.342688949	0.179372715	0.994061663
PA3580	17.19380656	0.875721757	0.652214914	1.342688949	0.179372715	0.994061663
PA0442	13.54123626	0.876471548	0.658970917	1.330061049	0.183498158	0.994061663
PA2439	13.54123626	0.876471548	0.658970917	1.330061049	0.183498158	0.994061663
PA3244	15.36752141	0.876624308	0.656302489	1.335701636	0.181646815	0.994061663
PA1918	64.45450284	0.880762883	0.560829382	1.570464942	0.116306984	0.994061663
PA4862	28.55240934	0.883526293	0.621447102	1.421724055	0.155106374	0.994061663
PA1515	91.62606244	0.884096662	0.54534487	1.621169852	0.104981216	0.994061663
PA1923	58.97564738	0.886682955	0.56697977	1.563870533	0.117847976	0.994061663
PA0746	284.1877872	0.886750873	0.549738556	1.613041078	0.106735584	0.994061663
PA3838	38.08472697	0.88679631	0.599643038	1.478873687	0.139174077	0.994061663
PA2165	99.73298677	0.888384244	0.543826469	1.63358037	0.102346992	0.994061663
PA3845	367.2614899	0.888434285	0.558310643	1.591290255	0.111544269	0.994061663
PA1016	47.6170446	0.888558056	0.582398649	1.525687015	0.12708783	0.994061663
PA0057	64.8553947	0.889886333	0.561308006	1.585379728	0.112880084	0.994061663
PA2957	97.90670162	0.890445517	0.544407023	1.635624597	0.101918179	0.994061663
PA1134	226.0139236	0.891180726	0.545517819	1.633641826	0.10233408	0.994061663
PA2878	780.8037182	0.891444791	0.609277489	1.463117884	0.143435125	0.994061663
PA2423	155.6796734	0.891882323	0.542095079	1.645250727	0.099918116	0.994061663
PA5327	68.90885687	0.894347903	0.558257576	1.602034511	0.109147978	0.994061663
PA1445	21.24726873	0.895905651	0.641943329	1.395614862	0.162830505	0.994061663
PA5301	48.01793646	0.90050634	0.582753517	1.545261098	0.122283121	0.994061663
PA0791	38.48561884	0.901349047	0.59982663	1.502682611	0.132920909	0.994061663
PA3519	17.59469843	0.902673682	0.651886545	1.384709792	0.166141224	0.994061663
PA3695	250.5128708	0.903341731	0.548700744	1.646328607	0.099696123	0.994061663
PA1914	75.18949606	0.903694841	0.554715997	1.629112639	0.103289176	0.994061663
EBG00001435410	120.8020813	0.904483736	0.54327806	1.66486336	0.09594002	0.994061663
PA4704.1	73.3632109	0.906130902	0.556140984	1.629318693	0.103245571	0.994061663
PA3723	301.1588761	0.908189727	0.553695622	1.640232813	0.100956769	0.994061663
PA5543	12.11584297	0.908934667	0.659225501	1.378791728	0.167958978	0.994061663
PA4327	93.22962989	0.909416417	0.547551441	1.660878501	0.096737851	0.994061663
PA0090	177.9514436	0.909652379	0.544961508	1.669204824	0.095076794	0.994061663
PA5316	25.3007309	0.909748292	0.631371959	1.440907028	0.14961095	0.994061663
PA4529	87.34988257	0.910454255	0.549488166	1.656913307	0.097537004	0.994061663
PA2196	33.00676338	0.911520045	0.612276274	1.488739779	0.136555906	0.994061663
PA4404	48.41882833	0.912309301	0.583094331	1.564599848	0.117676765	0.994061663
PA4286	38.8865107	0.915621354	0.60003025	1.525958656	0.127020161	0.994061663
PA4706	38.8865107	0.915621354	0.60003025	1.525958656	0.127020161	0.994061663
PA4820	38.8865107	0.915621354	0.60003025	1.525958656	0.127020161	0.994061663
PA3314	60.17832297	0.915923243	0.568335599	1.611588723	0.107051466	0.994061663
PA4731	60.17832297	0.915923243	0.568335599	1.611588723	0.107051466	0.994061663
PA3000	199.42143	0.917416084	0.546832314	1.677691791	0.093407283	0.994061663
PA4990	29.35419307	0.919832161	0.621445053	1.480150429	0.138833106	0.994061663
PA2987	42.93997287	0.922093587	0.592884595	1.555266564	0.119882597	0.994061663
PA1996	19.82187544	0.923686389	0.646792709	1.428102662	0.153262312	0.994061663
PA4071	19.82187544	0.923686389	0.646792709	1.428102662	0.153262312	0.994061663
PA2873	27.52790792	0.924511195	0.626288047	1.476175697	0.139896732	0.994061663
PA5149	72.33870948	0.924745532	0.558669304	1.655264617	0.097870833	0.994061663
PA3790	260.8024286	0.925164634	0.551978071	1.676089472	0.093720669	0.994061663
PA0238	46.99343504	0.927383101	0.586531951	1.581129723	0.11384838	0.994061663
PA3869	39.28740256	0.929644971	0.600241555	1.548784756	0.121433471	0.994061663
PA5233	66.85985402	0.933916213	0.563722815	1.656694013	0.097581354	0.994061663
PA3447	29.75508493	0.937392535	0.621465725	1.508357577	0.131463034	0.994061663
PA1766	22.04905246	0.941004572	0.641490281	1.466903863	0.14240221	0.994061663
PA5183	839.2893867	0.94151981	0.617790988	1.524010269	0.127506146	0.994061663
PA0167	27.92879978	0.942932039	0.626258583	1.505659267	0.132154666	0.994061663
PA3199	27.92879978	0.942932039	0.626258583	1.505659267	0.132154666	0.994061663
PA1307	39.68829442	0.943427346	0.600459679	1.571175184	0.116141963	0.994061663
PA0890	10.69044968	0.943541858	0.65608427	1.438141261	0.150393978	0.994061663
PA5153	107.7953676	0.944343517	0.548613525	1.721327443	0.085191422	0.994061663
PA1261	87.52805673	0.946097928	0.553151301	1.710378201	0.087195959	0.994061663
PA2588	59.55471341	0.947761765	0.571910414	1.657185709	0.097481935	0.994061663
PA0856	18.39648215	0.95403079	0.651295507	1.464820162	0.14296999	0.994061663
PA5205	397.6401844	0.954411925	0.568716759	1.678184982	0.093310993	0.994061663
PA5404	86.10266344	0.955931378	0.554689017	1.723364533	0.084822624	0.994061663
PA0025	44.14264846	0.959927259	0.593756371	1.616702247	0.105942569	0.994061663
PA2260	16.570197	0.960946127	0.655453523	1.466078207	0.142626982	0.994061663
PA2348	22.44994432	0.962582342	0.641307936	1.500967456	0.133363979	0.994061663
PA3705	22.44994432	0.962582342	0.641307936	1.500967456	0.133363979	0.994061663
PA2292	46.36982547	0.967056194	0.590733305	1.63704363	0.101621354	0.994061663
PA3928	34.61033083	0.973932161	0.612768913	1.589395515	0.111971127	0.994061663
PA3830	28.73058351	0.97846888	0.626264224	1.562389871	0.118196172	0.994061663
PA5401	67.03802818	0.979718926	0.56800586	1.724839467	0.084556407	0.994061663
PA2318	136.1250592	0.981034335	0.551565639	1.778635698	0.075299508	0.994061663
PA4607	132.071597	0.983094061	0.551768567	1.781714507	0.0747958	0.994061663
PA4880	299.1544168	0.983851466	0.561951601	1.75077616	0.079984475	0.994061663
PA3641	128.0181349	0.985228969	0.552021265	1.784766332	0.074299226	0.994061663
PA0420	69.66609706	0.991411481	0.567141638	1.748084455	0.080449404	0.994061663
PA3874	61.55917272	0.993606386	0.574144992	1.730584436	0.08352591	0.994061663
PA1876	33.18493754	0.996061769	0.617217321	1.613794258	0.106572061	0.994061663
PA4323	685.480542	0.999202441	0.608628489	1.641728015	0.100646383	0.994061663
PA2413	27.30519022	1.004333158	0.631052906	1.591519741	0.111492656	0.994061663
PA0108	204.1430453	1.005369822	0.557090348	1.804680022	0.071124768	0.994061663
PA4521	64.1872416	1.005908122	0.572917637	1.75576393	0.079128726	0.994061663
PA0369	45.74621591	1.007630337	0.594988588	1.693528847	0.090354849	0.994061663
PA3696	41.69275374	1.008735377	0.601718941	1.676422841	0.093655398	0.994061663
PA4673	85.25633617	1.009005079	0.560557893	1.800001553	0.071860393	0.994061663
PA4901	56.08031726	1.009377759	0.581332273	1.736318118	0.082507601	0.994061663
PA3722	449.04343	1.014156887	0.580759788	1.746258792	0.080765993	0.994061663
PA1235	9.665948249	1.01506858	0.648735089	1.564688882	0.117655877	0.994061663
PA4299	9.665948249	1.01506858	0.648735089	1.564688882	0.117655877	0.994061663
PA3741	62.76184831	1.019760754	0.575506499	1.771936122	0.076405161	0.994061663
PA3569	27.70608208	1.021948788	0.631034332	1.619482072	0.105343581	0.994061663
PA1662	99.02029013	1.02279578	0.558397977	1.831660969	0.067001947	0.994061663
PA3817	23.65261991	1.023979369	0.640869921	1.597795957	0.110088395	0.994061663
PA2766	33.98672126	1.025985685	0.617495688	1.661526881	0.096607675	0.994061663
PA5067	44.32082262	1.026011159	0.598701742	1.713726697	0.086578931	0.994061663
PA3354	324.9451266	1.032120283	0.569667162	1.811795294	0.070017832	0.994061663
PA3699	61.33645502	1.034160364	0.578186715	1.788626989	0.073674908	0.994061663
PA3080	72.07144824	1.037237948	0.570055274	1.819539254	0.0688292	0.994061663
PA4440	28.10697394	1.039167015	0.631028471	1.646783089	0.099602638	0.994061663
PA4352	20.0000496	1.047530351	0.650365185	1.610680238	0.107249435	0.994061663
PA5494	34.78850499	1.054768901	0.617802652	1.70729099	0.08776798	0.994061663
PA0891	66.59259278	1.054937122	0.575682543	1.832498024	0.066877256	0.994061663
PA5502	459.1993571	1.05699322	0.586260787	1.802940336	0.071397585	0.994061663
PA3616	153.4524964	1.057854229	0.560699006	1.886670422	0.059204668	0.994061663
PA3313	201.4258893	1.058757065	0.56284402	1.881084326	0.059960449	0.994061663
PA1568	37.015682	1.058863339	0.613816542	1.725048555	0.084518723	0.994061663
PA4296	73.27412382	1.059052736	0.571500203	1.853109989	0.063866595	0.994061663
PA4708	45.52349821	1.060415823	0.599602991	1.768529911	0.076972356	0.994061663
PA0982	1928.690752	1.060876619	0.654527251	1.620828798	0.10505436	0.994061663
PA2162	84.81090077	1.069174092	0.567041926	1.885529168	0.05935843	0.994061663
PA4647	335.7692069	1.070785896	0.574880172	1.862624506	0.062515114	0.994061663
PA1019	71.84873053	1.072455976	0.573729654	1.869270604	0.061585176	0.994061663
PA2370	22.62811848	1.075695279	0.645427632	1.666639644	0.095586081	0.994061663
PA0976	230.7355389	1.080096448	0.567098037	1.904602692	0.056831736	0.994061663
PA3717	24.8552955	1.080861682	0.640566827	1.687351947	0.091535698	0.994061663
PA0671	81.55922232	1.087359544	0.570256393	1.906790624	0.056547706	0.994061663
PA1919	161.9157691	1.088437117	0.564392876	1.928509666	0.053791763	0.994061663
PA4612	31.53682655	1.091297898	0.626644411	1.741494665	0.081596908	0.994061663
PA0491	69.39883582	1.10802644	0.578877488	1.914094887	0.055608033	0.994061663
PA4869	712.4739274	1.110184087	0.620182667	1.790092089	0.073439108	0.994061663
PA1560	460.0011409	1.112210434	0.591913319	1.879008965	0.060243269	0.994061663
PA2128	43.07360349	1.112723097	0.607512066	1.831606578	0.067010056	0.994061663
PA4573	76.48125873	1.113852512	0.575342679	1.935981031	0.052870024	0.994061663
PA4542	93.27417343	1.124907922	0.570584242	1.971501909	0.048666495	0.994061663
PA4084	114.922334	1.130863552	0.568560584	1.988993935	0.046701872	0.994061663
PA3742	13.09580085	1.132848464	0.6584318	1.720525138	0.085337028	0.994061663
PA4982	96.30313417	1.134052075	0.57085455	1.986586733	0.046968213	0.994061663
PA1736	15.32297787	1.141721813	0.659317199	1.731673032	0.083331795	0.994061663
PA5229	1447.976865	1.142707203	0.650904501	1.75556814	0.079162176	0.994061663
PA2131	9.443230548	1.151030516	0.638228391	1.803477457	0.071313263	0.994061663
PA3806	88.59710169	1.15669811	0.575040958	2.011505605	0.044272079	0.994061663
PA0895	56.21394788	1.160178144	0.594888682	1.950244104	0.051147031	0.994061663
PA3368.1	13.49669272	1.160263909	0.658632488	1.761625687	0.078132561	0.994061663
PA0214	169.7108886	1.161495416	0.572925318	2.027306839	0.042631043	0.994061663
