Label,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY,Strain,Reporter,TimePoint,TeckRep,MSD,RMSD,PaqaTotalFluorescence,rfpTotalFluorescence,PaQa_RFP_ratio
Track_8004,1048,68,6,2,0,0,0,74,70,144,5.222,1048,212.627,66.893,0,0.778,1.911,0.0003663,0.746,0.488,6.087999999999999,12.107999999999999,2.7439999999999998,5.395,2.947,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8007,1051,66,3,4,0,0,0,71,70,141,5.732,1051,10.892999999999999,156.44299999999996,0,0.711,2.609,0.222,0.529,0.48200000000000004,8.975,13.235999999999999,2.28,9.113999999999999,2.3040000000000003,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8008,1052,71,5,3,0,0,0,77,71,148,3.3930000000000002,1052,82.016,111.28299999999999,0,0.575,1.847,0.017,0.418,0.418,9.702,13.636,4.309,9.657,2.019,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8012,1056,56,3,4,0,0,0,61,71,132,4.579,1056,146.28799999999995,3.248,0,0.7020000000000001,2.174,0.0,0.616,0.449,9.758,14.823,1.579,10.329,2.457,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8016,1060,69,5,1,0,0,0,73,71,144,4.328,1060,208.74400000000003,79.384,0,0.569,1.854,0.022000000000000002,0.57,0.354,8.562999999999999,12.635,2.741,9.419,3.055,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8018,1062,77,2,1,0,0,0,78,72,150,5.61,1062,208.75799999999998,49.253,0,0.677,1.883,2.408e-07,0.66,0.359,7.734,11.936,2.615,7.622000000000001,2.23,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8021,1065,61,3,3,0,0,0,67,72,139,8.498,1065,56.12600000000001,28.323,0,0.7090000000000001,2.207,8.594e-08,0.541,0.513,7.968,12.798,2.7439999999999998,7.106,3.3339999999999996,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8027,1071,54,3,2,0,0,0,57,72,129,1.474,1071,101.87700000000001,123.605,0,0.888,2.487,0.071,0.7909999999999999,0.569,6.685,12.463,2.7439999999999998,6.117999999999999,2.719,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8030,1074,47,2,1,0,0,0,48,72,120,11.331,1074,138.543,40.387,0,0.653,2.526,0.0007836000000000001,0.546,0.475,7.8870000000000005,11.095999999999998,3.536,7.984,1.82,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8043,1087,40,3,3,0,0,0,45,74,119,5.125,1087,3.7560000000000002,73.467,0,0.502,1.3330000000000002,0.002,0.446,0.315,9.15,12.559000000000001,2.657,10.407,2.9560000000000004,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8045,1089,79,2,4,0,0,0,83,74,157,14.023,1089,151.25,115.51299999999999,0,0.764,2.326,0.122,0.6920000000000001,0.467,6.983,12.383,2.164,7.104,2.4859999999999998,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8047,1091,48,5,3,0,0,0,54,74,128,1.255,1091,188.54,67.737,0,0.8059999999999999,2.983,0.147,0.625,0.581,5.599,10.918,2.177,5.395,2.154,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8055,1099,83,2,1,0,0,0,84,74,158,10.101,1099,68.74,171.237,0,0.813,2.2680000000000002,0.064,0.6809999999999999,0.504,7.9460000000000015,22.278000000000002,2.39,7.476,3.5389999999999997,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8064,1108,49,4,2,0,0,0,55,75,130,5.755,1108,46.378,146.985,0,0.5920000000000001,1.59,0.064,0.5529999999999999,0.32299999999999995,8.927999999999997,12.937000000000001,2.7439999999999998,9.828,2.838,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8072,1116,51,4,2,0,0,0,55,76,131,13.887,1116,76.278,179.106,0,0.8340000000000001,2.2880000000000003,0.136,0.685,0.545,7.013999999999999,12.485,2.171,6.856,2.8,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8078,1122,40,3,1,0,0,0,42,76,118,2.8339999999999996,1122,58.424,197.393,0,0.847,2.2159999999999997,0.095,0.807,0.484,9.165,23.682,2.6460000000000004,8.055,5.58,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8080,1124,53,3,2,0,0,0,56,77,133,0.303,1124,72.04899999999998,168.50599999999997,0,0.09699999999999999,0.391,1.399e-07,0.08800000000000001,0.07400000000000001,2.6260000000000003,4.07,1.3359999999999999,2.556,0.568,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8096,1140,41,6,2,0,0,0,47,78,125,5.665,1140,32.389,134.65200000000002,0,0.545,1.028,0.12,0.531,0.267,7.001,10.583,2.335,7.37,2.093,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8105,1149,53,3,3,0,0,0,57,79,136,7.289,1149,12.7,195.653,0,0.601,2.3369999999999997,0.027000000000000003,0.518,0.40299999999999997,9.74,24.261,2.7439999999999998,9.94,2.8680000000000003,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8128,1172,54,1,1,0,0,0,54,80,134,10.262,1172,203.796,1.829,0,0.5760000000000001,2.198,0.0,0.373,0.43,8.254,12.793,4.792,8.342,1.8130000000000002,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8151,1195,45,2,6,0,0,0,51,82,133,12.187000000000001,1195,162.097,11.757,0,0.91,3.015,0.12,0.813,0.591,6.8210000000000015,13.555,2.18,6.6370000000000005,2.923,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8152,1196,174,2,6,0,0,0,180,82,262,0.081,1196,190.50799999999998,24.075,0,0.08199999999999999,0.7809999999999999,3.328e-07,0.06,0.102,9.276,15.672,7.654,8.901,1.2009999999999998,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8183,1227,38,4,2,0,0,0,43,84,127,6.735,1227,56.402,210.615,0,0.7809999999999999,1.9680000000000002,0.08900000000000001,0.65,0.45899999999999996,8.073,12.809000000000001,2.715,8.779,2.5980000000000003,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8193,1237,45,1,2,0,0,0,46,85,131,7.447999999999999,1237,110.48700000000001,138.342,0,0.899,2.3930000000000002,0.028999999999999998,0.871,0.555,9.107000000000001,17.194000000000006,2.293,9.283999999999999,3.115,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8194,1238,123,1,2,0,0,0,124,85,209,0.40299999999999997,1238,132.13,34.234,0,0.152,0.616,3.888e-08,0.136,0.129,9.116,15.128,7.349,9.226,0.782,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
Track_8204,1248,88,6,2,0,0,0,94,86,180,9.922,1248,79.024,164.822,0,0.785,2.131,0.183,0.741,0.375,8.026,18.381,2.2319999999999998,8.181000000000001,2.945,pilH-fliC-,PaQa,3,1,0.0,0.0,nan,nan,nan
