 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth
1.0,PilH-FliC-_Microfluidic_0_event1_tirf_RAW_Stack.tif,6.11342,255.0,255.0,255.0,49.33607,21.30149,1.0,109.20796000000001,42.47583,4638.69852,25.0,64.0,6.87275,320.33448,181.36813,2.50095,39.66667,99.20418000000001,32.0,47.0,6.103280000000001,7,0.0,349.88874,172.82551,2.50095,42.88889,107.26278,34.0,52.0,6.33333,10,0.0,0.9704799999999999,,Liquid
1.0,PilH-FliC-_Microfluidic_0_event2_tirf_RAW_Stack.tif,8.89225,255.0,255.0,255.0,48.81042,31.49697,1.0,64.19094,26.489179999999998,1700.3652,8.0,42.0,6.9881,415.90022,391.49667999999997,2.50095,29.111109999999996,72.80530999999999,20.0,38.0,6.50854,10,0.0,407.12944,380.4944,2.50095,33.66667,84.19851,18.0,50.0,11.87434,14,0.0,1.20379,,Liquid
1.0,PilH-FliC-_Microfluidic_0_event5_tirf_RAW_Stack.tif,4.16824,255.0,255.0,255.0,32.70062,40.25638,1.0,351.52181,19.519370000000002,6861.48348,0.0,56.0,10.51106,295.97044,317.98028999999997,14.449910000000001,27.211540000000003,393.20423999999997,4.0,58.0,13.56226,5,0.0,316.01923999999997,310.43267000000003,14.449910000000001,29.65385,428.49535999999995,19.0,47.0,5.47323,13,0.0,1.51876,,Liquid
1.0,PilH-FliC-_Microfluidic_0_event6_tirf_RAW_Stack.tif,15.00567,255.0,255.0,255.0,39.9069,11.70459,1.0,64.19094,22.98701,1475.5579699999998,16.0,28.0,2.35627,134.19901000000002,266.99007,3.33459,23.0,76.69566999999999,19.0,27.0,2.7961,13,0.0,141.00772,299.73649,3.33459,24.75,82.53121,23.0,27.0,1.3568,9,0.0,1.0433,,Liquid
1.0,PilH-FliC-_Microfluidic_0_event8_tirf_RAW_Stack.tif,4.44613,255.0,255.0,255.0,25.23711,11.95962,1.0,58.07751999999999,27.464109999999998,1595.0475900000001,5.0,68.0,11.89578,391.18994,200.98395,19.173920000000003,39.3913,755.2856,11.0,58.0,14.4479,6,0.0,398.00203999999997,190.24936,19.173920000000003,45.260870000000004,867.8281599999999,8.0,86.0,20.46924,12,0.0,-29.75398,,Liquid
1.0,PilH-FliC-_Microfluidic_1_event3_tirf_RAW_Stack.tif,6.11342,255.0,255.0,255.0,26.66879,7.06855,1.0,361.80348,36.49002,13202.21449,15.0,61.0,7.3086899999999995,405.73836,353.96517,1.11153,43.0,47.79585,39.0,47.0,3.6514800000000003,10,0.0,321.59238999999997,351.80565,1.11153,43.75,48.6295,39.0,47.0,3.94757,8,0.0,1.1900700000000002,,Liquid
1.0,PilH-FliC-_2_Microchannel_0_event1_tirf_RAW_Stack.tif,611.89805,255.0,255.0,255.0,49.26708,23.394560000000002,1.0,706.6561,77.96893,55097.2233,0.0,188.0,42.13173,276.18842,312.55695,57.79963000000001,76.3125,4410.83458,0.0,214.0,54.389480000000006,8,0.0,414.53352,351.43061,57.79963000000001,90.85096,5251.15233,0.0,229.0,66.23806,7,0.0,1.0873,PilH-FliC-,Liquid
2.0,PilH-FliC-_2_Microchannel_0_event10_tirf_RAW_Stack.tif,10.00378,255.0,255.0,255.0,26.73801,26.13765,1.0,53.075630000000004,246.90576000000001,13104.677609999999,226.0,292.0,10.85558,175.27579,396.99228,160.33841,263.26863,42212.07314,210.0,320.0,20.720670000000002,6,0.0,149.67014,446.28172,160.33841,294.80416,47268.42959,226.0,359.0,35.50667,14,0.0,0.97767,PilH-FliC-,Liquid
1.0,PilH-FliC-_2_Microchannel_0_event6_tirf_RAW_Stack.tif,8.33649,255.0,255.0,255.0,91.7234,3.47916,1.0,443.50104000000005,51.06516,22647.45277,0.0,166.0,34.87715,343.43675,351.74622999999997,14.449910000000001,67.5,975.3688300000001,36.0,114.0,22.4661,10,0.0,357.3924,347.65263999999996,14.449910000000001,80.51923000000001,1163.49552,54.0,116.0,18.15887,13,0.0,1.4961799999999998,PilH-FliC-,Liquid
2.0,PilH-FliC-_2_Microchannel_0_event8_tirf_RAW_Stack-1.tif,1.6673,255.0,255.0,255.0,40.59024,1.31786,1.0,29.73347,91.86916,2731.58848,61.0,107.0,10.75199,177.98093,277.21173999999996,3.33459,98.25,327.62389,91.0,106.0,4.97494,3,0.0,188.46104,278.46289,3.33459,98.75,329.29118,93.0,109.0,4.9013,8,0.0,1.09503,PilH-FliC-,Liquid
