Frame,CellID,Area,CellLength,CellSinuosity,CellWidth,MaxCellIntensity_mNeonGreen,MeanCellIntensity_mNeonGreen,MedianCellIntensity_mNeonGreen,MinCellIntensity_mNeonGreen,Strain,Growth,Bio_Rep
1,1,4.74045,6.69615790402129,1.05494351919425,0.990050503762308,2406,442.52852049910894,359.0,153,mNG_pilT_pilH-,Solid,1
1,3,2.953275,4.20540151263927,1.08176926914207,1.0090713552569,1283,288.10443490701,249.0,63,mNG_pilT_pilH-,Solid,1
1,4,4.026425,5.6126079255537595,1.04766043068443,0.990050503762308,2235,506.92339979013605,394.0,131,mNG_pilT_pilH-,Solid,1
1,5,4.3602,6.55421310205652,1.07722289882351,0.946414285606467,2032,419.617248062016,364.0,126,mNG_pilT_pilH-,Solid,1
1,6,3.4307,4.73734631460405,1.0200557406308501,1.01533245786787,1618,345.506157635468,305.0,128,mNG_pilT_pilH-,Solid,1
1,7,4.5123,6.54428065636357,1.03706954318664,0.990050503762308,2861,618.36797752809,513.0,196,mNG_pilT_pilH-,Solid,1
1,8,4.457375,6.260391052434009,1.0353918772136,0.946414285606467,2423,451.273933649289,388.0,137,mNG_pilT_pilH-,Solid,1
1,9,3.45605,5.55271644662753,1.0969245015336,0.872066511224918,2394,509.520782396088,435.5,182,mNG_pilT_pilH-,Solid,1
1,10,3.25325,4.6827059864222695,1.0722665460656,0.946414285606467,1979,415.50259740259696,351.0,130,mNG_pilT_pilH-,Solid,1
1,11,6.8952,10.280031380615801,1.0739928015139302,0.946414285606467,2899,566.167279411765,456.0,154,mNG_pilT_pilH-,Solid,1
1,12,3.409575,5.312253046811009,1.0749827082669499,0.9306583691129631,2016,522.969021065675,467.0,184,mNG_pilT_pilH-,Solid,1
1,13,3.3462,5.00345191759903,1.0631826130762598,0.990050503762308,1780,396.02651515151496,342.5,93,mNG_pilT_pilH-,Solid,1
1,14,4.237675,6.10043289325506,1.02812662617886,0.990050503762308,1729,749.3210368893319,689.0,174,mNG_pilT_pilH-,Solid,1
1,15,5.50095,8.121538496250041,1.07869146061308,0.946414285606467,2759,496.28571428571405,424.5,138,mNG_pilT_pilH-,Solid,1
1,17,2.826525,4.06190862827352,1.0623772053426999,0.990050503762308,2200,477.733931240658,373.0,161,mNG_pilT_pilH-,Solid,1
1,18,3.730675,5.3781074990615405,1.07418466459802,0.990050503762308,2163,421.272933182333,363.0,108,mNG_pilT_pilH-,Solid,1
1,19,5.260125,7.850020920410531,1.07658445011525,0.9306583691129631,2084,482.380722891566,416.0,150,mNG_pilT_pilH-,Solid,1
