Frame,CellID,Area,CellLength,CellSinuosity,ConnectedWith,MaxCellIntensity_mNeonGreen,MeanCellIntensity_mNeonGreen,MedianCellIntensity_mNeonGreen,MinCellIntensity_mNeonGreen,Strain,Growth,Bio_Rep
1,62,3.6504,5.34847763108502,1.07343544978795,,129,47.90972222222221,46.0,0,mNG_pilT_cyaB-,Solid,1
1,63,3.392675,4.548086578651009,1.0585816085925999,,172,79.4433374844334,78.0,18,mNG_pilT_cyaB-,Solid,1
1,65,2.387125,3.13847763108502,1.07966912753363,,100,42.6088495575221,42.0,0,mNG_pilT_cyaB-,Solid,1
1,66,3.308175,4.6399485730280094,1.0587296962005,,139,54.1021711366539,53.0,0,mNG_pilT_cyaB-,Solid,1
1,67,1.98575,2.6784309971885,1.07658492284648,,166,85.44680851063829,84.0,26,mNG_pilT_cyaB-,Solid,1
1,68,2.496975,3.0215432893255096,1.04679588990053,,186,67.2470389170897,66.0,0,mNG_pilT_cyaB-,Solid,1
1,69,2.32375,2.86881158941724,1.05655218960875,,113,42.341818181818205,40.0,0,mNG_pilT_cyaB-,Solid,1
1,70,1.829425,2.48847763108502,1.06181463866535,,135,76.49422632794459,78.0,13,mNG_pilT_cyaB-,Solid,1
1,71,3.03355,3.81306086516502,1.06238436067384,,271,62.3398328690808,60.0,2,mNG_pilT_cyaB-,Solid,1
1,72,2.13785,2.9207459311767594,1.0853630062908,,163,58.871541501976296,58.0,0,mNG_pilT_cyaB-,Solid,1
1,74,2.15475,3.0238220496225097,1.09619045589966,,186,62.8254901960784,60.0,8,mNG_pilT_cyaB-,Solid,1
1,75,3.0082,3.86420264185125,1.07381952660071,,184,73.8370786516854,73.0,13,mNG_pilT_cyaB-,Solid,1
1,76,2.175875,2.93651757583951,1.06483666202544,,111,50.53203883495149,49.0,4,mNG_pilT_cyaB-,Solid,1
1,77,3.333525,4.18962986797652,1.08872523470452,,125,48.2243346007605,47.0,7,mNG_pilT_cyaB-,Solid,1
1,78,3.08425,4.34002092041053,1.11874603406799,,173,78.1,77.0,12,mNG_pilT_cyaB-,Solid,1
1,79,3.0758,4.12733585439879,1.06153980926978,,111,50.4024725274725,50.0,3,mNG_pilT_cyaB-,Solid,1
1,80,3.4138,4.61302469147376,1.05736522944485,,177,66.3440594059406,64.0,4,mNG_pilT_cyaB-,Solid,1
1,81,2.218125,2.8107716446627498,1.0269701942148,,123,44.1238095238095,42.0,5,mNG_pilT_cyaB-,Solid,1
1,82,2.116725,2.79031870505149,1.06491212307805,,137,66.6986027944112,66.0,10,mNG_pilT_cyaB-,Solid,1
1,83,2.927925,3.9788582233137704,1.07375061921325,,103,48.072150072150095,47.0,4,mNG_pilT_cyaB-,Solid,1
1,85,2.260375,2.92031870505149,1.06820099232931,,123,51.93271028037379,49.0,10,mNG_pilT_cyaB-,Solid,1
1,86,2.235025,2.97459369428526,1.0576972473784398,,130,55.572778827977295,55.0,7,mNG_pilT_cyaB-,Solid,1
2,1,1.956175,2.9811265234055,1.07802234883277,,172,53.60691144708421,51.0,0,mNG_pilT_cyaB-,Solid,1
2,2,2.56035,3.7300104602052597,1.07966113206283,,216,79.3300330033003,78.0,11,mNG_pilT_cyaB-,Solid,1
2,3,2.066025,3.09997428651401,1.07697578349417,,114,50.104294478527606,49.0,6,mNG_pilT_cyaB-,Solid,1
2,4,3.05045,4.4319448019647805,1.08105700875117,,148,69.9265927977839,68.0,11,mNG_pilT_cyaB-,Solid,1
2,5,3.950375,5.26849855149555,1.06063776076333,,126,47.6085561497326,47.0,0,mNG_pilT_cyaB-,Solid,1
2,6,2.218125,3.2211626970967595,1.06975529699975,,104,37.5047619047619,37.0,0,mNG_pilT_cyaB-,Solid,1
2,7,3.1096,4.3907354709715,1.05533644005795,,117,42.644021739130395,43.0,0,mNG_pilT_cyaB-,Solid,1
2,8,2.197,3.0526593525257497,1.08170617768327,,181,51.6076923076923,49.0,5,mNG_pilT_cyaB-,Solid,1
2,9,2.023775,3.52656420973604,1.05096882167725,,163,74.40501043841341,73.0,6,mNG_pilT_cyaB-,Solid,1
2,10,2.032225,2.9249381128227503,1.06004897772028,,156,70.5322245322245,68.0,12,mNG_pilT_cyaB-,Solid,1
2,11,3.21945,4.17577164466275,1.01857026770862,,133,53.685039370078705,53.0,0,mNG_pilT_cyaB-,Solid,1
2,13,2.9406,4.53040151263927,1.08036946009204,,145,41.316091954023,39.0,0,mNG_pilT_cyaB-,Solid,1
2,14,1.871675,2.7392388155425094,1.07248911335735,,107,49.9119638826185,48.0,5,mNG_pilT_cyaB-,Solid,1
2,15,1.95195,2.78150711563425,1.07384492648425,,202,82.85497835497841,79.0,9,mNG_pilT_cyaB-,Solid,1
2,16,1.7407,2.44535487874275,1.0770816387495301,,144,53.5388349514563,51.0,0,mNG_pilT_cyaB-,Solid,1
2,17,2.116725,2.8757716446627497,1.0264036452259,,127,49.2215568862275,47.0,0,mNG_pilT_cyaB-,Solid,1
2,18,1.5379,2.2526955262170096,1.0425766664390799,,232,65.5604395604396,59.0,3,mNG_pilT_cyaB-,Solid,1
2,19,2.564575,3.9519343417595203,1.07127507751837,,146,42.3591433278418,40.0,1,mNG_pilT_cyaB-,Solid,1
2,20,2.96595,4.108858223313771,1.07248911335735,,142,59.3888888888889,57.5,0,mNG_pilT_cyaB-,Solid,1
2,21,2.015325,2.8826698127310095,1.0807133093342,,162,62.859538784067105,62.0,9,mNG_pilT_cyaB-,Solid,1
2,22,2.091375,2.87151757583951,1.04680590172657,,189,61.4,61.0,0,mNG_pilT_cyaB-,Solid,1
2,23,2.59415,3.86690862827352,1.0508398569104398,,151,57.16286644951139,56.0,0,mNG_pilT_cyaB-,Solid,1
2,24,2.851875,3.92771644662753,1.06753105299777,,185,57.5925925925926,57.0,7,mNG_pilT_cyaB-,Solid,1
2,26,2.20545,3.17002092041053,1.07713922440038,,243,56.423371647509605,50.5,1,mNG_pilT_cyaB-,Solid,1
2,27,2.243475,3.3153653389480198,1.05689852510132,,116,41.3596986817326,39.0,0,mNG_pilT_cyaB-,Solid,1
2,28,2.370225,3.30846717087976,1.04930685331752,,173,53.210338680926895,51.0,0,mNG_pilT_cyaB-,Solid,1
2,29,2.0787,2.82611606320024,1.03054422928237,,146,68.7357723577236,69.0,5,mNG_pilT_cyaB-,Solid,1
2,30,3.181425,4.27502092041053,1.08109870010437,,217,61.321381142098296,58.0,7,mNG_pilT_cyaB-,Solid,1
2,31,4.19965,6.00999520692453,1.0850819785727701,,203,71.1428571428571,68.0,9,mNG_pilT_cyaB-,Solid,1
2,32,3.620825,4.9834880912902895,1.08426406871193,,188,50.6254375729288,48.0,0,mNG_pilT_cyaB-,Solid,1
2,33,2.61105,3.5146194077712596,1.03963600453622,,122,48.752427184466,47.0,0,mNG_pilT_cyaB-,Solid,1
2,34,2.62795,3.5753653389480196,1.0946527633357,,335,77.78778135048229,69.0,0,mNG_pilT_cyaB-,Solid,1
2,35,2.530775,3.4361265234055094,1.07794908904186,,321,66.06176961602671,59.0,7,mNG_pilT_cyaB-,Solid,1
2,36,2.9913,4.24958323408,1.07162984164171,,183,57.8700564971751,56.0,2,mNG_pilT_cyaB-,Solid,1
2,37,2.05335,2.7949381128227504,1.04288009558667,,132,54.5514403292181,54.0,0,mNG_pilT_cyaB-,Solid,1
2,39,2.3153,3.48535487874275,1.072416885767,,110,42.2700729927007,41.0,0,mNG_pilT_cyaB-,Solid,1
2,40,2.8561,4.06233585439879,1.05564636874831,,154,44.43343195266271,42.0,0,mNG_pilT_cyaB-,Solid,1
2,41,4.322175,5.8592388155425095,1.04562267481902,,224,70.9560117302053,69.0,13,mNG_pilT_cyaB-,Solid,1
2,42,3.4983,4.7523253941935195,1.08033904827525,,231,56.3357487922705,53.5,0,mNG_pilT_cyaB-,Solid,1
2,43,1.9942,2.7837858759312497,1.0228960754249101,,142,45.010593220339004,42.0,0,mNG_pilT_cyaB-,Solid,1
2,44,2.5857,3.471861994377,1.0629636319020699,,135,64.9575163398693,65.0,4,mNG_pilT_cyaB-,Solid,1
2,45,3.950375,5.20769073314154,1.03596462828245,,157,63.685561497326205,60.0,7,mNG_pilT_cyaB-,Solid,1
2,46,3.257475,4.498430997188501,1.08016754874405,,207,45.747081712062304,42.0,1,mNG_pilT_cyaB-,Solid,1
2,47,1.989975,2.5284671708797597,1.06067619111425,,170,45.1273885350318,43.0,0,mNG_pilT_cyaB-,Solid,1
2,48,1.9435,2.602278760297,1.07731726807732,,134,60.3195652173913,60.0,0,mNG_pilT_cyaB-,Solid,1
2,49,3.1096,3.9696194077712597,1.03140577250886,,228,60.726902173913004,59.0,9,mNG_pilT_cyaB-,Solid,1
2,50,2.535,3.52656420973604,1.04626822940238,,278,74.1616666666667,71.0,10,mNG_pilT_cyaB-,Solid,1
2,51,2.3322,2.7791664681599997,1.07701833807387,,182,85.6195652173913,84.0,9,mNG_pilT_cyaB-,Solid,1
2,52,2.1463,3.0819238815542502,1.0085847904463001,,146,63.488188976378005,63.0,0,mNG_pilT_cyaB-,Solid,1
2,53,1.8252,2.405,1.0,,143,57.5069444444444,59.0,0,mNG_pilT_cyaB-,Solid,1
2,54,2.471625,3.2699638263087403,1.0471567329104698,,221,57.89743589743589,53.0,9,mNG_pilT_cyaB-,Solid,1
2,55,2.1632,2.94028253136024,1.04521785116047,,117,42.939453125,42.0,0,mNG_pilT_cyaB-,Solid,1
2,56,1.736475,2.4411626970967597,1.07966912753363,,118,52.491484184914796,51.0,5,mNG_pilT_cyaB-,Solid,1
2,57,2.758925,3.3284309971885,1.07123091845751,,105,48.70137825421129,48.0,0,mNG_pilT_cyaB-,Solid,1
2,58,2.927925,3.81768027293628,1.03697674565467,,135,54.766233766233796,53.0,3,mNG_pilT_cyaB-,Solid,1
2,59,3.257475,4.45616269709676,1.05571302960786,,182,59.2866407263294,57.0,13,mNG_pilT_cyaB-,Solid,1
2,60,2.5181,3.5753653389480196,1.06551228727554,,181,81.94798657718121,82.0,10,mNG_pilT_cyaB-,Solid,1
2,61,2.725125,3.812695526217,1.02843473543813,,191,53.5705426356589,51.0,0,mNG_pilT_cyaB-,Solid,1
2,62,1.9435,2.7346194077712593,1.04365474598587,,214,51.2978260869565,47.0,6,mNG_pilT_cyaB-,Solid,1
2,63,2.868775,3.6111626970967596,1.0648529502314301,,114,50.575846833578794,49.0,5,mNG_pilT_cyaB-,Solid,1
2,64,3.012425,4.33959369428526,1.07949340415098,,172,41.6760168302945,40.0,0,mNG_pilT_cyaB-,Solid,1
2,65,3.063125,4.06190862827352,1.05780125928339,,154,46.5641379310345,46.0,0,mNG_pilT_cyaB-,Solid,1
2,66,4.381325,5.463071325370281,1.07190571051019,,202,67.3355834136933,65.0,8,mNG_pilT_cyaB-,Solid,1
2,67,4.63905,5.740391052434009,1.0364059648134,,214,74.7859744990892,74.0,10,mNG_pilT_cyaB-,Solid,1
2,68,2.556125,3.5795575205940002,1.05033688984281,,190,62.758677685950396,61.0,0,mNG_pilT_cyaB-,Solid,1
2,69,2.978625,4.19886868351903,1.10898840686778,,139,53.4439716312057,50.0,0,mNG_pilT_cyaB-,Solid,1
2,70,2.3322,3.10964032818179,1.02322637110623,,245,70.5054347826087,68.0,0,mNG_pilT_cyaB-,Solid,1
2,71,1.770275,2.537278760297,1.0768547913064201,,221,67.1670644391408,65.0,1,mNG_pilT_cyaB-,Solid,1
2,72,3.882775,5.42420264185125,1.0747313248882602,,134,49.6637649619151,49.0,0,mNG_pilT_cyaB-,Solid,1
2,73,3.857425,4.98306086516502,1.0780436812799201,,283,70.6352683461117,68.0,2,mNG_pilT_cyaB-,Solid,1
2,74,2.175875,2.83116269709676,1.07489215798247,,138,64.8932038834951,64.0,7,mNG_pilT_cyaB-,Solid,1
2,75,2.116725,2.92308657865101,1.07684967654196,,135,53.7964071856287,52.0,5,mNG_pilT_cyaB-,Solid,1
2,76,3.105375,4.02765935252575,1.0583247893918,,174,65.7959183673469,64.0,0,mNG_pilT_cyaB-,Solid,1
2,77,3.94615,5.06765935252575,1.05012126457639,,227,86.69914346895081,84.0,12,mNG_pilT_cyaB-,Solid,1
2,78,3.291275,4.575375799153281,1.04745758850857,,271,56.2349165596919,53.0,2,mNG_pilT_cyaB-,Solid,1
2,79,3.4983,4.49417692836526,1.07980387307044,,169,51.770531400966206,49.0,0,mNG_pilT_cyaB-,Solid,1
2,80,2.885675,4.05962986797652,1.07923372629621,,151,46.308931185944395,45.0,0,mNG_pilT_cyaB-,Solid,1
2,81,2.775825,3.74763363903975,1.06027399478677,,171,77.5936073059361,76.0,5,mNG_pilT_cyaB-,Solid,1
2,82,2.028,2.61577164466275,1.02882321552617,,111,46.125,46.0,0,mNG_pilT_cyaB-,Solid,1
2,83,1.91815,2.60461940777126,1.04549032392238,,482,79.8986784140969,68.0,6,mNG_pilT_cyaB-,Solid,1
2,85,5.0362,6.43615790402129,1.05975680016735,,265,64.3464765100671,63.0,0,mNG_pilT_cyaB-,Solid,1
2,86,2.125175,2.6584671708797596,1.05849312387088,,171,49.44930417495029,46.0,0,mNG_pilT_cyaB-,Solid,1
2,87,2.30685,2.9676955262169997,1.0333943403580799,,160,73.1135531135531,71.0,10,mNG_pilT_cyaB-,Solid,1
2,89,3.240575,4.48998474671927,1.08758588373362,,286,61.23989569752279,57.0,0,mNG_pilT_cyaB-,Solid,1
2,90,3.3124,4.2342388155425095,1.05383707536974,,136,67.0051020408163,66.0,9,mNG_pilT_cyaB-,Solid,1
2,91,3.32085,4.27040151263927,1.08153896502846,,214,70.87913486005091,67.0,5,mNG_pilT_cyaB-,Solid,1
2,92,2.404025,3.33028253136023,1.05532914311251,,145,70.61335676625659,71.0,2,mNG_pilT_cyaB-,Solid,1
2,93,3.730675,4.837289220502269,1.1384717315783899,,189,64.1109852774632,60.0,4,mNG_pilT_cyaB-,Solid,1
2,94,3.003975,3.9138582233137704,1.07437962789608,,121,47.811533052039394,46.0,5,mNG_pilT_cyaB-,Solid,1
2,95,2.6533,3.34271644662753,1.0512713580786501,,147,62.1799363057325,60.0,0,mNG_pilT_cyaB-,Solid,1
2,97,2.62795,3.56840528370251,1.04308796013441,,125,50.104501607717,50.0,0,mNG_pilT_cyaB-,Solid,1
2,98,2.758925,3.76340528370251,1.0590212537324002,,146,58.62174578866771,56.0,7,mNG_pilT_cyaB-,Solid,1
2,99,9.28655,11.4658030252786,1.0726242889575601,,162,59.1606005459509,58.0,2,mNG_pilT_cyaB-,Solid,1
2,100,1.521,2.04192388155425,1.0128348955875,,125,53.1138888888889,52.0,10,mNG_pilT_cyaB-,Solid,1
2,101,3.8025,4.90420264185125,1.0652045179645502,,140,59.2911111111111,57.0,11,mNG_pilT_cyaB-,Solid,1
2,102,4.9517,6.30998474671927,1.10657899766542,,166,81.49061433447099,79.0,22,mNG_pilT_cyaB-,Solid,1
2,104,2.2646,3.0261626970967597,1.07231711963401,,142,60.070895522388106,58.0,6,mNG_pilT_cyaB-,Solid,1
2,105,2.750475,3.66728922050227,1.0645251728598701,,149,69.3256528417819,67.0,21,mNG_pilT_cyaB-,Solid,1
2,106,3.671525,5.0053653389480095,1.11790350257438,,154,57.487917146145,56.0,7,mNG_pilT_cyaB-,Solid,1
2,109,2.7378,4.02993811282275,1.0745536967065001,,172,52.149691358024704,50.0,3,mNG_pilT_cyaB-,Solid,1
2,110,1.8083,2.56420264185125,1.07566699806411,,223,64.5023364485981,62.5,6,mNG_pilT_cyaB-,Solid,1
2,111,2.81385,3.682695526217,1.02741108590655,,148,60.719219219219205,59.0,9,mNG_pilT_cyaB-,Solid,1
2,112,1.93505,2.64916646816,1.0495308817052902,,132,61.7161572052402,61.5,4,mNG_pilT_cyaB-,Solid,1
2,113,3.908125,5.54958323408,1.04446472531742,,204,87.06162162162158,85.0,9,mNG_pilT_cyaB-,Solid,1
2,114,1.989975,2.90035487874275,1.07684361151495,,204,57.4097664543524,55.0,0,mNG_pilT_cyaB-,Solid,1
2,116,2.074475,3.42731493398826,1.0583754760153499,,352,101.613034623218,97.0,31,mNG_pilT_cyaB-,Solid,1
2,117,2.9913,3.95840528370251,1.07352924790207,,177,72.87429378531071,72.5,2,mNG_pilT_cyaB-,Solid,1
2,118,3.992625,5.01417692836526,1.09488980325512,,134,59.7195767195767,59.0,8,mNG_pilT_cyaB-,Solid,1
2,119,2.40825,3.21605417602299,1.04424361083471,,108,52.0964912280702,51.0,6,mNG_pilT_cyaB-,Solid,1
2,120,2.54345,3.04150711563425,1.0712388016858199,,233,82.7275747508306,82.0,16,mNG_pilT_cyaB-,Solid,1
2,121,2.911025,3.9092388155425097,1.07328243434802,,125,53.111756168359896,52.0,0,mNG_pilT_cyaB-,Solid,1
2,122,5.82205,8.204650788387049,1.08742289588571,,146,53.5732946298984,50.0,2,mNG_pilT_cyaB-,Solid,1
2,123,2.589925,3.36921310205652,1.04913465901775,,128,55.156606851549796,54.0,0,mNG_pilT_cyaB-,Solid,1
2,126,3.443375,4.600020920410531,1.08225001847847,,113,42.0331288343558,41.0,0,mNG_pilT_cyaB-,Solid,1
2,127,3.147625,3.97503138061579,1.02842133270071,,123,58.3557046979866,58.0,4,mNG_pilT_cyaB-,Solid,1
3,1,2.420925,3.70770598642227,1.08010922269215,,110,47.6195462478185,46.0,0,mNG_pilT_cyaB-,Solid,1
3,2,1.2506,2.01961940777126,1.06572883372038,,116,53.969594594594604,52.0,7,mNG_pilT_cyaB-,Solid,1
3,3,2.84765,4.32233585439879,1.07915755182225,,203,70.2937685459941,68.0,0,mNG_pilT_cyaB-,Solid,1
3,4,3.409575,4.69422356226178,1.05241266814636,,137,51.110285006195795,49.0,4,mNG_pilT_cyaB-,Solid,1
3,5,4.888325,6.9400209204105305,1.09313358003427,,201,52.6629213483146,50.0,0,mNG_pilT_cyaB-,Solid,1
3,6,2.7378,4.58844145739376,1.12690508617697,,155,57.433641975308596,56.0,0,mNG_pilT_cyaB-,Solid,1
3,9,2.015325,2.9342388155425096,1.06967080230637,,150,55.4528301886792,53.0,0,mNG_pilT_cyaB-,Solid,1
3,10,2.7209,4.40964032818178,1.07453647935373,,130,48.2189440993789,45.0,0,mNG_pilT_cyaB-,Solid,1
3,11,2.378675,3.10878587593125,1.05633221082774,,131,48.8134991119005,48.0,0,mNG_pilT_cyaB-,Solid,1
3,12,2.826525,4.1404015126392695,1.08196901238392,,260,34.8594917787743,31.0,0,mNG_pilT_cyaB-,Solid,1
3,13,4.094025,6.13309703885628,1.07660798611242,,130,53.4757481940145,53.0,1,mNG_pilT_cyaB-,Solid,1
3,14,3.198325,4.41346717087976,1.0386023117473802,,160,64.6367239101717,63.0,0,mNG_pilT_cyaB-,Solid,1
3,15,2.42515,3.317278760297,1.07591348884495,,110,51.3484320557491,50.0,0,mNG_pilT_cyaB-,Solid,1
3,16,2.49275,3.29269552621701,1.03038586360076,,113,47.6084745762712,48.0,0,mNG_pilT_cyaB-,Solid,1
3,17,2.319525,3.03731493398826,1.0636477221210199,,240,88.34790528233151,87.0,11,mNG_pilT_cyaB-,Solid,1
3,18,3.426475,4.748498551495549,1.02984683114015,,215,102.014796547472,100.0,20,mNG_pilT_cyaB-,Solid,1
3,19,3.122275,4.92268027293627,1.06921790353412,,195,49.05953991880921,45.0,0,mNG_pilT_cyaB-,Solid,1
3,20,2.488525,3.3669343417595203,1.0772769705285201,,192,65.8573853989813,63.0,0,mNG_pilT_cyaB-,Solid,1
3,21,2.049125,3.1761265234055,1.07842504002355,,132,46.521649484536105,45.0,2,mNG_pilT_cyaB-,Solid,1
3,22,2.00265,2.8942492757477796,1.06318240851159,,124,49.3248945147679,48.0,3,mNG_pilT_cyaB-,Solid,1
3,23,3.042,5.11114744381603,1.05970979669296,,136,57.6722222222222,56.0,6,mNG_pilT_cyaB-,Solid,1
3,24,2.67865,3.66962986797652,1.0814978291017,,166,64.1750788643533,62.0,12,mNG_pilT_cyaB-,Solid,1
3,25,4.1912,5.569912399336751,1.0683030786359,,181,72.7217741935484,72.0,3,mNG_pilT_cyaB-,Solid,1
3,26,2.15475,3.0911626970967596,1.0915921483264799,,134,44.6921568627451,43.0,0,mNG_pilT_cyaB-,Solid,1
3,27,1.96885,3.12732539419352,1.09093760401949,,185,47.993562231759704,45.0,6,mNG_pilT_cyaB-,Solid,1
3,28,1.73225,2.58650711563425,1.07547073415145,,184,75.1951219512195,72.0,13,mNG_pilT_cyaB-,Solid,1
3,29,2.1463,3.34462986797652,1.08238181606303,,215,54.041338582677206,50.0,5,mNG_pilT_cyaB-,Solid,1
3,31,1.64775,2.67423881554251,1.07343544978795,,129,58.8589743589744,57.0,9,mNG_pilT_cyaB-,Solid,1
3,32,2.7885,3.83536533894802,1.0714136555649,,184,90.7848484848485,90.5,1,mNG_pilT_cyaB-,Solid,1
3,33,3.688425,4.90462986797652,1.07269939685489,,161,63.709049255440995,61.0,2,mNG_pilT_cyaB-,Solid,1
