 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Cell_ID,RetractedPilusLength_Dim,RetractedPilusFrame_Dim,RetractedPilusLength_Bright,RetractedPilusFrame_Bright,StdDev,Median,Slice,Strain,Growth
2.0,pilG-cpdA-fliC-_Gasket_2_event39_tirf_RAW_Stack.tif,521.0,255.0,255.0,255.0,,,1.0,10874.0,2354.1620000000003,25599154.0,0.0,4076.0,1024.52,339.79699999999997,89.31,5957.0,2727.103,16245353.0,2273.0,3837.0,147.592,2,0.0,345.525,71.415,5957.0,2736.8990000000003,16303707.0,2168.0,3837.0,203.905,1,0.0,0.409,2.0,,,,,0.0,255.0,1.0,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_Gasket_2_event4_tirf_RAW_Stack.tif,471.0,255.0,255.0,255.0,,,1.0,535.0,2714.755,1452394.0,2414.0,3320.0,189.972,318.19,154.231,69.0,2569.623,177304.0,2460.0,2690.0,67.347,0,0.0,310.219,177.72299999999998,69.0,2702.507,186473.0,2453.0,3320.0,229.90900000000002,1,0.0,0.961,1.0,,,,,0.0,255.0,1.0,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_Gasket_2_event40_tirf_RAW_Stack.tif,2056.0,255.0,255.0,255.0,,,1.0,2199.0,2685.25,5904865.0,2378.0,3228.0,147.118,225.65599999999998,299.789,489.0,2683.4990000000003,1312231.0,2447.0,3228.0,150.07,1,0.0,271.627,347.941,489.0,2694.401,1317562.0,2401.0,3128.0,148.395,2,0.0,1.002,1.0,,,,,0.0,255.0,1.0,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_Gasket_2_event41_tirf_RAW_Stack.tif,3539.0,255.0,255.0,255.0,,,1.0,3704.0,2770.723,10262757.0,2163.0,3702.0,325.703,314.666,405.444,137.0,2671.197,365954.0,2410.0,3346.0,213.61,1,0.0,287.382,416.473,137.0,2872.869,393583.0,2708.0,3165.0,134.01,0,0.0,1.001,1.0,,,,,0.0,255.0,1.0,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_Gasket_2_event5_tirf_RAW_Stack.tif,2845.0,255.0,255.0,255.0,,,1.0,3009.0,2759.942,8304665.0,2424.0,3387.0,185.497,352.435,326.612,225.0,2676.738,602266.0,2424.0,3077.0,122.051,0,0.0,414.781,276.269,225.0,2751.889,619175.0,2577.0,2972.0,75.032,1,0.0,0.981,1.0,,,,,0.0,255.0,1.0,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_Gasket_2_event6_tirf_RAW_Stack.tif,1753.0,255.0,255.0,255.0,,,1.0,1887.0,2839.758,5358623.0,2228.0,3808.0,390.709,139.754,167.465,156.0,2670.724,416633.0,2357.0,3251.0,175.426,1,0.0,153.047,165.718,156.0,3029.699,472633.0,2585.0,3719.0,313.35400000000004,0,0.0,1.004,1.0,,,,,0.0,255.0,1.0,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_Gasket_2_event9_tirf_RAW_Stack.tif,1031.0,255.0,255.0,255.0,,,1.0,1151.0,2774.467,3193411.0,2542.0,3083.0,134.734,195.09599999999998,236.325,208.0,2726.087,567026.0,2593.0,3070.0,98.565,1,0.0,208.426,214.891,208.0,2808.76,584222.0,2610.0,3079.0,143.937,1,0.0,0.996,1.0,,,,,0.0,255.0,1.0,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_0_event1_tirf_RAW_Stack.tif,1415.0,255.0,255.0,255.0,40.1,26.449,1.0,1522.0,2704.198,4115790.0,2417.0,3379.0,214.502,364.655,180.13099999999997,80.0,2554.312,204345.0,2434.0,2788.0,90.441,1,0.0,380.983,179.92,80.0,2624.725,209978.0,2501.0,2739.0,67.91,0,0.0,0.953,1.0,39.609,9.0,,,,,,pilG-cpdA-fliC-,Liquid
9.0,pilG-cpdA-fliC-_liq_ Gasket_0_event1_tirf_RAW_Stack.tif,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3964.0,2683.837,10638731.0,2285.0,3564.0,226.22099999999998,293.152,311.128,489.0,2688.742,1314795.0,2464.0,2940.0,113.98,0,0.0,295.988,304.046,489.0,2725.577,1332807.0,2492.0,2940.0,97.77,0,0.0,1.012,2.0,0.0,0.0,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_0_event2_tirf_RAW_Stack.tif,1781.0,255.0,255.0,255.0,,,1.0,1894.0,2694.688,5103739.0,2353.0,3260.0,189.31099999999998,342.431,280.768,225.0,2723.5690000000004,612803.0,2419.0,3187.0,211.101,0,0.0,326.14099999999996,333.099,225.0,2727.867,613770.0,2488.0,3260.0,205.045,0,0.0,1.015,1.0,,,,,0.0,255.0,1.0,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event1_tirf_RAW_Stack.tif,2365.0,255.0,255.0,255.0,31.017970000000002,70.41205,1.0,2507.0,2797.02034,7012130.0,2565.0,3191.0,140.64665,211.11286,262.0639,316.0,2795.57911,883403.0,2617.0,3045.0,119.98091000000001,0,0.0,232.25146,341.57732999999996,316.0,2805.6930399999997,886599.0,2601.0,3191.0,162.45577,0,0.0,1.00173,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event10_tirf_RAW_Stack.tif,1943.0,255.0,255.0,255.0,28.97658,45.84328,1.0,2056.0,2767.99562,5690999.0,2431.0,3266.0,166.59408,298.09227999999996,289.46345,112.0,2706.92857,303176.0,2580.0,2991.0,77.69259,0,0.0,316.55066,242.33173,112.0,2783.70536,311775.0,2612.0,3089.0,116.04796,0,0.0,0.9908100000000001,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event2_tirf_RAW_Stack.tif,1807.0,255.0,255.0,255.0,23.131429999999998,67.67709,1.0,1954.0,2843.60952,5556413.0,2546.0,3296.0,167.23845,234.19867999999997,79.11716,137.0,2714.45985,371881.0,2589.0,3065.0,121.27253999999999,0,0.0,221.52396000000002,49.35302,137.0,2956.48175,405038.0,2628.0,3182.0,139.5566,0,0.0,0.9966700000000001,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
2.0,pilG-cpdA-fliC-_liq_ Gasket_2_event2_tirf_RAW_Stack.tif,1725.0,255.0,255.0,255.0,25.63159,50.70232,1.0,1837.0,2768.68917,5086082.0,2480.0,3303.0,169.35121999999998,336.75844,337.3948,225.0,2799.72889,629939.0,2549.0,3303.0,226.33036,0,0.0,327.76047,340.73626,225.0,2836.26222,638159.0,2532.0,3303.0,220.27324,0,0.0,1.02372,2.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event3_tirf_RAW_Stack.tif,2545.0,255.0,255.0,255.0,52.524359999999994,48.489,1.0,2701.0,2734.3809699999997,7385563.0,2504.0,3102.0,125.90123999999999,271.99559,345.21968,716.0,2732.46648,1956446.0,2508.0,3086.0,122.66042,0,0.0,316.09377,396.28897,716.0,2751.4203899999998,1970017.0,2527.0,3102.0,130.23572,0,0.0,1.00591,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
2.0,pilG-cpdA-fliC-_liq_ Gasket_2_event3_tirf_RAW_Stack.tif,1964.0,255.0,255.0,255.0,37.40122,23.473010000000002,1.0,2072.0,2740.43581,5678183.0,2348.0,3499.0,199.76971,155.54832,204.15458999999998,32.0,2713.9375,86846.0,2670.0,2759.0,29.02828,0,0.0,119.11891000000001,174.33955,32.0,2728.28125,87305.0,2691.0,2749.0,17.5522,0,0.0,0.99272,2.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event4_tirf_RAW_Stack.tif,1820.0,255.0,255.0,255.0,25.725820000000002,45.17033,1.0,1931.0,2674.55981,5164575.0,2392.0,3444.0,180.72111999999998,292.88561,357.31514,489.0,2707.38037,1323909.0,2506.0,3036.0,114.96692,0,0.0,275.40331000000003,309.57907,489.0,2712.07566,1326205.0,2444.0,3444.0,235.3808,0,0.0,1.02701,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
2.0,pilG-cpdA-fliC-_liq_ Gasket_2_event4_tirf_RAW_Stack.tif,2559.0,255.0,255.0,255.0,34.2628,54.497659999999996,1.0,2713.0,2781.61629,7546525.0,2443.0,3323.0,169.69579,208.91271,215.78063999999998,716.0,2769.1201100000003,1982690.0,2444.0,3160.0,168.77803,0,0.0,218.50727,197.62197,716.0,2783.65223,1993095.0,2443.0,3197.0,189.78193000000002,0,0.0,0.99603,2.0,,,,,,,,pilG-cpdA-fliC-,Liquid
3.0,pilG-cpdA-fliC-_liq_ Gasket_2_event4_tirf_RAW_Stack.tif,1682.0,255.0,255.0,255.0,25.26219,43.428059999999995,1.0,1784.0,2724.12164,4859833.0,2461.0,3307.0,190.67354,137.86565,187.85883,384.0,2656.6197899999997,1020142.0,2514.0,2830.0,68.32392,0,0.0,133.02983999999998,230.49249,384.0,2783.0364600000003,1068686.0,2534.0,3128.0,164.87232,0,0.0,0.99724,3.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event5_tirf_RAW_Stack.tif,1707.0,255.0,255.0,255.0,29.00674,52.263909999999996,1.0,1819.0,2749.9263300000002,5002116.0,2503.0,3141.0,150.2651,245.71736,245.55721,384.0,2742.74219,1053213.0,2519.0,2966.0,93.05272,0,0.0,230.21839,295.05665,384.0,2784.9010399999997,1069402.0,2533.0,3141.0,144.80137,0,0.0,1.00878,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event6_tirf_RAW_Stack.tif,3489.0,255.0,255.0,255.0,45.83907,38.98237,1.0,3698.0,2769.87669,10243004.0,2537.0,3119.0,102.37774,322.86766,314.70831,812.0,2770.84236,2249924.0,2590.0,3119.0,108.98985,0,0.0,320.82026,315.98147,812.0,2771.50862,2250465.0,2590.0,3119.0,109.08337,0,0.0,1.00084,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
2.0,pilG-cpdA-fliC-_liq_ Gasket_2_event6_tirf_RAW_Stack.tif,1906.0,255.0,255.0,255.0,53.91081,29.99475,1.0,2034.0,2810.48181,5716520.0,2575.0,3134.0,125.27017,151.6015,131.77444,208.0,2773.91346,576974.0,2644.0,2976.0,95.81152,0,0.0,100.45227,158.43892,208.0,2826.85577,587986.0,2686.0,3115.0,106.1389,0,0.0,0.99549,2.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event7_tirf_RAW_Stack.tif,3264.0,255.0,255.0,255.0,34.53248,64.75214,1.0,3424.0,2762.39106,9458427.0,2382.0,3444.0,215.37712000000002,378.08633,229.26594,912.0,2764.80592,2521503.0,2448.0,3139.0,179.15821,0,0.0,363.33755,298.16964,912.0,2820.66009,2572442.0,2472.0,3444.0,219.76821,0,0.0,1.0238,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
2.0,pilG-cpdA-fliC-_liq_ Gasket_2_event7_tirf_RAW_Stack.tif,1774.0,255.0,255.0,255.0,36.39121,43.135290000000005,1.0,1888.0,2750.72246,5193364.0,2513.0,3273.0,141.52209,251.69412000000003,266.53557,448.0,2767.77455,1239963.0,2513.0,3273.0,184.95718,0,0.0,249.67817999999997,267.85181,448.0,2780.78125,1245790.0,2550.0,3273.0,178.72035,0,0.0,1.01643,2.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event8_tirf_RAW_Stack.tif,2138.0,255.0,255.0,255.0,40.81431,43.32788,1.0,2278.0,2731.05531,6221344.0,2259.0,3084.0,146.69445,334.6969,275.9057,225.0,2686.68889,604505.0,2511.0,3017.0,148.34068,0,0.0,333.91577,260.68035,225.0,2757.31111,620395.0,2593.0,2955.0,110.89305,0,0.0,0.99587,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
2.0,pilG-cpdA-fliC-_liq_ Gasket_2_event8_tirf_RAW_Stack.tif,2171.0,255.0,255.0,255.0,27.897509999999997,54.593509999999995,1.0,2288.0,2766.68575,6330177.0,2448.0,3688.0,255.80877999999998,111.77851000000001,350.79157000000004,665.0,2774.2646600000003,1844886.0,2479.0,3267.0,204.19789,0,0.0,124.49051000000001,399.13752999999997,665.0,2790.37143,1855597.0,2462.0,3688.0,288.69421,0,0.0,1.0136,2.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,pilG-cpdA-fliC-_liq_ Gasket_2_event9_tirf_RAW_Stack.tif,2305.0,255.0,255.0,255.0,31.9846,52.093059999999994,1.0,2436.0,2722.84154,6632842.0,2468.0,3147.0,139.09235,280.7942,354.29282,540.0,2715.41481,1466324.0,2487.0,3023.0,126.33363999999999,0,0.0,300.41138,307.39887000000004,540.0,2785.04259,1503923.0,2521.0,3147.0,143.67801,0,0.0,1.0182200000000001,1.0,,,,,,,,pilG-cpdA-fliC-,Liquid
1.0,PilH-FliC-_Microfluidic_0_event1_tirf_RAW_Stack.tif,6.11342,255.0,255.0,255.0,49.33607,21.30149,1.0,109.20796000000001,42.47583,4638.69852,25.0,64.0,6.87275,320.33448,181.36813,2.50095,39.66667,99.20418000000001,32.0,47.0,6.103280000000001,7,0.0,349.88874,172.82551,2.50095,42.88889,107.26278,34.0,52.0,6.33333,10,0.0,0.9704799999999999,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_Microfluidic_0_event2_tirf_RAW_Stack.tif,8.89225,255.0,255.0,255.0,48.81042,31.49697,1.0,64.19094,26.489179999999998,1700.3652,8.0,42.0,6.9881,415.90022,391.49667999999997,2.50095,29.111109999999996,72.80530999999999,20.0,38.0,6.50854,10,0.0,407.12944,380.4944,2.50095,33.66667,84.19851,18.0,50.0,11.87434,14,0.0,1.20379,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_Microfluidic_0_event5_tirf_RAW_Stack.tif,4.16824,255.0,255.0,255.0,32.70062,40.25638,1.0,351.52181,19.519370000000002,6861.48348,0.0,56.0,10.51106,295.97044,317.98028999999997,14.449910000000001,27.211540000000003,393.20423999999997,4.0,58.0,13.56226,5,0.0,316.01923999999997,310.43267000000003,14.449910000000001,29.65385,428.49535999999995,19.0,47.0,5.47323,13,0.0,1.51876,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_Microfluidic_0_event6_tirf_RAW_Stack.tif,15.00567,255.0,255.0,255.0,39.9069,11.70459,1.0,64.19094,22.98701,1475.5579699999998,16.0,28.0,2.35627,134.19901000000002,266.99007,3.33459,23.0,76.69566999999999,19.0,27.0,2.7961,13,0.0,141.00772,299.73649,3.33459,24.75,82.53121,23.0,27.0,1.3568,9,0.0,1.0433,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_Microfluidic_0_event8_tirf_RAW_Stack.tif,4.44613,255.0,255.0,255.0,25.23711,11.95962,1.0,58.07751999999999,27.464109999999998,1595.0475900000001,5.0,68.0,11.89578,391.18994,200.98395,19.173920000000003,39.3913,755.2856,11.0,58.0,14.4479,6,0.0,398.00203999999997,190.24936,19.173920000000003,45.260870000000004,867.8281599999999,8.0,86.0,20.46924,12,0.0,-29.75398,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_Microfluidic_1_event3_tirf_RAW_Stack.tif,6.11342,255.0,255.0,255.0,26.66879,7.06855,1.0,361.80348,36.49002,13202.21449,15.0,61.0,7.3086899999999995,405.73836,353.96517,1.11153,43.0,47.79585,39.0,47.0,3.6514800000000003,10,0.0,321.59238999999997,351.80565,1.11153,43.75,48.6295,39.0,47.0,3.94757,8,0.0,1.1900700000000002,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_2_Microchannel_0_event1_tirf_RAW_Stack.tif,611.89805,255.0,255.0,255.0,49.26708,23.394560000000002,1.0,706.6561,77.96893,55097.2233,0.0,188.0,42.13173,276.18842,312.55695,57.79963000000001,76.3125,4410.83458,0.0,214.0,54.389480000000006,8,0.0,414.53352,351.43061,57.79963000000001,90.85096,5251.15233,0.0,229.0,66.23806,7,0.0,1.0873,,,,,,,,,pilH-fliC-,Liquid
2.0,PilH-FliC-_2_Microchannel_0_event10_tirf_RAW_Stack.tif,10.00378,255.0,255.0,255.0,26.73801,26.13765,1.0,53.075630000000004,246.90576000000001,13104.677609999999,226.0,292.0,10.85558,175.27579,396.99228,160.33841,263.26863,42212.07314,210.0,320.0,20.720670000000002,6,0.0,149.67014,446.28172,160.33841,294.80416,47268.42959,226.0,359.0,35.50667,14,0.0,0.97767,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_2_Microchannel_0_event6_tirf_RAW_Stack.tif,8.33649,255.0,255.0,255.0,91.7234,3.47916,1.0,443.50104000000005,51.06516,22647.45277,0.0,166.0,34.87715,343.43675,351.74622999999997,14.449910000000001,67.5,975.3688300000001,36.0,114.0,22.4661,10,0.0,357.3924,347.65263999999996,14.449910000000001,80.51923000000001,1163.49552,54.0,116.0,18.15887,13,0.0,1.4961799999999998,,,,,,,,,pilH-fliC-,Liquid
2.0,PilH-FliC-_2_Microchannel_0_event8_tirf_RAW_Stack-1.tif,1.6673,255.0,255.0,255.0,40.59024,1.31786,1.0,29.73347,91.86916,2731.58848,61.0,107.0,10.75199,177.98093,277.21173999999996,3.33459,98.25,327.62389,91.0,106.0,4.97494,3,0.0,188.46104,278.46289,3.33459,98.75,329.29118,93.0,109.0,4.9013,8,0.0,1.09503,,,,,,,,,pilH-fliC-,Liquid
6.0,PilH-FliC-_2_Microchannel_0_event8_tirf_RAW_Stack-1.tif,10.55955,255.0,255.0,255.0,19.47666,1.9143700000000001,1.0,17.7845,63.5,1129.31593,54.0,86.0,7.274660000000001,351.51521,371.23971,3.33459,61.25,204.2439,54.0,68.0,4.73142,5,0.0,359.73541,369.49451,3.33459,62.333330000000004,207.85638,57.0,71.0,4.29235,14,0.0,0.9576399999999999,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_2_Microchannel_0_event9_tirf_RAW_Stack.tif,14.727789999999999,255.0,255.0,255.0,51.42657,6.65895,1.0,88.92251,50.2125,4465.0217299999995,6.0,88.0,15.0595,160.61561,386.61919,10.28167,55.567569999999996,571.32715,48.0,62.0,3.46843,9,0.0,140.8769,386.08931,10.28167,63.891890000000004,656.91507,52.0,80.0,7.77383,8,0.0,1.26146,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_2_Microchannel_1_event1_tirf_RAW_Stack.tif,10.83743,255.0,255.0,255.0,37.55577,23.63371,1.0,45.572790000000005,79.7439,3634.15199,58.0,104.0,8.58992,349.58513,173.35836,8.89225,81.40625,723.88484,73.0,94.0,5.6845,14,0.0,330.48752,189.66248000000002,8.89225,95.3125,847.5427099999999,77.0,115.0,10.66328,10,0.0,1.19035,,,,,,,,,pilH-fliC-,Liquid
2.0,PilH-FliC-_2_Microchannel_1_event2_tirf_RAW_Stack.tif,3.61248,255.0,255.0,255.0,43.81394,29.986490000000003,1.0,91.97923,95.43202,8777.763659999999,78.0,118.0,7.41522,198.275,299.32267,8.89225,97.6875,868.66181,83.0,131.0,12.655330000000001,12,0.0,275.05939,297.45771,8.89225,102.375,910.34424,91.0,113.0,6.63203,12,0.0,1.06044,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_2_Microchannel_1_event5_tirf_RAW_Stack.tif,6.11342,255.0,255.0,255.0,11.16591,21.8526,1.0,20.84121,78.04,1626.4483599999999,52.0,94.0,10.7067,347.74885,329.12172999999996,5.83554,70.66667,412.37816000000004,52.0,103.0,15.65035,8,0.0,354.2,338.65,5.83554,87.66667,511.58234000000004,73.0,123.0,14.068879999999998,8,0.0,1.0334299999999998,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_3_Microchannel_0_event1_tirf_RAW_Stack.tif,28.0,255.0,255.0,255.0,125.71428999999999,31.0,1.0,147.0,529.59184,77850.0,509.0,555.0,8.417,250.00912999999997,414.93695,2053.0,556.6717,1142847.0,439.0,658.0,34.405770000000004,6,0.0,252.83401,415.49118,2053.0,561.10765,1151954.0,439.0,665.0,36.1645,11,0.0,0.9980600000000001,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_3_Microchannel_0_event4_tirf_RAW_Stack.tif,79.0,255.0,255.0,255.0,139.14557,83.84177,1.0,423.0,183.1182,77459.0,120.0,246.0,16.06932,220.61341000000002,283.30267000000003,112.0,195.29464,21873.0,176.0,210.0,7.07188,7,0.0,232.90565,267.89227999999997,112.0,197.69643,22142.0,172.0,219.0,10.31035,10,0.0,1.1692,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_3_Microchannel_1_event3_tirf_RAW_Stack.tif,10.0,255.0,255.0,255.0,70.0,20.5,1.0,36.0,271.41667,9771.0,263.0,284.0,4.42961,340.11765,247.94131000000002,4421.0,288.34517,1274774.0,98.0,529.0,67.48354,8,0.0,340.61794,248.19072999999997,4421.0,288.44764,1275227.0,108.0,529.0,67.52161,8,0.0,0.99976,,,,,,,,,pilH-fliC-,Liquid
2.0,PilH-FliC-_3_Microchannel_1_event4_tirf_RAW_Stack.tif,19.0,255.0,255.0,255.0,131.34211000000002,81.81579,1.0,45.0,551.1555599999999,24802.0,538.0,564.0,5.35535,389.59471,351.2143,448.0,563.8058,252585.0,521.0,609.0,19.06155,9,0.0,391.63486,350.63186,448.0,565.41295,253305.0,521.0,609.0,18.683670000000003,8,0.0,0.99874,,,,,,,,,pilH-fliC-,Liquid
4.0,PilH-FliC-_3_Microchannel_1_event4_tirf_RAW_Stack.tif,105.0,255.0,255.0,255.0,141.74761999999998,21.652379999999997,1.0,392.0,571.88265,224178.0,546.0,606.0,8.968919999999999,456.60840999999994,278.43647999999996,12.0,568.8333299999999,6826.0,561.0,575.0,5.11386,6,0.0,450.97659000000004,258.71832,12.0,577.6666700000001,6932.0,573.0,582.0,3.05505,8,0.0,1.00255,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_3_Microchannel_1_event6_tirf_RAW_Stack.tif,500.0,255.0,255.0,255.0,76.49600000000001,109.334,1.0,610.0,317.5,193675.0,218.0,455.0,49.46758,270.94132,312.77262,37.0,340.2973,12591.0,296.0,371.0,22.6665,11,0.0,296.62368,244.06722000000002,37.0,347.51351,12858.0,293.0,419.0,37.7511,6,0.0,1.09575,,,,,,,,,pilH-fliC-,Liquid
,"PilH-FliC-_1,1msExp_Gasket_0_event4",,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,8,,,,,,,,,,,pilH-fliC-,Liquid
,"PilH-FliC-_1,1msExp_Gasket_1_event1",,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,10,,,,,,,,,,,pilH-fliC-,Liquid
,"PilH-FliC-_1,1msExp_Gasket_1_event2",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,11,,,,,,,,,,,pilH-fliC-,Liquid
,PilH-FliC-_1.2msExp_Flow0.3ul_Fast_1_event1,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,6,,,,,,,,,,,pilH-fliC-,Liquid
,PilH-FliC-_1.5msExp_Flow0.3ul_0_event2,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,9,,,,,,,,,,,pilH-fliC-,Liquid
,"pilH-FliC-_1,1msExp_Gasket_2_event1",,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,6,,,,,,,,,,,pilH-fliC-,Liquid
,"pilH-FliC-_1,1msExp_Gasket_1_event2",,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,12,,,,,,,,,,,pilH-fliC-,Liquid
,"pilH-FliC-_1,1msExp_Gasket_3_event1",,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,9,,,,,,,,,,,pilH-fliC-,Liquid
,PilH-FliC-_1.2msExp_MicroFlu_150fpsMovie_Flow0ul_0_event1,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,8,,,,,,,,,,,pilH-fliC-,Liquid
,PilH-FliC-_1.2msExp_MicroFlu_150fpsMovie_Flow1ul_2_event2,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,12,,,,,,,,,,,pilH-fliC-,Liquid
,PilH-FliC-_1.2msExp_MicroFlu_Flow0ul_0_event1,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,,,,pilH-fliC-,Liquid
,"PilH-FliC-_1,2msExp_NoFlow_2_event1",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,4,,,,,,,,,,,pilH-fliC-,Liquid
1.0,PilH-FliC-_Gasket_0_event1_tirf_RAW_Stack.tif,1747.0,255.0,255.0,255.0,59.83028,23.30366,1.0,1865.0,3307.8681,6169174.0,2937.0,3746.0,188.33529,167.97491000000002,195.34138000000002,421.0,3301.50356,1389933.0,3003.0,3567.0,141.92428999999998,10,0.0,235.99829,196.10017,421.0,3323.18527,1399061.0,2993.0,3645.0,174.67537,13,0.0,1.00247,,,,,,,,,pilH-fliC-,Liquid
1.0,pilH-fliC-_PaQa_solid_0_event2_tirf_RAW_Stack.tif,2560.0,255.0,255.0,255.0,87.25195,33.47227,1.0,2740.0,3209.95766,8795284.0,1400.0,3759.0,687.3552,233.75457999999998,190.9782,316.0,2950.0601300000003,932219.0,1045.0,3752.0,897.4617099999999,10,0.0,354.32362,217.66919,316.0,3004.0981,949295.0,1005.0,3759.0,882.35101,10,0.0,0.90771,,,,,,,,,pilH-fliC-,Solid
1.0,pilH-fliC-_PaQa_solid_0_event4_tirf_RAW_Stack.tif,1327.0,255.0,255.0,255.0,58.888090000000005,34.111909999999995,1.0,1445.0,3171.37993,4582644.0,1386.0,3797.0,756.7371400000001,414.08037,170.23037,256.0,2734.8125,700112.0,746.0,3797.0,1017.8267599999999,9,0.0,349.16039,193.43802,256.0,2905.67969,743854.0,1273.0,3783.0,913.50452,5,0.0,0.83834,,,,,,,,,pilH-fliC-,Solid
1.0,pilH-fliC-_PaQa_solid_1_event5_tirf_RAW_Stack.tif,1438.0,255.0,255.0,255.0,71.40473,24.42211,1.0,1565.0,3288.38211,5146318.0,1121.0,3793.0,703.4691,318.47316,238.76657000000003,208.0,2972.26923,618232.0,926.0,3785.0,975.65164,9,0.0,406.48535,225.94845,208.0,3105.83654,646014.0,888.0,3793.0,949.9306,8,0.0,0.89949,,,,,,,,,pilH-fliC-,Solid
1.0,pilH-fliC-_liq_Microchannel_0_event1_tirf_RAW_Stack.tif,783.0,255.0,255.0,255.0,29.713279999999997,58.07216,1.0,943.0,2640.28102,2489785.0,2381.0,3017.0,151.78796,265.33169,166.94408,37.0,2671.3243199999997,98839.0,2548.0,2735.0,51.06372,7,0.0,243.74534,221.69919,37.0,2686.72973,99409.0,2500.0,2983.0,142.60193999999998,9,0.0,1.01594,1.0,,,,,,,,pilH-fliC-,Liquid
