Frame,CellID,Area,CellLength,CellSinuosity,CellWidth,MaxCellIntensity_PaQa,MeanCellIntensity_PaQa,MedianCellIntensity_PaQa,MinCellIntensity_PaQa,MaxCellIntensity_RFP,MeanCellIntensity_RFP,MedianCellIntensity_RFP,MinCellIntensity_RFP,Strain,Growth,Bio_Rep
1,1,3.122275,4.5364452284570005,1.0638151814598,1.0174109297624,1178,769.631935047361,797.0,213,1109,707.308525033829,766.0,136,pilT-pilA-T8V,Solid,2
1,2,3.426475,5.00345191759903,1.07493540084314,1.02774023955472,1426,881.468557336621,940.0,223,1004,646.406905055487,674.0,126,pilT-pilA-T8V,Solid,2
1,3,2.057575,2.9718877078629906,1.06299978046417,0.946414285606467,2570,1776.4086242299802,1862.0,482,794,516.507186858316,522.0,126,pilT-pilA-T8V,Solid,2
1,4,2.72935,4.09770598642227,1.07720199648359,0.946414285606467,1783,1258.9535603715199,1316.5,293,1042,688.99226006192,724.0,114,pilT-pilA-T8V,Solid,2
1,5,3.3124,4.82805040495975,1.07065736296904,0.946414285606467,1538,1021.1568877551,1060.0,268,1014,630.6913265306121,686.5,115,pilT-pilA-T8V,Solid,2
1,6,2.6026,3.6738220496225096,1.07878173650226,1.0090713552569,1378,932.7077922077921,964.5,249,1095,683.415584415584,751.0,110,pilT-pilA-T8V,Solid,2
1,7,3.3462,4.86840528370251,1.07349019901069,1.0090713552569,1497,977.448232323232,1026.0,204,1024,625.7348484848491,661.0,135,pilT-pilA-T8V,Solid,2
1,8,3.0758,4.4342235622617805,1.0325524100137,1.02774023955472,1571,1051.08516483516,1117.5,268,871,530.940934065934,594.0,64,pilT-pilA-T8V,Solid,2
1,9,2.919475,4.2676955262169995,1.02538779219151,0.946414285606467,2352,1633.9421128798801,1705.0,444,1134,765.6164978292329,797.0,135,pilT-pilA-T8V,Solid,2
1,10,2.792725,4.3238220496225095,1.07839316035753,0.946414285606467,1578,1055.89409984871,1108.0,267,975,618.228441754917,647.0,76,pilT-pilA-T8V,Solid,2
1,11,2.47585,3.6580504049597597,1.07808517862595,0.946414285606467,1384,925.250853242321,978.0,264,909,584.641638225256,614.0,151,pilT-pilA-T8V,Solid,2
1,12,2.10405,3.06651757583951,1.0738742953148,1.07594144822105,1137,773.929718875502,802.5,198,1026,628.2289156626509,669.5,104,pilT-pilA-T8V,Solid,2
1,13,3.409575,4.75423881554251,1.05604585819818,1.0090713552569,1197,774.7546468401489,800.0,205,981,562.693928128872,614.0,88,pilT-pilA-T8V,Solid,2
1,14,3.663075,5.1338791437242906,1.06259102389182,0.990050503762308,1210,800.61937716263,842.0,182,1014,627.348327566321,697.0,115,pilT-pilA-T8V,Solid,2
1,15,2.522325,3.6134414573937597,1.0833835493733799,0.9921819389607941,1172,764.3768844221111,805.0,214,867,542.616415410385,589.0,95,pilT-pilA-T8V,Solid,2
1,16,3.325075,4.85114744381603,1.05210916002788,1.02774023955472,1534,1006.55146124524,1059.0,239,1102,704.2083862770011,744.0,146,pilT-pilA-T8V,Solid,2
1,17,2.4843,3.34192388155425,1.00792809537235,0.946414285606467,1609,1106.1360544217698,1176.5,278,1117,702.8758503401359,768.0,133,pilT-pilA-T8V,Solid,2
1,18,2.5857,3.6492388155425095,1.06022959864934,1.0090713552569,1594,1043.47712418301,1098.0,230,889,495.11437908496697,534.5,91,pilT-pilA-T8V,Solid,2
1,19,2.4167,3.5480142312685,1.07029086916093,1.0090713552569,1575,1054.8076923076899,1115.5,309,1012,655.024475524476,702.5,102,pilT-pilA-T8V,Solid,2
1,20,3.33775,4.87807132537028,1.04953492038655,1.01533245786787,1878,1252.88607594937,1294.0,350,1148,685.791139240506,749.5,98,pilT-pilA-T8V,Solid,2
1,21,2.615275,3.5888582233137702,1.07744617690898,1.0090713552569,1625,1054.20678513732,1097.0,308,983,652.86268174475,700.0,126,pilT-pilA-T8V,Solid,2
1,22,2.79695,3.9657925650732797,1.0715443046841,1.0090713552569,1374,944.593655589124,989.5,269,1081,702.1586102719031,757.5,104,pilT-pilA-T8V,Solid,2
1,23,1.804075,2.69001046020527,1.0812392429733,1.0090713552569,1271,810.491803278689,835.0,233,1003,616.747072599532,658.0,82,pilT-pilA-T8V,Solid,2
1,24,2.873,4.22961940777126,1.03170502103141,0.946414285606467,1415,933.110294117647,971.5,279,1072,635.510294117647,700.5,94,pilT-pilA-T8V,Solid,2
1,25,2.3829,3.5684671708797597,1.04632172643537,0.946414285606467,2191,1505.30496453901,1587.5,329,1183,786.799645390071,834.0,141,pilT-pilA-T8V,Solid,2
1,27,2.74625,4.0211265234055,1.07462794410853,0.946414285606467,2890,2015.9753846153799,2167.0,541,1052,642.335384615385,706.5,77,pilT-pilA-T8V,Solid,2
1,29,4.077125,5.841553749530769,1.0894340770003,1.0090713552569,2749,1888.50466321244,1985.0,567,1116,717.20518134715,778.0,130,pilT-pilA-T8V,Solid,2
1,30,3.0758,4.44075639138202,1.08008843820677,1.02774023955472,1235,847.5728021978019,898.5,223,1000,631.646978021978,693.0,82,pilT-pilA-T8V,Solid,2
1,31,3.274375,4.967716446627531,1.08126520382422,1.0090713552569,2805,1800.7664516129,1901.0,459,1078,655.504516129032,684.0,103,pilT-pilA-T8V,Solid,2
1,33,2.3491,3.27458323408,1.06514733526142,1.0090713552569,1920,1255.8669064748199,1310.5,383,921,549.748201438849,604.0,96,pilT-pilA-T8V,Solid,2
1,34,3.42225,4.94541197284454,1.07597979746447,0.990050503762308,1577,1067.2765432098802,1133.0,274,1347,860.32962962963,939.5,125,pilT-pilA-T8V,Solid,2
1,35,3.536325,5.247680272936281,1.07387302556664,1.0090713552569,1751,1176.29868578256,1248.0,327,920,523.866188769415,581.0,79,pilT-pilA-T8V,Solid,2
1,36,2.412475,3.62040151263927,1.1198079164075,0.975,1567,1089.6094570928199,1138.0,370,1046,729.7548161120841,757.0,150,pilT-pilA-T8V,Solid,2
1,37,2.471625,3.4115432893255098,1.04970562748477,0.990050503762308,1151,736.622222222222,772.0,210,1117,646.7914529914531,716.0,126,pilT-pilA-T8V,Solid,2
1,38,2.9575,4.21846717087976,1.0401575246530201,0.946414285606467,1966,1279.17428571429,1336.0,363,1121,699.541428571429,761.0,122,pilT-pilA-T8V,Solid,2
1,39,2.8899,4.126054176022991,1.06613806534311,1.0090713552569,969,607.15350877193,637.0,183,1037,610.673976608187,674.5,125,pilT-pilA-T8V,Solid,2
1,40,2.513875,3.49231493398826,1.05756249849094,0.946414285606467,2383,1572.56974789916,1647.0,475,1208,761.147899159664,809.0,153,pilT-pilA-T8V,Solid,2
1,41,2.665975,3.95464032818178,1.0848840127232,0.990050503762308,2064,1461.4072900158499,1531.0,369,1176,757.179080824089,807.0,106,pilT-pilA-T8V,Solid,2
1,42,3.519425,5.13493811282275,1.07643716206775,0.990050503762308,1944,1280.09483793517,1335.0,406,1200,727.05762304922,793.0,109,pilT-pilA-T8V,Solid,2
1,43,2.88145,4.19652803604478,1.0488526253263002,1.0174109297624,1623,1002.3152492668598,1055.5,308,1295,766.2346041055721,836.0,129,pilT-pilA-T8V,Solid,2
1,44,2.74625,3.65577164466275,1.02107563966554,0.946414285606467,2198,1499.8030769230802,1568.5,402,1225,785.496923076923,837.5,174,pilT-pilA-T8V,Solid,2
1,45,2.302625,3.4068619943769995,1.0784530379835,0.990050503762308,2085,1444.2018348623901,1506.0,539,903,583.768807339449,613.0,82,pilT-pilA-T8V,Solid,2
1,46,3.11805,4.4180865786510095,1.07835456969755,0.975,3775,2636.35636856369,2766.5,750,1336,856.380758807588,915.0,164,pilT-pilA-T8V,Solid,2
1,47,2.3829,3.14692388155425,1.0084106338432701,0.946414285606467,1893,1187.69326241135,1244.5,330,1190,777.590425531915,821.0,222,pilT-pilA-T8V,Solid,2
1,48,2.7039999999999997,3.72077164466275,1.0220270745129498,0.946414285606467,1586,1073.740625,1122.0,332,1222,797.915625,830.5,181,pilT-pilA-T8V,Solid,2
1,49,2.42515,3.5911369836107703,1.05373461067873,0.990050503762308,1542,1004.8379790940801,1051.0,276,1231,814.9616724738679,853.0,136,pilT-pilA-T8V,Solid,2
1,50,3.122275,4.30577164466275,1.0189969648105601,0.946414285606467,1021,698.064952638701,733.0,204,840,523.7009472259809,585.0,103,pilT-pilA-T8V,Solid,2
1,51,2.573025,3.6288477631085003,1.01439186061787,0.867208164168212,2050,1369.98193760263,1440.0,457,993,609.666666666667,642.0,107,pilT-pilA-T8V,Solid,2
1,52,2.235025,3.4142492757477796,1.07714940074813,0.990050503762308,2049,1427.2117202268398,1503.0,409,1163,745.96786389414,811.0,132,pilT-pilA-T8V,Solid,2
1,53,2.5857,3.7104119728445397,1.04132558234366,1.02774023955472,1497,1003.87908496732,1065.5,339,1021,612.236928104575,678.5,104,pilT-pilA-T8V,Solid,2
1,54,2.218125,3.23502092041053,1.07661760159654,0.990050503762308,2005,1401.44761904762,1458.0,505,1139,738.4819047619051,774.0,190,pilT-pilA-T8V,Solid,2
1,55,2.66175,3.747695526217,1.0269701942148,0.946414285606467,2602,1811.0285714285699,1909.5,599,1050,649.25873015873,709.5,133,pilT-pilA-T8V,Solid,2
1,56,2.9744,4.32616269709676,1.0569827405123,0.975,2035,1358.2528409090899,1414.5,428,1047,610.680397727273,683.0,68,pilT-pilA-T8V,Solid,2
1,57,2.522325,3.6757354709715004,1.0519182049359,0.946414285606467,1591,1076.13232830821,1127.0,378,1121,749.177554438861,790.0,154,pilT-pilA-T8V,Solid,2
1,58,2.775825,4.039238815542509,1.05583786490281,1.0090713552569,1352,878.62100456621,899.0,281,1274,757.386605783866,791.0,142,pilT-pilA-T8V,Solid,2
1,59,3.2110000000000003,4.898097038856281,1.0994045298683501,0.946414285606467,1950,1325.75789473684,1370.5,529,1298,837.7407894736839,870.0,173,pilT-pilA-T8V,Solid,2
1,61,3.401125,5.14885822331377,1.06830487214166,0.946414285606467,1972,1333.5602484472,1375.0,481,1250,809.931677018634,855.0,163,pilT-pilA-T8V,Solid,2
1,62,3.139175,4.59731493398826,1.0462435628498299,0.946414285606467,1169,819.189771197847,861.0,281,819,551.312247644684,592.0,141,pilT-pilA-T8V,Solid,2
1,63,2.834975,4.099619407771259,1.03049596896474,0.946414285606467,1269,830.554396423249,867.0,254,1169,711.321907600596,775.0,118,pilT-pilA-T8V,Solid,2
2,1,2.547675,3.69378587593125,1.07221650970428,0.990050503762308,3156,2169.41791044776,2325.0,672,893,552.582089552239,608.0,107,pilT-pilA-T8V,Solid,2
2,2,2.93215,4.351173157302029,1.0823738475359599,0.946414285606467,2585,1813.9438040345801,1901.5,491,998,609.671469740634,660.0,103,pilT-pilA-T8V,Solid,2
2,3,3.3969,4.83039105243401,1.0400903365113199,0.946414285606467,1731,1121.8569651741302,1191.5,235,897,554.238805970149,597.0,131,pilT-pilA-T8V,Solid,2
2,4,2.28995,3.3376698127310096,1.07232884103795,1.0090713552569,1895,1273.11992619926,1330.0,289,938,517.177121771218,546.0,99,pilT-pilA-T8V,Solid,2
