 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth
2,mNG_pilU_fliC-_liq_BR=1_0_event11_tirf_RAW_Stack.tif,1014,255,255,255,51.09172,31.38955,1,1139,255.5259,291044.0,102,588,78.81738,310.70979,219.93900000000002,137,209.36496,28683.0,90,294,61.822309999999995,0,0,237.77983999999998,251.20626000000001,137,266.74453,36544.0,75,588,142.6044,0,0,0.9118799999999999,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_BR=1_0_event1_tirf_RAW_Stack.tif,888,255,255,255,40.501129999999996,23.02928,1,994,183.47485,182374.0,83,300,50.37317,358.20999,247.64056000000002,177,157.72881,27918.0,47,300,62.07734,0,0,301.66553,271.05933,177,190.22034,33669.0,80,281,60.8901,0,0,0.9218200000000001,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_BR=1_0_event2_tirf_RAW_Stack.tif,659,255,255,255,25.65478,29.4742,1,742,194.09434,144018.0,84,310,49.87885,228.46008999999998,421.0255,137,147.55473999999998,20215.0,49,256,66.39354,3,0,248.2215,385.24114,137,192.56933999999998,26382.0,89,310,58.7881,2,0,0.81696,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_BR=1_0_event3_tirf_RAW_Stack.tif,665,255,255,255,27.2218,39.794740000000004,1,754,192.87931,145431.0,80,325,52.12229,288.61076,275.91614,137,168.47445,23081.0,45,306,69.95514,1,0,262.0727,233.2812,137,196.86861000000002,26971.0,79,325,60.1592,3,0,0.9193,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_BR=1_0_event4_tirf_RAW_Stack-1.tif,574,255,255,255,31.91289,11.54181,1,639,233.07355,148934.0,79,370,72.19728,197.71775,232.20899,52,208.19231000000002,10826.0,100,329,64.8177,1,0,239.22507000000002,225.44411000000002,52,210.44231000000002,10943.0,65,320,81.13639,0,0,0.8806299999999999,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_BR=1_0_event6_tirf_RAW_Stack.tif,441,255,255,255,29.765309999999996,21.9898,1,502,234.56772999999998,117753.0,95,370,61.29705,220.30041,290.32844,112,225.32143,25236.0,95,351,74.7544,1,0,196.93968999999998,273.34155,112,236.0,26432.0,107,370,71.82862,2,0,0.9703200000000001,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_BR=1_0_event7_tirf_RAW_Stack.tif,769,255,255,255,29.350459999999998,33.06177,1,867,204.97116,177710.0,74,482,60.22821,448.51533,291.55433,177,161.43503,28574.0,46,257,60.40119,1,0,412.24365,253.71929,177,208.83051,36963.0,44,482,99.59049,2,0,0.84667,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_BR=1_0_event8_tirf_RAW_Stack.tif,644,255,255,255,38.9472,24.60248,1,725,137.70758999999998,99838.0,64,227,34.459759999999996,273.33391,348.93797,137,115.63503999999999,15842.0,47,197,40.39654,1,0,230.13692000000003,366.24658999999997,137,144.71533,19826.0,61,227,45.33648,0,0,0.9149,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_BR=1_0_event9_tirf_RAW_Stack.tif,911,255,255,255,25.3551,45.34193,1,1022,276.29648,282375.0,106,479,77.69771,342.11311,441.13762,112,229.14286,25664.0,41,479,127.66128,0,0,365.06383999999997,378.19475,112,283.20536,31719.0,119,428,89.66535999999999,2,0,0.9086,mNG_pilU_fliC-,Liquid
2,mNG_pilU_fliC-_liq_BR=1_0_event9_tirf_RAW_Stack.tif,597,255,255,255,10.61893,41.04439,1,674,296.7092,199982.0,125,736,95.74396999999999,304.54039,131.58399,112,302.0625,33831.0,66,736,172.56331,1,0,304.57727,180.4197,112,327.24107000000004,36651.0,68,645,148.16963,2,0,1.09338,mNG_pilU_fliC-,Liquid
