Frame,CellID,Area,CellLength,CellSinuosity,CellWidth,MaxCellIntensity_RFP,MeanCellIntensity_RFP,MedianCellIntensity_RFP,MinCellIntensity_RFP,MaxCellIntensity_PaQa,MeanCellIntensity_PaQa,MedianCellIntensity_PaQa,MinCellIntensity_PaQa,Strain,Growth,Bio_Rep
1,1,0.4732,1.45692388155425,1.01777700919844,0.473207142803234,975,681.4375,711.5,266,359,232.49107142857102,245.5,84,cyaB-fliC-,Liquid,1
1,3,0.59995,1.84039105243401,1.12894148895225,0.536003731330296,1125,765.295774647887,795.5,190,301,194.12676056338,201.0,56,cyaB-fliC-,Liquid,1
1,4,0.73515,2.18997428651401,1.05857330134595,0.5813776741499449,612,431.48275862069,433.0,153,217,141.16091954023,149.5,40,cyaB-fliC-,Liquid,1
1,7,0.4394,1.3538477631085,1.0362529801350502,0.473207142803234,547,333.730769230769,357.5,85,167,108.53846153846202,109.0,42,cyaB-fliC-,Liquid,1
1,8,0.604175,1.7596194077712601,1.06181463866535,0.536003731330296,859,588.160839160839,613.0,225,292,189.783216783217,201.0,66,cyaB-fliC-,Liquid,1
1,9,0.790075,2.48805040495976,1.06781066442578,0.536003731330296,945,686.427807486631,704.0,270,273,173.70588235294102,183.0,40,cyaB-fliC-,Liquid,1
1,10,0.705575,2.19693434175952,1.07966912753363,0.5992703897240379,713,481.02994011976,483.0,156,253,154.928143712575,160.0,55,cyaB-fliC-,Liquid,1
1,11,0.570375,1.862695526217,1.04990590532474,0.495025251881154,709,492.503703703704,517.0,201,274,187.555555555556,190.0,62,cyaB-fliC-,Liquid,1
1,12,0.637975,2.01265935252575,1.0754238254074,0.5992703897240379,866,567.834437086093,574.0,162,227,151.986754966887,159.0,44,cyaB-fliC-,Liquid,1
1,14,0.477425,1.365,1.0,0.52,810,573.929203539823,585.0,159,247,161.132743362832,168.0,47,cyaB-fliC-,Liquid,1
1,15,0.46475,1.4996194077712601,1.06874657841954,0.536003731330296,1028,736.109090909091,754.0,245,279,184.83636363636398,195.0,53,cyaB-fliC-,Liquid,1
1,17,0.511225,1.54188770786299,1.0716213303436,0.536003731330296,41,22.6859504132231,22.0,8,24,13.371900826446302,14.0,4,cyaB-fliC-,Liquid,1
1,18,0.857675,2.75458323408,1.10568557888991,0.473207142803234,616,435.896551724138,454.0,124,229,146.847290640394,147.0,51,cyaB-fliC-,Liquid,1
1,19,0.36335,1.2326593525257499,1.05193289957676,0.524046753639406,1026,703.639534883721,716.5,234,248,170.60465116279101,178.5,54,cyaB-fliC-,Liquid,1
1,20,0.46475,1.5084309971885,1.04517408281644,0.559151142357771,739,521.318181818182,545.0,179,260,168.91818181818198,174.0,63,cyaB-fliC-,Liquid,1
1,21,0.730925,2.26150711563425,1.07679827853208,0.5813776741499449,1110,732.976878612717,747.0,217,335,210.64161849711002,221.0,64,cyaB-fliC-,Liquid,1
1,22,0.44785,1.46616269709676,1.08398896456619,0.5813776741499449,682,466.754716981132,482.0,180,244,155.339622641509,163.0,54,cyaB-fliC-,Liquid,1
1,23,0.5577,1.70996382630874,1.0634029369315698,0.536003731330296,811,549.477272727273,556.5,165,224,141.204545454545,147.0,35,cyaB-fliC-,Liquid,1
1,24,0.443625,1.4768877078629898,1.12903292646684,0.536003731330296,690,480.666666666667,485.0,176,245,172.714285714286,182.0,65,cyaB-fliC-,Liquid,1
1,25,0.4563,1.45501046020527,1.04597190599802,0.5515432893255071,1048,719.37037037037,726.0,229,216,148.62037037036998,156.5,51,cyaB-fliC-,Liquid,1
1,26,0.663325,1.99269552621701,1.0472181922649901,0.536003731330296,829,586.375796178344,596.0,236,263,170.770700636943,177.0,45,cyaB-fliC-,Liquid,1
1,27,0.46475,1.3538477631085,1.0362529801350502,0.536003731330296,826,548.5454545454551,571.0,194,261,166.118181818182,168.0,51,cyaB-fliC-,Liquid,1
1,28,0.65065,2.057695526217,1.04597190599802,0.536003731330296,947,631.1168831168831,639.5,261,314,207.23376623376598,216.5,75,cyaB-fliC-,Liquid,1
1,29,0.688675,2.2146194077712598,1.05195703127728,0.536003731330296,900,601.533742331288,615.0,197,303,183.91411042944802,183.0,75,cyaB-fliC-,Liquid,1
1,30,0.502775,1.5488477631085,1.03601857064114,0.52,796,529.588235294118,544.0,157,272,156.016806722689,161.0,54,cyaB-fliC-,Liquid,1
1,31,0.401375,1.2238477631084999,1.03962597048738,0.536003731330296,684,456.947368421053,484.0,160,282,170.136842105263,175.0,40,cyaB-fliC-,Liquid,1
1,32,0.460525,1.4276593525257502,1.0666656502849101,0.507666228933933,716,532.009174311927,541.0,279,217,150.412844036697,160.0,52,cyaB-fliC-,Liquid,1
1,33,0.553475,1.6992388155425102,1.1355418081496298,0.613208773583679,931,635.9083969465651,651.0,247,315,210.24427480916,214.0,76,cyaB-fliC-,Liquid,1
1,34,0.49855,1.50381158941724,1.0740415448131,0.5992703897240379,600,385.449152542373,403.5,136,191,118.65254237288099,124.0,38,cyaB-fliC-,Liquid,1
1,35,0.80275,2.33346717087976,1.0641851824526,0.536003731330296,971,657.173684210526,679.5,269,335,219.447368421053,227.0,53,cyaB-fliC-,Liquid,1
1,36,0.7098,2.35385822331377,1.07966912753363,0.536003731330296,55,32.8988095238095,33.0,11,28,14.8035714285714,15.0,3,cyaB-fliC-,Liquid,1
1,37,0.88725,2.6988220496225095,1.06920313213587,0.5992703897240379,982,656.5,671.5,214,257,171.285714285714,177.0,55,cyaB-fliC-,Liquid,1
