Frame,CellID,Area,CellLength,CellSinuosity,CellWidth,MaxCellIntensity_RFP,MeanCellIntensity_RFP,MedianCellIntensity_RFP,MinCellIntensity_RFP,MaxCellIntensity_PaQa,MeanCellIntensity_PaQa,MedianCellIntensity_PaQa,MinCellIntensity_PaQa,Strain,Growth,Bio_Rep
1,1,2.2646,3.7030865786510097,1.06753105299777,0.990050503762308,1116,787.9402985074631,848.0,223,361,243.94776119403,250.0,97,pilG-fliC-,Liquid,3
1,2,1.7745,2.7560075421264703,1.06000290081787,1.1627553482998898,1288,840.47619047619,864.0,232,403,268.590476190476,283.0,99,pilG-fliC-,Liquid,3
1,3,2.5519,4.29541197284454,1.0794230197602,1.07200746266059,1240,837.556291390728,910.0,212,340,223.69536423841097,231.0,83,pilG-fliC-,Liquid,3
1,4,1.5379,2.577695526217,1.03786731044288,1.07200746266059,1120,751.395604395604,779.0,217,293,190.494505494505,198.0,70,pilG-fliC-,Liquid,3
1,5,1.859,3.0522321264004804,1.04999977196003,0.946414285606467,971,626.527272727273,675.5,221,246,158.481818181818,160.0,62,pilG-fliC-,Liquid,3
1,7,2.0956,3.3845575205940097,1.04813196282333,1.1627553482998898,1242,868.604838709677,924.5,274,414,283.209677419355,296.0,120,pilG-fliC-,Liquid,3
1,9,2.7885,4.24909412077748,1.0521783035516,1.1627553482998898,1675,1177.6303030303,1240.0,347,425,288.593939393939,301.0,114,pilG-fliC-,Liquid,3
1,11,1.4703,2.5238477631085,1.0203884108344599,0.946414285606467,1111,767.528735632184,776.0,234,327,227.011494252874,234.0,95,pilG-fliC-,Liquid,3
1,12,3.9377,7.01617315730203,1.06982576540532,0.946414285606467,695,467.459227467811,497.0,133,67,41.0600858369099,41.0,4,pilG-fliC-,Liquid,3
1,15,2.1463,3.69840528370251,1.05730884531756,1.01533245786787,1211,814.03937007874,892.0,222,324,228.00787401574797,236.0,79,pilG-fliC-,Liquid,3
1,18,1.4027,2.1338477631084998,1.02389051060595,1.07200746266059,1011,693.4578313253011,719.0,294,250,166.0,168.0,65,pilG-fliC-,Liquid,3
1,20,2.366,4.15617315730203,1.0820396094609999,1.04809350727881,1118,718.078571428571,737.5,259,234,155.59285714285699,158.5,64,pilG-fliC-,Liquid,3
1,21,1.4703,2.6399276526174797,1.1281742105202899,0.990050503762308,1129,745.1494252873559,749.0,217,286,184.758620689655,195.0,68,pilG-fliC-,Liquid,3
1,22,2.0111,3.5600209204105298,1.07164910887391,0.990050503762308,1245,901.470588235294,942.0,357,407,286.033613445378,297.0,129,pilG-fliC-,Liquid,3
1,23,1.6562,2.93232539419353,1.06927349966737,1.04809350727881,1102,731.9693877551019,764.0,176,279,179.540816326531,187.5,58,pilG-fliC-,Liquid,3
1,25,1.5717,2.5238477631085,1.0203884108344599,0.946414285606467,1049,744.387096774194,777.0,264,455,303.720430107527,313.0,143,pilG-fliC-,Liquid,3
1,26,1.7576,2.90078210486802,1.0823738475359599,1.04809350727881,1108,745.9519230769231,794.5,291,288,192.355769230769,196.0,68,pilG-fliC-,Liquid,3
1,27,1.5717,2.9861731573020296,1.06181463866535,1.01533245786787,915,596.8709677419349,627.0,147,259,164.311827956989,168.0,65,pilG-fliC-,Liquid,3
1,28,1.6393,2.8561731573020297,1.06572883372038,1.1183022847155402,1279,840.628865979381,851.0,220,447,292.711340206186,303.0,84,pilG-fliC-,Liquid,3
1,32,2.7716,4.94541197284454,1.07597979746447,1.04809350727881,1304,908.274390243902,938.0,313,492,330.51829268292704,341.5,149,pilG-fliC-,Liquid,3
1,34,1.4365,2.51916646816,1.0417786796494302,1.04809350727881,952,614.0,657.0,193,274,179.847058823529,183.0,85,pilG-fliC-,Liquid,3
1,35,2.028,3.20539105243401,1.12895980163697,0.946414285606467,1133,831.45,844.0,298,309,208.425,208.0,90,pilG-fliC-,Liquid,3
1,36,1.8928,3.19232539419353,1.1196731455698798,1.04809350727881,1380,960.125,1028.5,291,372,263.776785714286,271.5,113,pilG-fliC-,Liquid,3
1,37,1.9773,3.38541197284454,1.02143678763816,1.01533245786787,1306,914.128205128205,959.0,347,330,215.162393162393,219.0,82,pilG-fliC-,Liquid,3
1,38,2.9575,4.9231074990615395,1.090943962594,1.1627553482998898,1485,1036.66857142857,1067.0,241,361,247.845714285714,254.0,83,pilG-fliC-,Liquid,3
1,39,2.8054,4.68541197284454,1.08276585160121,1.07200746266059,1358,922.1626506024099,980.5,293,339,222.33734939758997,231.5,88,pilG-fliC-,Liquid,3
1,40,1.6731,2.79223212640048,1.05308033276603,0.946414285606467,1003,651.323232323232,694.0,220,205,129.34343434343398,133.0,50,pilG-fliC-,Liquid,3
1,41,2.2477,3.8515642097360403,1.0656241227493,1.04809350727881,1193,829.293233082707,859.0,287,518,368.99248120300797,392.0,141,pilG-fliC-,Liquid,3
1,42,2.8054,5.021564209736041,1.07966912753363,1.07200746266059,1359,932.5843373493981,951.5,251,391,268.421686746988,278.0,117,pilG-fliC-,Liquid,3
1,43,2.4505,4.19610080991951,1.05899693736455,1.01533245786787,1099,749.434482758621,757.0,202,343,229.53103448275903,232.0,99,pilG-fliC-,Liquid,3
1,44,1.8083,3.11617315730203,1.06667604227605,1.04809350727881,1185,837.224299065421,897.0,364,287,197.42056074766398,206.0,72,pilG-fliC-,Liquid,3
1,47,1.9773,3.3075508314519704,1.04217354610183,1.04809350727881,1160,837.025641025641,876.0,281,321,224.700854700855,237.0,61,pilG-fliC-,Liquid,3
