 	Label	BiologicalReplicate	CellArea	CellMean	CellTotalFluorescence	CellMin	CellMax	CellStd	X_PoleDim	Y_PoleDim	AreaPoleDim	MeanPoleDim	TotalFluorescencePoleDim	MinPoleDim	MaxPoleDim	StdPoleDim	Nb_Pili_PoleDim	Nb_Flagella_PoleDim	X_PoleBright	Y_PoleBright	AreaPoleBright	MeanPoleBright	TotalFluorescencePoleBright	MinPoleBright	MaxPoleBright	StdPoleBright	Nb_Pili_PoleBright	Nb_Flagella_PoleBright	PolarRatio	Strain	Growth	Cell_ID	Pole_RadiusDim	Pole_RadiusBright
1	mNG_PilG_fliC-_sol_Microchannel_BR3_0_event8_tirf_RAW_Stack.tif	3	752	57.375	43146	12	141	22.12247	268.02619	285.14697	112	39.46429	4420	18	89	13.54135	0	0	274	293	112	72.70536	8143	35	117	23.58448	2	0	0.96828	mNG_PilG_fliC-	Solid	1	11.88862	11.88862
1	mNG_PilG_fliC-_sol_Microchannel_BR3_0_event9_tirf_RAW_Stack.tif	3	1183	71.35672	84415	35	243	26.74631	357.1446	361.79832	137	67.81752	9291	32	115	23.47033	2	0	349	286	137	116.64964	15981	49	243	47.80838	0	0	1.41759	mNG_PilG_fliC-	Solid	1	12.5208	12.5208
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event10_tirf_RAW_Stack.tif	4	734	89.05722	65368	41	300	41.63994	216	238	80	112.675	9014	41	187	39.16592	6	0	162	227	80	173.3125	13865	86	300	61.51929	4	0	1.93176	mNG_PilG_fliC-	Solid	1	9.5	9.5
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event11_tirf_RAW_Stack.tif	4	914	67.69147	61870	24	371	48.39085	209	297	80	70.35	5628	30	130	28.24132	3	0	256	240	80	185.0375	14803	43	371	90.18974	4	0	2.32344	mNG_PilG_fliC-	Solid	1	9.2202	9.2202
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event12_tirf_RAW_Stack.tif	4	1798	71.01835	127691	35	279	34.37286	239	328	97	94.60825	9177	37	176	35.56261	6	0	296	226	97	162.06186	15720	64	279	61.46269	5	0	2.00254	mNG_PilG_fliC-	Solid	1	10.51366	10.51366
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event13_tirf_RAW_Stack.tif	4	921	62.14875	57239	31	129	16.59212	281	233	52	78.5	4082	48	101	15.89858	0	0	233	258	52	93.25	4849	54	129	21.19274	2	0	1.45234	mNG_PilG_fliC-	Solid	1	7.93342	7.93342
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event14_tirf_RAW_Stack.tif	4	1060	63.42264	67228	20	230	32.46351	265	211	177	75.76271	13410	19	166	39.97002	2	0	218	185	177	92.74576	16416	18	230	49.85659	6	0	1.59038	mNG_PilG_fliC-	Solid	1	14.1774	14.1774
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event15_tirf_RAW_Stack.tif	4	1005	63.60896	63927	32	140	17.89482	238.93315	237.99616	177	60.96045	10790	29	117	21.4964	1	0	252.71032	297.85717	177	67.0565	11869	27	140	28.41949	3	0	1.00973	mNG_PilG_fliC-	Solid	1	14.51665	14.51665
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event16_tirf_RAW_Stack.tif	4	920	59.725	54947	32	169	20.90981	262.55678	296.82479	137	67.80292	9289	28	129	27.39843	1	0	214	270	137	80.85401	11077	34	169	33.43817	5	0	1.38851	mNG_PilG_fliC-	Solid	1	12.60328	12.60328
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event17_tirf_RAW_Stack.tif	4	1097	49.34275	54129	27	88	11.01505	241	372	177	48.14124	8521	25	70	11.28642	0	0	240	433	177	53.97175	9553	26	88	15.96033	2	0	1.05214	mNG_PilG_fliC-	Solid	1	14.31782	14.31782
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event19_tirf_RAW_Stack.tif	4	868	60.80991	52783	33	147	19.77397	236.49273	265.11531	177	66.50282	11771	30	144	27.96896	2	0	250.94052	221.02647	177	71.24294	12610	37	147	26.54826	1	0	1.24641	mNG_PilG_fliC-	Solid	1	14.64414	14.64414
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event2_tirf_RAW_Stack.tif	4	1292	73.57972	95065	21	307	39.48545	265.83663	235.12413	156	80.5641	12568	18	202	47.40467	3	0	302	160	156	127.73718	19927	18	307	71.93331	5	0	1.63126	mNG_PilG_fliC-	Solid	1	13.0495	13.0495
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event20_tirf_RAW_Stack.tif	4	830	71.11687	59027	34	155	23.51679	209.5462	315.57915	156	79.33333	12376	34	154	32.47974	0	0	230	273	156	83.85897	13082	35	155	30.67193	2	0	1.2591	mNG_PilG_fliC-	Solid	1	13.81454	13.81454
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event22_tirf_RAW_Stack.tif	4	1335	67.29288	89836	16	334	42.63322	251	315	112	95.26786	10670	28	190	45.37531	2	0	173	289	112	164.25893	18397	59	334	74.65871	5	0	2.37238	mNG_PilG_fliC-	Solid	1	11.6833	11.6833
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event25_tirf_RAW_Stack.tif	4	753	94.29216	71002	31	404	68.5715	227	268	137	81.87591	11217	31	186	39.68172	6	0	278.97767	265.57355	137	189.16788	25916	42	404	109.65639	6	0	1.91665	mNG_PilG_fliC-	Solid	1	12.09915	12.09915
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event27_tirf_RAW_Stack.tif	4	860	74.67558	64221	17	195	25.5991	276.11818	303.66136	137	51.0438	6993	15	171	33.45824	2	0	242.66136	337.11818	137	52.9854	7259	4	125	31.79437	3	0	0.60999	mNG_PilG_fliC-	Solid	1	12.20454	12.20454
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event28_tirf_RAW_Stack.tif	4	831	77.1781	64135	42	257	34.09995	158.01193	279.54483	69	99.36232	6856	41	253	54.03974	3	0	229	284	69	121.53623	8386	55	207	42.82714	2	0	1.56549	mNG_PilG_fliC-	Solid	1	8.09752	8.09752
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event29_tirf_RAW_Stack.tif	4	819	60.80464	49799	38	124	13.17824	292	296	137	56.75912	7776	30	77	13.11069	1	0	266	249	137	73.56204	10078	37	124	21.0108	3	0	1.11168	mNG_PilG_fliC-	Solid	1	12.15551	12.15551
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event3_tirf_RAW_Stack.tif	4	582	83.61856	48666	29	260	40.96204	270.18934	230.6864	37	86.2973	3193	44	186	36.43172	4	0	223.77375	259.25356	37	121	4477	40	252	65.79851	2	0	1.28436	mNG_PilG_fliC-	Solid	1	6.55553	6.55553
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event30_tirf_RAW_Stack.tif	4	798	69.6792	55604	39	183	19.70548	269.69435	248.24709	137	61.88321	8478	26	104	21.93576	1	0	215	246	137	84.81752	11620	37	183	36.9358	3	0	1.08251	mNG_PilG_fliC-	Solid	1	12.70088	12.70088
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event31_tirf_RAW_Stack.tif	4	667	104.01049	69375	48	294	42.65602	329	212	97	125.50515	12174	55	219	43.41518	3	0	288	233	97	159.72165	15493	56	294	67.91796	4	0	1.61734	mNG_PilG_fliC-	Solid	1	10.53298	10.53298
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event32_tirf_RAW_Stack.tif	4	788	69.42259	54705	43	232	26.63925	246.89668	267.36329	112	58.41964	6543	30	77	11.25514	1	0	199	243	112	115	12880	54	232	46.23637	4	0	1.3861	mNG_PilG_fliC-	Solid	1	11.48844	11.48844
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event5_tirf_RAW_Stack.tif	4	752	79.98404	60148	20	218	32.94938	185	247	112	92.78571	10392	22	211	43.19627	2	0	221.90994	280.72403	112	109.76786	12294	26	218	53.72167	4	0	1.42742	mNG_PilG_fliC-	Solid	1	11.83428	11.83428
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event6_tirf_RAW_Stack.tif	4	695	77.26043	53696	26	304	41.50025	300	263	97	88.7732	8611	20	184	45.1893	4	0	250	253	97	137.02062	13291	40	304	71.03916	3	0	1.77899	mNG_PilG_fliC-	Solid	1	10.74342	10.74342
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event7_tirf_RAW_Stack.tif	4	838	55.39141	46418	37	119	11.43438	297	200	112	55.22321	6185	31	70	9.90924	0	0	279	145	112	68.19643	7638	37	119	21.15061	2	0	1.16244	mNG_PilG_fliC-	Solid	1	11.56982	11.56982
1	mNG_PilG_fliC-_sol_Microchannel_BR4_0_event9_tirf_RAW_Stack.tif	4	854	70.27283	60013	38	202	21.92039	163.97442	292.89934	137	61.26277	8393	36	85	13.35118	1	0	109	290	137	98.75182	13529	51	202	38.07882	2	0	1.21825	mNG_PilG_fliC-	Solid	1	12.18466	12.18466
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event1_tirf_RAW_Stack.tif	5	981	50.97044	50002	22	99	14.02731	246.63254	248.68195	112	40.05357	4486	18	75	14.15731	0	0	289.84637	297.7735	112	52.82143	5916	11	99	21.61715	3	0	0.88771	mNG_PilG_fliC-	Solid	1	11.85175	11.85175
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event10_tirf_RAW_Stack.tif	5	1086	44.29742	48107	27	86	9.61704	183.18027	136.2463	137	36.62044	5017	24	75	10.39523	0	0	246	170	137	41.20438	5645	25	59	9.30776	4	0	0.84382	mNG_PilG_fliC-	Solid	1	12.22681	12.22681
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event11_tirf_RAW_Stack.tif	5	2286	57.95144	132477	11	326	40.0986	265	373	112	88.83929	9950	15	194	48.20649	5	0	265.58776	373.38999	112	88.83929	9950	15	194	48.20649	5	0	1.62721	mNG_PilG_fliC-	Solid	1	11.40175	11.40175
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event12_tirf_RAW_Stack.tif	5	917	37.78844	34652	10	134	20.18471	201	232	112	53.5	5992	20	89	19.85488	2	0	253	256	112	63.52679	7115	14	134	34.88487	3	0	1.8821	mNG_PilG_fliC-	Solid	1	11.67293	11.67293
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event13_tirf_RAW_Stack.tif	5	1136	49.01496	55681	25	155	16.63293	323	286	112	54.28571	6080	25	94	16.59123	4	0	273	342	112	80.86607	9057	43	155	29.49622	5	0	1.52006	mNG_PilG_fliC-	Solid	1	11.73288	11.73288
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event14_tirf_RAW_Stack.tif	5	906	54.39073	49278	27	137	17.53726	281.44759	279.60955	177	57.69492	10212	26	107	21.04453	2	0	242	312	177	65.06215	11516	28	137	27.77449	1	0	1.2298	mNG_PilG_fliC-	Solid	1	14.4329	14.4329
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event15_tirf_RAW_Stack.tif	5	1000	47.829	47829	27	94	11.2312	194	275	112	53.35714	5976	35	81	12.287	1	0	138	248	112	59.53571	6668	38	94	15.2019	2	0	1.24492	mNG_PilG_fliC-	Solid	1	11.84151	11.84151
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event16_tirf_RAW_Stack.tif	5	1012	55.29941	55963	28	140	16.71931	196	290	156	59.60256	9298	29	107	18.5586	1	0	254.69	317.23397	156	68.91667	10751	27	140	29.70043	3	0	1.25248	mNG_PilG_fliC-	Solid	1	13.77927	13.77927
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event2_tirf_RAW_Stack.tif	5	614	61.38111	37688	35	119	14.82254	349.33688	248.60045	112	63.64286	7128	38	86	14.21004	1	0	313	259	112	76.33036	8549	45	119	19.47204	4	0	1.24005	mNG_PilG_fliC-	Solid	1	11.76985	11.76985
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event3_tirf_RAW_Stack.tif	5	1863	75.26302	140215	41	230	24.06386	184	243	112	100.40179	11245	52	178	33.89636	3	0	311	301	112	124.21429	13912	45	230	51.66828	6	0	1.59983	mNG_PilG_fliC-	Solid	1	11.18941	11.18941
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event5_tirf_RAW_Stack.tif	5	806	165.8933	133710	75	464	63.67531	258.55045	247.62276	137	135.0292	18499	42	247	53.72273	0	0	232	207	137	259.76642	35588	133	464	86.37378	0	0	1.31891	mNG_PilG_fliC-	Solid	1	12.77717	12.77717
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event7_tirf_RAW_Stack.tif	5	865	78.63931	68023	24	468	69.81027	99.05743	205.85935	97	65.25773	6330	26	105	18.12875	1	0	153	228	97	213.81443	20740	24	468	135.50133	9	0	2.28625	mNG_PilG_fliC-	Solid	1	10.77678	10.77678
1	mNG_PilG_fliC-_sol_Microchannel_BR5_0_event9_tirf_RAW_Stack.tif	5	1155	60.97922	70431	19	190	29.9075	152.11514	203.41181	80	35.6625	2853	22	51	6.06493	5	0	178.93221	218.19035	80	40.1625	3213	17	68	14.83022	0	0	0.58608	mNG_PilG_fliC-	Solid	1	9.24003	9.24003
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event1_tirf_RAW_Stack.tif	6	1177	51.46134	60570	30	121	13.56449	243	377	156	55.95513	8729	28	97	17.71143	3	0	195	324	156	63.42949	9895	29	121	21.75527	3	0	1.23096	mNG_PilG_fliC-	Solid	1	13.90707	13.90707
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event10_tirf_RAW_Stack.tif	6	1066	72.52158	77308	37	288	37.61957	258	311	80	74.5375	5963	44	110	17.62546	1	0	226.99178	229.38192	80	113.4625	9077	46	288	70.67951	3	0	1.3677	mNG_PilG_fliC-	Solid	1	9.62671	9.62671
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event11_tirf_RAW_Stack.tif	6	2428	30.74918	74659	6	200	23.10752	267.43319	366.22756	37	12.91892	478	3	23	5.62918	3	0	307.78676	388.44622	37	17.43243	645	12	25	3.44432	4	0	0.4858	mNG_PilG_fliC-	Solid	1	6.59771	6.59771
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event13_tirf_RAW_Stack.tif	6	962	52.19543	50212	32	97	12.48071	299.10037	183.26806	156	40.28205	6284	26	63	9.83791	0	0	343	199	156	63.76923	9948	34	97	16.66747	2	0	0.99519	mNG_PilG_fliC-	Solid	1	13.8412	13.8412
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event15_tirf_RAW_Stack.tif	6	567	66.68078	37808	33	110	13.23765	325.47869	219.45312	137	60.28467	8259	23	84	13.94524	2	0	312	188	137	74.10949	10153	42	110	17.00851	2	0	1.01509	mNG_PilG_fliC-	Solid	1	12.18604	12.18604
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event16_tirf_RAW_Stack.tif	6	700	28.51	19957	7	75	12.57111	234	274	80	42.3375	3387	19	72	13.96736	1	0	277	273	80	45.025	3602	11	75	17.15896	3	0	1.81893	mNG_PilG_fliC-	Solid	1	9.68466	9.68466
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event17_tirf_RAW_Stack.tif	6	1014	43.5927	44203	27	80	9.16401	371.15321	394.67338	156	42	6552	24	66	10.87287	3	0	322	369	156	51.6859	8063	29	80	12.74656	2	0	1.11139	mNG_PilG_fliC-	Solid	1	13.45383	13.45383
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event18_tirf_RAW_Stack.tif	6	1216	38.02878	46243	12	137	16.53668	291	310	156	38.58333	6019	14	77	18.15416	1	0	239	260	156	51.59615	8049	13	137	29.91381	2	0	1.26686	mNG_PilG_fliC-	Solid	1	13.12994	13.12994
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event2_tirf_RAW_Stack.tif	6	997	54.6339	54470	31	143	17.00276	304	254	137	60.94161	8349	30	113	22.31814	2	0	239.13171	243.21021	137	71.05839	9735	38	143	27.12953	2	0	1.31144	mNG_PilG_fliC-	Solid	1	12.5	12.5
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event23_tirf_RAW_Stack.tif	6	1171	45.10162	52814	29	68	8.2808	196.63099	256.42207	156	34.35897	5360	20	55	7.42702	3	0	127	234	156	48.53846	7572	27	68	9.99509	2	0	0.89274	mNG_PilG_fliC-	Solid	1	13.7419	13.7419
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event24_tirf_RAW_Stack.tif	6	932	62.10622	57883	31	111	14.88872	270.44176	237.56922	208	54.51923	11340	29	80	14.48336	0	0	282.00081	287.55856	208	62.98558	13101	25	111	24.37756	1	0	0.90653	mNG_PilG_fliC-	Solid	1	15.41062	15.41062
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event25_tirf_RAW_Stack.tif	6	1208	50.10182	60523	28	142	18.0547	248	348	177	50.62147	8960	33	70	8.62661	1	0	274	396	177	77.09605	13646	33	142	29.39633	1	0	1.43828	mNG_PilG_fliC-	Solid	1	14.03529	14.03529
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event3_tirf_RAW_Stack.tif	6	849	56.96349	48362	31	112	13.91839	176.14591	289.63449	177	54.52542	9651	26	85	16.19732	1	0	141.90814	316.43462	177	60.62712	10731	29	112	19.89509	2	0	1.01859	mNG_PilG_fliC-	Solid	1	14.93303	14.93303
1	mNG_PilG_fliC-_sol_Microchannel_BR6_0_event4_tirf_RAW_Stack.tif	6	1614	38.08736	61473	9	135	17.10756	285.33089	230.52666	156	21.42308	3342	7	57	10.7907	0	0	230.23057	255.58991	156	28.0641	4378	5	57	13.93009	5	0	0.59934	mNG_PilG_fliC-	Solid	1	13.68323	13.68323
