 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth
1,PilG-CpdA-FliC-_2_Microchannel_0_event3_tirf_RAW_Stack.tif,1336,255,255,255,50.415420000000005,25.21033,1,1428,2862.7549,4088014.0,2635,3253,126.95172,281.02817999999996,215.73422999999997,349,2866.25788,1000324.0,2635,3253,151.67123,0,0,239.0618,218.09765,349,2873.67908,1002914.0,2725,3089,109.22525,0,0,1.00494,PilG-CpdA-FliC-,Liquid
1,PilG-CpdA-FliC-_2_Microchannel_0_event4_tirf_RAW_Stack.tif,1722,255,255,255,42.59175,51.04181,1,1841,2817.6952699999997,5187377.0,2575,3390,139.74455,314.18285,153.67577,69,2714.0,187266.0,2604,2837,73.46928,0,0,315.96932999999996,137.34455,69,2786.5942,192275.0,2623,2869,75.90228,0,0,0.97419,PilG-CpdA-FliC-,Liquid
1,PilG-CpdA-FliC-_2_Microchannel_1_event3_tirf_RAW_Stack.tif,1659,255,255,255,40.27336,41.86769,1,1772,2850.06772,5050320.0,2557,3520,161.13093999999998,190.80895,250.44127999999998,489,2830.63804,1384182.0,2557,3520,220.74725,0,0,226.63505,282.96585,489,2886.90184,1411695.0,2732,3077,89.64035,0,0,1.00684,PilG-CpdA-FliC-,Liquid
1,PilG-CpdA-FliC-_2_Microchannel_1_event4_tirf_RAW_Stack.tif,2682,255,255,255,64.44855,22.55593,1,2818,2818.61781,7942865.0,2607,3091,92.23447,353.94592,297.53427,137,2776.48175,380378.0,2679,2885,43.25609,0,0,272.18587,292.26833999999997,137,2835.05109,388402.0,2684,3091,95.1985,0,0,0.99495,PilG-CpdA-FliC-,Liquid
1,PilG-CpdA-FliC-_2_Microchannel_1_event5_tirf_RAW_Stack.tif,1365,255,255,255,51.616479999999996,128.20037,1,9079,2088.12832,18958117.0,1520,2847,172.62497,58.34397,123.10783,11839,2066.1161399999996,24460749.0,1908,2248,30.437509999999996,0,0,115.71835,151.21336000000002,11881,2079.62065,24707973.0,1941,2215,19.84745,1,0,1.00458,PilG-CpdA-FliC-,Liquid
6,PilG-CpdA-FliC-_2_Microchannel_1_event5_tirf_RAW_Stack.tif,1640,255,255,255,41.58354,30.22134,1,1752,2055.85845,3601864.0,1908,2248,65.82374,29.986009999999997,113.54645,225,2056.07556,462617.0,1935,2145,54.269819999999996,0,0,76.00865999999999,143.46176,225,2069.28,465588.0,1977,2215,54.969280000000005,1,0,1.00447,PilG-CpdA-FliC-,Liquid
1,PilG-CpdA-FliC-_3_Microchannel_0_event3_tirf_RAW_Stack.tif,1810,255,255,255,48.343090000000004,33.84475,1,1921,2824.23113,5425348.0,2571,3308,143.4733,269.87942999999996,305.47354,616,2824.54383,1739919.0,2630,3090,117.55846000000001,0,0,227.81949,286.01632,616,2840.91721,1750005.0,2615,3308,167.29695,0,0,1.00844,PilG-CpdA-FliC-,Liquid
1,PilG-CpdA-FliC-_3_Microchannel_0_event4_tirf_RAW_Stack.tif,1793,255,255,255,51.15756,28.41634,1,1906,2829.16579,5392390.0,2615,3276,122.44436,233.67834,204.56724,112,2784.76786,311894.0,2680,3073,76.93533000000001,0,0,174.96197,183.39828,112,2786.60714,312100.0,2662,2996,71.4084,0,0,0.98262,PilG-CpdA-FliC-,Liquid
1,PilG-CpdA-FliC-_3_Microchannel_0_event5_tirf_RAW_Stack.tif,1659,255,255,255,46.6959,28.903859999999998,1,1768,2887.5198,5105135.0,2709,3341,116.05743000000001,275.91008999999997,287.58173,256,2881.2226600000004,737593.0,2725,3247,137.30156000000002,0,0,223.10327999999998,265.38645,256,2891.24219,740158.0,2723,3341,153.60605,0,0,0.9993700000000001,PilG-CpdA-FliC-,Liquid
1,PilG-CpdA-FliC-_3_Microchannel_1_event5_tirf_RAW_Stack.tif,2162,255,255,255,28.858929999999997,60.49491,1,2286,2777.27865,6348859.0,2545,3108,124.4791,381.11062000000004,340.0655,208,2762.77885,574658.0,2707,2855,35.06955,0,0,385.01845,285.37048,208,2786.8701899999996,579669.0,2553,3074,129.61566000000002,1,0,0.99892,PilG-CpdA-FliC-,Liquid
1,PilG-CpdA-FliC-_3_Microchannel_2_event1_tirf_RAW_Stack.tif,1595,255,255,255,33.95643,48.005959999999995,1,1706,2795.90152,4769808.0,2571,3076,138.44059,282.35557,94.47899,177,2813.07345,497914.0,2618,3076,122.93433999999999,1,0,274.14249,96.19784,177,2824.35593,499911.0,2611,3076,146.86923000000002,0,0,1.01032,PilG-CpdA-FliC-,Liquid
