 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth
1,mNG_pilU_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,365,255,255,255,11.01507,27.719179999999998,1,415,227.02168999999998,94214.0,107,328,53.542719999999996,145.07391,240.15964,97,193.28866000000002,18749.0,66,284,65.18035,0,0,140.70201,267.80512999999996,97,200.48453999999998,19447.0,100,264,48.09152,0,0,0.77675,mNG_pilU_fliC-,Liquid
2,mNG_pilU_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,835,255,255,255,28.008979999999998,38.41257,1,944,231.46292000000003,218501.0,115,323,54.654030000000006,180.385,455.11875,156,184.32051,28754.0,70,285,61.7092,1,0,143.31402,404.84313,156,214.21795,33418.0,89,317,68.92888,0,0,0.8056,mNG_pilU_fliC-,Liquid
3,mNG_pilU_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,656,255,255,255,9.775910000000001,43.260670000000005,1,742,155.49461000000002,115377.0,72,285,37.15452,448.34073,99.78406,137,127.81752,17511.0,36,209,55.05014,1,0,449.20289,44.19977,137,147.0292,20143.0,48,285,59.662519999999994,0,0,0.8274799999999999,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_Gasket_0_event11_tirf_RAW_Stack.tif,737,255,255,255,39.220490000000005,17.007460000000002,1,828,388.03382,321292.0,180,774,97.15411,244.11782000000002,259.4077,156,354.33974,55277.0,155,551,107.38068999999999,0,0,293.67741,241.04268,156,428.41667,66833.0,190,774,147.81073,3,0,1.0139,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_Gasket_0_event12_tirf_RAW_Stack.tif,550,255,255,255,29.009090000000004,25.62,1,628,223.43631000000002,140318.0,116,346,49.47189,278.5899,282.86908999999997,137,184.9854,25343.0,100,238,40.797740000000005,0,0,309.52307,254.25307999999998,137,226.91241000000002,31087.0,100,346,73.77026,0,0,0.8690899999999999,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_Gasket_0_event13_tirf_RAW_Stack.tif,441,255,255,255,28.56803,15.348070000000002,1,498,252.53213,125761.0,156,378,48.74047,332.08247,216.47835,137,212.81022000000002,29155.0,131,297,46.29136,0,0,304.7691,208.01248,137,258.62774,35432.0,148,378,60.44735,0,0,0.86313,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_Gasket_0_event14_tirf_RAW_Stack.tif,760,255,255,255,12.22632,44.04737,1,853,339.51817,289609.0,143,726,92.00114,190.91527,423.81473,137,304.85401,41765.0,66,726,178.49573999999998,1,0,196.72135,364.05226,137,342.92701,46981.0,98,649,138.12125,1,0,0.93363,mNG_pilU_fliC-,Liquid
2,mNG_pilU_fliC-_liq_Gasket_0_event14_tirf_RAW_Stack.tif,884,255,255,255,39.45928,29.51244,1,994,292.78974,291033.0,119,611,82.20515999999999,312.49761,67.07887,156,298.13462000000004,46509.0,119,558,106.79423,0,0,366.02426,101.66062,156,307.63462000000004,47991.0,94,611,138.15069,3,0,1.05106,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_Gasket_0_event15_tirf_RAW_Stack.tif,669,255,255,255,21.60164,37.96487,1,755,252.41853999999998,190576.0,133,344,54.020230000000005,316.34292,372.15442,137,215.68613,29549.0,96,335,66.40038,0,0,295.7488,327.80302,137,246.07299,33712.0,121,338,64.01626999999999,0,0,0.8722700000000001,mNG_pilU_fliC-,Liquid
2,mNG_pilU_fliC-_liq_Gasket_0_event15_tirf_RAW_Stack.tif,343,255,255,255,20.37172,21.06851,1,780,204.42949,159455.0,125,266,38.05447,295.73895,215.69967000000003,156,199.78205,31166.0,114,261,42.27839,1,0,262.28474,174.28118999999998,156,200.10897,31217.0,114,264,43.40382,0,0,0.9639700000000001,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_Gasket_0_event16_tirf_RAW_Stack.tif,422,255,255,255,26.293840000000003,16.08768,1,480,374.78333,179896.0,180,788,100.72686999999999,230.47198999999998,261.87201,112,331.99107000000004,37183.0,168,427,75.91620999999999,2,0,258.43009,251.85664,112,430.75892999999996,48245.0,180,788,159.06706,0,0,1.03349,mNG_pilU_fliC-,Liquid
2,mNG_pilU_fliC-_liq_Gasket_0_event16_tirf_RAW_Stack.tif,632,255,255,255,23.20095,33.84968,1,721,180.91678000000002,130441.0,89,347,43.84393,322.20757000000003,473.8003,112,154.20536,17271.0,68,214,42.52082,1,0,296.99644,429.08487,112,182.09821000000002,20395.0,63,347,79.1427,0,0,0.9008,mNG_pilU_fliC-,Liquid
3,mNG_pilU_fliC-_liq_Gasket_0_event16_tirf_RAW_Stack.tif,409,255,255,255,25.77384,12.78117,1,461,312.70065,144155.0,163,409,62.03075,374.77879,303.31077999999997,97,272.12371,26396.0,110,398,88.38602,0,0,347.30862,295.39035,97,307.38144,29816.0,158,409,67.2815,0,0,0.87971,mNG_pilU_fliC-,Liquid
4,mNG_pilU_fliC-_liq_Gasket_0_event16_tirf_RAW_Stack.tif,395,255,255,255,14.38101,25.553160000000002,1,446,238.26233,106265.0,121,403,59.66359,460.41425999999996,345.13276,137,180.06569,24669.0,56,259,62.10584,0,0,453.58574000000004,319.86724,137,248.35766,34025.0,91,403,84.78934,1,0,0.77451,mNG_pilU_fliC-,Liquid
5,mNG_pilU_fliC-_liq_Gasket_0_event16_tirf_RAW_Stack.tif,723,255,255,255,17.97165,39.89696,1,813,126.65068000000001,102967.0,61,184,27.929109999999998,83.70165,105.9957,137,105.43066,14444.0,55,137,22.72916,0,0,70.84251,157.63438,137,111.21898,15237.0,30,166,41.451370000000004,2,0,0.7967,mNG_pilU_fliC-,Liquid
1,mNG_pilU_fliC-_liq_Gasket_0_event17_tirf_RAW_Stack.tif,654,255,255,255,25.20031,29.05963,1,744,185.96371000000002,138357.0,87,292,42.752320000000005,126.7707,230.76903,156,176.67949,27562.0,62,270,61.37226,2,0,96.25388000000001,193.211,156,181.00641000000002,28237.0,74,292,59.20326,0,0,0.9358299999999999,mNG_pilU_fliC-,Liquid
2,mNG_pilU_fliC-_liq_Gasket_0_event17_tirf_RAW_Stack.tif,541,255,255,255,21.50924,29.53327,1,613,262.73082999999997,161054.0,135,363,53.886390000000006,403.14652,304.73357999999996,156,236.78205,36938.0,84,363,76.2034,1,0,381.80582000000004,275.30097,156,242.50641000000002,37831.0,119,332,67.64895,0,0,0.83598,mNG_pilU_fliC-,Liquid
