 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth
1,mNG_pilG_fliC-_sol_Gasket_0_event10_tirf_RAW_Stack.tif,792,255,255,255,36.07197,39.7298,1,889,53.032619999999994,47146.0,24,189,21.55226,242.37306,241.14105,156,46.02564,7180.0,27,68,11.28342,0,0,210.00992000000002,281.36444,156,66.52564,10378.0,21,189,43.68397,0,0,1.09744,mNG_pilG_fliC-,Solid
1,mNG_pilG_fliC-_sol_Gasket_0_event11_tirf_RAW_Stack.tif,1101,255,255,255,45.59173,37.85604,1,1217,46.91783,57099.0,24,95,12.72307,203.63308,390.64704,208,49.20192,10234.0,25,83,15.47095,0,0,252.50034,357.54976,208,52.08654,10834.0,27,95,17.22997,0,0,1.12586,mNG_pilG_fliC-,Solid
2,mNG_pilG_fliC-_sol_Gasket_0_event11_tirf_RAW_Stack.tif,993,255,255,255,35.93202,51.36606,1,1107,63.612469999999995,70419.0,27,241,33.45182,225.81402000000003,81.81184,156,85.69230999999999,13368.0,30,215,49.86221,1,0,256.24085,138.61946,156,92.91667,14495.0,31,241,54.21748,0,0,1.66832,mNG_pilG_fliC-,Solid
1,mNG_pilG_fliC-_sol_Gasket_0_event12_tirf_RAW_Stack.tif,714,255,255,255,34.61765,40.53782,1,801,41.29838,33080.0,23,85,11.73508,293.73274,420.57114,177,43.813559999999995,7755.0,21,76,14.79459,0,0,267.72981,458.05562000000003,177,44.91525,7950.0,25,85,17.01465,0,0,1.14135,mNG_pilG_fliC-,Solid
2,mNG_pilG_fliC-_sol_Gasket_0_event12_tirf_RAW_Stack.tif,605,255,255,255,21.11818,42.91653,1,676,105.33283999999999,71205.0,38,414,69.10597,165.45471,90.74455999999999,156,120.65385,18822.0,35,323,78.56312,1,0,167.70041,127.13598999999999,156,131.03846000000001,20442.0,27,414,105.10805,0,0,1.43414,mNG_pilG_fliC-,Solid
1,mNG_pilG_fliC-_sol_Gasket_0_event13_tirf_RAW_Stack.tif,832,255,255,255,35.003609999999995,42.54567,1,926,66.20841999999999,61309.0,29,195,28.701990000000002,165.0429,331.64465,177,77.74576,13761.0,27,195,41.390570000000004,0,0,139.23623,292.1728,177,84.0113,14870.0,36,186,37.93101,1,0,1.41571,mNG_pilG_fliC-,Solid
2,mNG_pilG_fliC-_sol_Gasket_0_event13_tirf_RAW_Stack.tif,1244,255,255,255,56.262859999999996,46.134240000000005,1,1394,62.41105,87001.0,27,341,38.49705,387.01266,229.98422000000002,137,118.83941999999999,16281.0,23,341,83.39367,2,0,388.73306,227.35866000000001,137,122.25546999999999,16749.0,26,341,81.37351,2,0,2.50159,mNG_pilG_fliC-,Solid
1,mNG_pilG_fliC-_sol_Gasket_0_event14_tirf_RAW_Stack.tif,1189,255,255,255,22.98696,66.12489000000001,1,1312,63.07621999999999,82756.0,30,267,30.58445,295.93573,256.57257999999996,137,81.23358,11129.0,26,198,49.091190000000005,2,0,299.41217,170.40081,137,93.29926999999999,12782.0,22,267,65.46006,4,0,1.53934,mNG_pilG_fliC-,Solid
1,mNG_pilG_fliC-_sol_Gasket_0_event15_tirf_RAW_Stack.tif,1173,255,255,255,45.959509999999995,41.42072,1,1309,49.61115,64941.0,29,231,25.57326,298.75962000000004,244.64303999999998,97,39.360820000000004,3818.0,29,55,7.31606,1,0,300.50911,241.98637999999997,97,41.54639,4030.0,32,55,6.59075,2,0,0.79004,mNG_pilG_fliC-,Solid
1,mNG_pilG_fliC-_sol_Gasket_0_event16_tirf_RAW_Stack.tif,825,255,255,255,45.061209999999996,21.3303,1,918,78.22766999999999,71813.0,24,228,30.182059999999996,353.54483,226.69517000000002,137,63.912409999999994,8756.0,23,113,25.08646,1,0,301.43113999999997,225.89047000000002,137,91.82481999999999,12580.0,35,228,52.20743,2,0,0.9934700000000001,mNG_pilG_fliC-,Solid
