Frame,CellID,Area,CellLength,CellSinuosity,CellWidth,MaxCellIntensity_PaQa,MeanCellIntensity_PaQa,MedianCellIntensity_PaQa,MinCellIntensity_PaQa,MaxCellIntensity_RFP,MeanCellIntensity_RFP,MedianCellIntensity_RFP,MinCellIntensity_RFP
1,2,2.2139,3.20958323408,1.06590973157402,1.0090713552569,1715,1142.45801526718,1198.5,319,1674,1053.54389312977,1142.5,249
1,3,2.0618,3.081861994377,1.06098879663998,1.0174109297624,3595,2467.99180327869,2544.5,703,1935,1215.04303278689,1324.5,184
1,5,4.372875,6.40233585439879,1.08238983168196,0.990050503762308,1501,1002.97874396135,1056,275,1731,1093.06570048309,1133,172
1,8,2.81385,4.15759746534849,1.06236823553403,1.01533245786787,943,615.905405405405,634.5,184,1676,1035.0015015015,1085,165
1,11,2.057575,3.11531870505149,1.07170221478027,1.0090713552569,1081,691.305954825462,724,161,1647,1044.38193018481,1155,223
1,12,2.420925,3.54154328932551,1.04088779597349,0.946414285606467,1532,964.25479930192,999,243,1566,1030.62303664921,1078,141
1,13,2.699775,4.04805040495976,1.07615537988865,0.975,1080,734.103286384977,773,206,1269,851.226917057903,892,154
1,14,3.3631,4.90080302527855,1.05867892684971,0.990050503762308,1376,914.724874371859,960,217,1603,1029.98994974874,1091,178
1,15,1.9266,2.93147094194299,1.07258348738897,1.0090713552569,465,269.114035087719,276,74,1484,864.447368421053,928.5,135
1,16,1.981525,3.03078210486802,1.08231174597005,0.946414285606467,1581,1057.52878464819,1110,291,1474,960.571428571429,1008,195
1,17,1.812525,2.91846717087976,1.06873270787669,0.867208164168212,413,225.090909090909,226,35,1417,738.291375291375,731,143
1,18,3.156075,4.63347763108502,1.07845664748682,1.0090713552569,717,466.917001338688,487,129,1619,1111.69076305221,1169,172
1,19,2.691325,3.87073547097149,1.06186623345044,1.0090713552569,548,316.973312401884,325,66,1307,787.436420722135,868,155
1,20,2.581475,3.84232539419352,1.0821348285431,1.0174109297624,417,237.84124386252,245,64,1316,845.157119476268,916,241
1,21,2.522325,3.76383250982777,1.04135112334928,0.990050503762308,856,563.552763819096,587,156,1611,1020.98324958124,1120,168
1,22,2.07025,2.707695526217,1.03625298013505,1.0090713552569,517,307.473469387755,310,89,1815,1093.39795918367,1198,191
1,24,3.341975,4.86187245458226,1.06163277668476,1.02774023955472,593,352.816687737042,358,71,1691,1054.94310998736,1073,243
1,25,2.927925,4.39578210486802,1.10332180820527,0.946414285606467,1554,1017.53391053391,1046,316,1683,1087.89177489177,1124,179
1,26,3.2617,4.83494857302801,1.0717418244314,1.0090713552569,1330,864.610103626943,903.5,231,1501,1005.05440414508,1058.5,178
1,27,3.2448,4.8088791437243,1.06211149667792,0.990050503762308,2043,1341.17578125,1366,354,1728,1068.63671875,1146,184
1,28,2.3153,3.23921310205652,1.04251679825319,1.0174109297624,1081,710.240875912409,745.5,171,1793,1127.10218978102,1227,186
1,30,2.20545,3.28758700514323,1.06675759858356,1.0174109297624,969,619.400383141762,639,142,1630,1082.31992337165,1139,226
1,31,2.6702,3.79039105243401,1.04920827554519,1.0090713552569,889,581.248417721519,601.5,170,1533,1049.56803797468,1108,173
1,32,2.429375,3.41148140214826,1.03711009633611,1.02774023955472,428,232.572173913043,239,46,1572,966.867826086956,1061,175
1,33,2.049125,3.05579256507328,1.03429721352147,1.01533245786787,391,236.340206185567,241,45,1488,952.00412371134,1009,198
1,34,2.801175,4.07959369428526,1.07875847007727,1.0090713552569,559,330.239819004525,342,81,1767,1142.59728506787,1228,210
1,35,3.544775,5.397278760297,1.07108578746304,0.946414285606467,532,334.791418355185,343,82,1829,1220.6579261025,1262,194
1,36,2.6871,4.05118361750729,1.04195365639125,0.990050503762308,895,550.27358490566,570.5,113,1550,1001.87735849057,1058,208
1,37,2.07025,3.11617315730203,1.08454092800657,0.990050503762308,1867,1216.26530612245,1277.5,374,1626,1051.95510204082,1096.5,275
1,38,2.302625,3.37346717087976,1.04852813742386,0.946414285606467,1346,874.77247706422,909,322,1400,888.315596330275,982,156
1,39,2.6364,3.78847763108502,1.08231174597005,1.0090713552569,1325,874.714743589744,913,292,1647,1036.41666666667,1146,231
1,40,1.83365,2.64688770786299,1.0538826543057,0.946414285606467,2250,1501.02764976959,1542,432,1657,1086.8133640553,1122,176
1,41,2.420925,3.53039105243401,1.05210927797461,0.946414285606467,1576,1031.32286212914,1063,314,1779,1158.75392670157,1219,198
1,42,2.35755,3.5480142312685,1.07029086916093,1.02774023955472,1019,676.016129032258,705,188,1529,950.605734767025,1039,125
1,43,3.088475,4.51080302527855,1.04406527259288,1.01533245786787,528,296.138166894665,303,78,1536,978.243502051984,1048,160
1,44,2.099825,3.08228922050227,1.03974864564043,0.990050503762308,1775,1141.74849094567,1190,314,1706,1052.6338028169,1128,189
1,45,2.54345,3.67154328932551,1.04530702901419,0.946414285606467,1980,1336.28239202658,1405,408,1542,984.659468438538,1115,161
1,46,2.30685,3.24808657865101,1.07296230398034,1.0090713552569,597,372.087912087912,389,112,1937,1306.41575091575,1375,229
1,47,3.181425,4.54808657865101,1.0585816085926,1.0090713552569,919,581.059760956175,594,207,1947,1283.60026560425,1338,228
1,48,2.564575,3.90370306834347,1.06567106131242,1.0090713552569,2350,1629.23393739703,1707,519,1565,1017.22899505766,1095,180
1,49,1.905475,2.707695526217,1.03625298013505,0.975,580,357.645232815965,364,101,1753,1148.72283813747,1209,179
1,50,2.2477,3.38270598642227,1.08185540218042,0.990050503762308,1821,1227.02443609023,1269.5,369,1626,978.601503759398,1097,189
