 ,Label,Track_ID,BiologicalReplicate,PaqaArea,PaqaMean,PaqaTotalFluorescence,PaqaMin,PaqaMax,PaqaStd,rfpArea,rfpMean,rfpTotalFluorescence,rfpMin,rfpMax,rfpStd,PaQa_RFP_ratio,Strain,Reporter,TimePoint,TeckRep
12,fliC-_PaQa_3h.nd2 - C=2.tif,135,1,4.43625,332.2619,1473.99695,144,597,136.59805,4.6475,205.18182,953.58255,84,380,79.72344,1.54575,fliC-,PaQa,3,1
13,fliC-_PaQa_3h.nd2 - C=2.tif,136,1,1.58438,406.73333,644.41816,124,858,254.52855,5.4925,225.30769,1237.50256,65,556,113.73422,0.52074,fliC-,PaQa,3,1
14,fliC-_PaQa_3h.nd2 - C=2.tif,149,1,2.64063,107.72,284.44814,39,222,52.10848,2.21813,114.0,252.86626,40,237,55.36244,1.1249,fliC-,PaQa,3,1
15,fliC-_PaQa_3h.nd2 - C=2.tif,163,1,2.1125,78.6,166.04251000000005,35,141,30.87735,2.32375,151.45455,351.94252,38,324,84.09333000000002,0.47179,fliC-,PaQa,3,1
16,fliC-_PaQa_3h.nd2 - C=2.tif,167,1,2.74625,169.96154,466.7569,79,324,79.78445,2.74625,192.38462,528.33628,80,382,93.66112,0.88345,fliC-,PaQa,3,1
17,fliC-_PaQa_3h.nd2 - C=2.tif,173,1,2.74625,148.57692,408.0294,44,294,76.21138,2.85188,173.37037,494.43065,40,336,96.50554,0.82525,fliC-,PaQa,3,1
18,fliC-_PaQa_3h.nd2 - C=2.tif,178,1,2.9575,266.85714,789.23004,86,498,139.98352,2.85188,183.25926,522.63253,62,430,90.12623,1.51011,fliC-,PaQa,3,1
19,fliC-_PaQa_3h.nd2 - C=2.tif,193,1,5.3868800000000014,274.15686,1476.84882,67,556,131.55157,5.70375,247.14815,1409.67132,68,517,118.46748,1.04765,fliC-,PaQa,3,1
20,fliC-_PaQa_3h.nd2 - C=2.tif,196,1,2.74625,143.96154,395.35439,52,296,74.58176,2.535,158.70833000000005,402.32565,55,371,88.44083,0.98267,fliC-,PaQa,3,1
21,fliC-_PaQa_3h.nd2 - C=2.tif,200,1,4.54188,163.02326000000005,740.43129,41,314,78.06819,2.64063,196.8,519.67503,48,420,109.84952,1.4248,fliC-,PaQa,3,1
22,fliC-_PaQa_3h.nd2 - C=2.tif,202,1,2.9575,89.75,265.43564,46,193,35.48565,2.74625,151.57692,416.26815,60,299,76.14259,0.63766,fliC-,PaQa,3,1
23,fliC-_PaQa_3h.nd2 - C=2.tif,207,1,2.85188,102.51852,292.3700100000001,41,210,47.37118,2.74625,180.57692,495.9094,79,345,82.88506,0.5895600000000001,fliC-,PaQa,3,1
24,fliC-_PaQa_3h.nd2 - C=2.tif,217,1,2.32375,105.77273,245.78939,20,236,63.96422,2.21813,148.95238,330.3950200000001,47,329,93.98483,0.74393,fliC-,PaQa,3,1
25,fliC-_PaQa_3h.nd2 - C=2.tif,219,1,4.225,224.575,948.82942,68,460,126.81197,3.69688,216.17143,799.1587900000002,59,429,113.86692,1.18729,fliC-,PaQa,3,1
26,fliC-_PaQa_3h.nd2 - C=2.tif,226,1,2.535,311.58333,789.86379,65,580,160.22753,2.85188,183.51852,523.3719,38,375,104.77278,1.50918,fliC-,PaQa,3,1
27,fliC-_PaQa_3h.nd2 - C=2.tif,227,1,3.16875,78.56667,248.95814,16,164,39.21443,3.4856300000000005,192.69697,671.66941,49,443,113.71167,0.37066,fliC-,PaQa,3,1
1,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,0,1,4.43625,38.59524,171.21813,7,71,18.29975,2.9575,124.82143,369.15939,45,268,66.3275,0.4638100000000001,pilG-fliC-,PaQa,0,1
2,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,1,1,3.90813,42.7027,166.88751000000005,5,96,24.9108,4.33063,160.95122,697.01941,32,377,107.95855,0.23943000000000006,pilG-fliC-,PaQa,0,1
3,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,2,1,1.90125,45.55556,86.6125,18,98,23.34957,1.69,153.375,259.20376,49,289,75.47261999999998,0.33415,pilG-fliC-,PaQa,0,1
4,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,3,1,3.90813,47.16216,184.31563,17,86,20.58925,2.42938,119.65217,290.68001,41,279,64.39834,0.63408,pilG-fliC-,PaQa,0,1
5,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,7,1,2.64063,46.2,121.99688,17,89,21.25833,2.535,120.45833,305.36189,48,204,53.04959,0.39952,pilG-fliC-,PaQa,0,1
6,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,8,1,3.4856300000000005,43.24242,150.72688,19,85,19.04933,4.1193800000000005,113.17949,466.22877,25,270,66.40302,0.32329,pilG-fliC-,PaQa,0,1
7,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,9,1,4.01375,51.18421,205.44064,7,112,29.777420000000006,3.38,176.5,596.57003,22,443,120.6437,0.34437,pilG-fliC-,PaQa,0,1
8,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,12,1,2.9575,37.32143,110.37813,10,87,20.23758,2.535,135.25,342.85877,45,281,73.57945,0.32193,pilG-fliC-,PaQa,0,1
9,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,14,1,2.74625,51.92308,142.59376,13,107,24.57954,2.85188,151.22222,431.2669,40,300,68.31563,0.33064,pilG-fliC-,PaQa,0,1
10,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,15,1,1.90125,43.38889,82.49313000000002,17,80,16.39275,2.21813,123.28571,273.46314,55,287,59.68094,0.30166,pilG-fliC-,PaQa,0,1
11,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,18,1,3.4856300000000005,59.54545,207.55314,15,129,30.938540000000003,4.225,145.0,612.62503,23,316,91.88566,0.33879000000000004,pilG-fliC-,PaQa,0,1
12,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,19,1,2.1125,53.75,113.54688,18,103,26.12495,2.42938,164.43478000000005,399.47377,50,288,75.70506999999998,0.28424,pilG-fliC-,PaQa,0,1
13,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,21,1,2.32375,38.68182,89.88688,17,72,17.2913,2.00688,121.73684,244.31064,54,237,52.7624,0.36792,pilG-fliC-,PaQa,0,1
14,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,24,1,3.27438,46.48387,152.20563,13,90,23.02299,2.64063,97.28,256.88001,31,212,48.848,0.5925199999999999,pilG-fliC-,PaQa,0,1
15,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,25,1,1.7956299999999998,40.64706,72.98688,13,66,18.81137,2.21813,127.57143,282.96939,54,266,66.22126999999999,0.25793,pilG-fliC-,PaQa,0,1
16,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,27,1,2.32375,38.54545,89.57,18,70,15.27752,2.74625,121.30769,333.14127,46,242,56.50046,0.26886,pilG-fliC-,PaQa,0,1
17,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,28,1,5.3868800000000014,64.0,344.76002,23,113,25.03438,5.28125,198.24,1046.95505,78,369,82.26675,0.3293,pilG-fliC-,PaQa,0,1
18,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,30,1,2.00688,45.57895,91.47125,10,101,25.07614,2.00688,124.0,248.85251,42,234,59.47268,0.36757,pilG-fliC-,PaQa,0,1
19,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,33,1,3.27438,67.25806,220.22814,10,135,33.32763,2.85188,171.59259,489.36065,61,347,91.85702,0.45003,pilG-fliC-,PaQa,0,1
20,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,35,1,5.80938,64.85455,376.76439,12,126,31.08258,5.70375,197.5,1126.49068,38,453,110.28621,0.33446,pilG-fliC-,PaQa,0,1
21,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,36,1,2.21813,50.66667,112.38501,15,99,24.97065,2.32375,134.86364,313.38939,52,270,68.00581,0.35861,pilG-fliC-,PaQa,0,1
22,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,37,1,4.6475,39.75,184.73813,11,100,22.2074,3.90813,135.91892,531.18815,41,270,75.95956,0.34778000000000003,pilG-fliC-,PaQa,0,1
23,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,41,1,3.38,25.625,86.6125,6,46,9.60762,2.42938,99.69565,242.19814,46,191,44.99741,0.35761,pilG-fliC-,PaQa,0,1
24,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,42,1,2.64063,50.28,132.77063,14,97,24.83029,2.74625,188.76923,518.40753,36,367,106.48503999999998,0.25611,pilG-fliC-,PaQa,0,1
25,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,43,1,3.69688,52.48571,194.03313,20,84,16.99372,5.17563,197.44898,1021.92193,56,344,77.2194,0.18987,pilG-fliC-,PaQa,0,1
26,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,44,1,2.85188,50.11111,142.91063,9,99,25.24546,2.64063,159.8,421.9719,54,409,91.61832,0.33867,pilG-fliC-,PaQa,0,1
27,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,47,1,3.16875,47.23333,149.67063000000005,11,100,26.77194,2.9575,163.03571000000005,482.17815,47,360,91.5939,0.31041,pilG-fliC-,PaQa,0,1
28,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,48,1,3.59125,51.70588,185.68876,11,103,24.42121,4.01375,161.68421,648.96003,26,356,98.524,0.28613,pilG-fliC-,PaQa,0,1
29,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,50,1,3.59125,59.0,211.88376,12,126,32.97566,3.90813,197.18919,770.64004,39,469,119.72627,0.27495,pilG-fliC-,PaQa,0,1
30,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,53,1,2.74625,40.11538,110.16688,17,76,17.6121,2.9575,140.39286,415.2119,55,280,66.07422,0.26533,pilG-fliC-,PaQa,0,1
31,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,54,1,1.69,59.0625,99.81563,21,111,28.412370000000006,2.32375,116.68182,271.13939,24,290,82.08148,0.36813,pilG-fliC-,PaQa,0,1
32,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,55,1,3.27438,31.3871,102.77313,10,69,15.039229999999998,3.06313,122.58621,375.49689,37,242,70.14603000000001,0.2737,pilG-fliC-,PaQa,0,1
33,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,56,1,3.38,38.625,130.55251,14,67,15.03705,4.225,174.825,738.6356599999998,75,349,72.83733000000002,0.17675,pilG-fliC-,PaQa,0,1
34,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,58,1,2.535,43.54167,110.37813,14,84,18.42253,2.21813,159.85714,354.58314,54,340,88.36758,0.31129,pilG-fliC-,PaQa,0,1
35,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,60,1,3.4856300000000005,76.60606,267.02001,12,163,46.82944000000001,3.90813,184.64865,721.63004,32,416,120.3133,0.37002,pilG-fliC-,PaQa,0,1
36,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,62,1,2.32375,55.36364,128.65126,10,120,32.26607,2.42938,154.95651999999995,376.44752,54,330,84.21103000000002,0.34175,pilG-fliC-,PaQa,0,1
37,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,63,1,3.4856300000000005,75.72726999999998,263.95689,18,153,44.95364,3.4856300000000005,191.33333,666.91628,43,410,120.37693,0.39579,pilG-fliC-,PaQa,0,1
38,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,64,1,3.8025,46.88889,178.29501000000005,5,106,27.88833,3.38,151.90625,513.44315,34,314,88.29619,0.34725,pilG-fliC-,PaQa,0,1
39,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,65,1,2.9575,39.39286,116.50438,15,76,18.18901,2.74625,144.46154,396.72752,41,291,76.80064,0.29366,pilG-fliC-,PaQa,0,1
40,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,66,1,4.225,49.6,209.56001,8,102,22.93223,3.38,161.0625,544.3912799999998,67,402,74.12324,0.38494,pilG-fliC-,PaQa,0,1
41,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,67,1,3.06313,29.75862,91.15438,13,59,12.45465,2.64063,88.2,232.90314,32,192,42.78824,0.39138,pilG-fliC-,PaQa,0,1
42,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,69,1,3.69688,58.65714000000001,216.84814,16,130,31.339640000000006,2.32375,123.45455,286.8775100000001,33,264,72.58278,0.75589,pilG-fliC-,PaQa,0,1
43,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,71,1,2.9575,42.32143,125.16563,17,72,15.72225,2.9575,141.03571000000005,417.11315,56,285,57.67693000000001,0.30008,pilG-fliC-,PaQa,0,1
44,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,75,1,2.32375,51.59091,119.88438,15,88,18.38389,2.535,162.95833000000005,413.0994,76,337,69.59478,0.29021,pilG-fliC-,PaQa,0,1
45,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,76,1,4.1193800000000005,54.61538,224.98126,20,113,26.23739,4.1193800000000005,176.61538000000004,727.5450400000002,49,364,85.11003000000002,0.30923,pilG-fliC-,PaQa,0,1
46,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,78,1,2.42938,48.69565,118.30001,11,105,20.96628,2.64063,142.56,376.44752,54,252,59.041000000000004,0.31425,pilG-fliC-,PaQa,0,1
47,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,82,1,3.38,55.375,187.16751,14,110,28.75901,3.8025,163.86111,623.08191,36,356,99.35683,0.30039,pilG-fliC-,PaQa,0,1
48,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,83,1,2.42938,43.82609,106.47001000000002,5,111,26.0483,2.535,129.20833000000002,327.54314,51,255,68.06709000000001,0.32506,pilG-fliC-,PaQa,0,1
49,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,84,1,4.225,35.125,148.40313,8,67,16.47249,3.06313,113.2069,346.76689,27,235,68.81724,0.4279600000000001,pilG-fliC-,PaQa,0,1
50,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,86,1,2.64063,44.76,118.19438,11,83,22.14776,2.64063,142.84,377.18689,44,294,71.52428,0.31336,pilG-fliC-,PaQa,0,1
51,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,88,1,2.9575,48.25,142.69938,10,84,23.48621,2.74625,136.15385,373.91252,34,243,67.65187,0.38164,pilG-fliC-,PaQa,0,1
52,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,89,1,3.59125,46.64706,167.52126,12,81,22.15494,3.8025,162.61111,618.3287799999998,27,338,92.02958,0.27093,pilG-fliC-,PaQa,0,1
53,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,90,1,2.9575,35.89286,106.15313,6,67,18.53793,2.74625,128.03846,351.62564,34,259,76.06496,0.30189,pilG-fliC-,PaQa,0,1
54,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,91,1,2.64063,45.12,119.14501,16,93,21.62622,2.74625,121.34615,333.24689,11,282,73.37953,0.35753,pilG-fliC-,PaQa,0,1
55,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,94,1,2.74625,33.23077,91.26,2,67,15.26121,3.06313,96.37931,295.22189,30,195,41.75046,0.30912,pilG-fliC-,PaQa,0,1
56,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,95,1,4.225,29.075,122.84188,8,64,14.68714,3.38,103.71875,350.56939,31,244,57.90829,0.35041,pilG-fliC-,PaQa,0,1
57,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,96,1,4.85875,37.34783,181.46376,14,68,15.08232,2.535,82.5,209.13751,31,182,38.04917,0.8676799999999999,pilG-fliC-,PaQa,0,1
58,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,97,1,3.8025,57.0,216.74251,9,111,28.774990000000006,4.225,158.575,669.9794099999998,24,319,94.27589,0.32351,pilG-fliC-,PaQa,0,1
59,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,98,1,2.21813,33.33333,73.9375,18,56,12.28956,2.21813,108.85714,241.45876,34,210,59.14244,0.30621,pilG-fliC-,PaQa,0,1
60,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,99,1,2.64063,48.72,128.65126,16,108,23.69515,2.85188,118.07407,336.73252,28,263,64.93839,0.38206,pilG-fliC-,PaQa,0,1
61,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,100,1,3.4856300000000005,43.81818,152.73376000000005,15,95,18.39574,2.535,138.375,350.78064,41,285,66.19261,0.43541,pilG-fliC-,PaQa,0,1
62,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,101,1,3.16875,42.1,133.40438,12,87,15.159720000000002,3.16875,173.9,551.04565,64,322,68.58941,0.24209,pilG-fliC-,PaQa,0,1
63,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,103,1,3.4856300000000005,51.18182,178.40063,11,106,24.93924,3.90813,172.16216,672.83128,34,370,102.13268,0.26515,pilG-fliC-,PaQa,0,1
64,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,104,1,4.01375,49.57895,198.99751,14,100,26.31373,4.1193800000000005,150.30768999999995,619.17378,42,314,85.68736,0.32139,pilG-fliC-,PaQa,0,1
65,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,105,1,2.85188,34.48148,98.33688,14,80,15.22238,3.8025,186.72222,710.01129,33,372,106.28039,0.1385,pilG-fliC-,PaQa,0,1
66,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,107,1,2.85188,40.2963,114.92001,8,78,21.7924,3.27438,144.32258000000004,472.56627,32,326,87.51053,0.24318,pilG-fliC-,PaQa,0,1
67,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,109,1,3.8025,32.86111,124.95438,11,72,17.10664,4.225,147.425,622.8706599999998,42,261,62.61600000000001,0.20061,pilG-fliC-,PaQa,0,1
68,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,111,1,3.90813,36.2973,141.85438,14,73,17.427410000000002,3.27438,87.25806,285.71564,19,154,37.72176,0.49649,pilG-fliC-,PaQa,0,1
69,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,113,1,5.07,58.04167,294.27126,12,111,28.55823,4.43625,160.64286,712.6519099999998,44,307,77.6659,0.41292,pilG-fliC-,PaQa,0,1
70,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,114,1,2.64063,40.48,106.89251000000002,14,73,16.84023,2.535,126.45833,320.57189,43,279,63.98164000000001,0.33344,pilG-fliC-,PaQa,0,1
71,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,115,1,2.74625,35.0,96.11875,12,63,14.45822,2.535,89.375,226.56564,39,176,44.54584000000001,0.42424,pilG-fliC-,PaQa,0,1
72,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,116,1,3.90813,39.2973,153.57876000000005,4,94,21.852870000000006,3.59125,117.26471,421.1269,21,266,74.94091,0.36469,pilG-fliC-,PaQa,0,1
73,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,117,1,2.32375,43.22727,100.44938,11,81,22.30083,2.21813,129.85714,288.03939,42,327,80.04454,0.34873000000000004,pilG-fliC-,PaQa,0,1
74,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,118,1,2.1125,54.7,115.55376,8,104,25.12097,2.64063,163.0,430.4219,39,362,86.42675,0.26847,pilG-fliC-,PaQa,0,1
75,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,119,1,4.1193800000000005,36.61538,150.83251,13,78,16.00759,4.225,121.875,514.9219,28,250,58.62842,0.29292,pilG-fliC-,PaQa,0,1
76,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,121,1,3.69688,40.42857,149.45938,8,98,23.03487,3.69688,148.11428999999995,547.56003,18,326,91.02869,0.27296,pilG-fliC-,PaQa,0,1
77,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,124,1,2.535,35.375,89.67563,12,78,17.65814,2.42938,110.78261,269.13251,29,239,57.57995,0.3332,pilG-fliC-,PaQa,0,1
78,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,125,1,3.16875,44.23333,140.16438,11,81,21.62005,3.38,135.0,456.30002,30,261,71.71134,0.30718,pilG-fliC-,PaQa,0,1
79,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,127,1,3.59125,42.11765,151.25501,19,67,13.11664,3.69688,115.91429,428.52065,34,216,46.7033,0.35297,pilG-fliC-,PaQa,0,1
80,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,130,1,2.74625,37.88462,104.04063,12,84,15.539179999999998,3.06313,123.82759,379.29939,56,224,49.07725,0.2743,pilG-fliC-,PaQa,0,1
81,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,132,1,3.16875,49.76667,157.69813,19,97,21.58014,3.27438,120.32258,393.98127,45,259,60.98655,0.40027,pilG-fliC-,PaQa,0,1
82,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,133,1,4.33063,40.46341,175.23188000000005,10,93,23.42552,4.43625,143.88095,638.2919099999998,27,308,85.04954000000002,0.27453,pilG-fliC-,PaQa,0,1
83,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,135,1,2.85188,44.18519000000001,126.01063,13,96,24.00807,2.64063,140.44,370.84939,45,285,84.25808,0.33979000000000004,pilG-fliC-,PaQa,0,1
84,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,138,1,2.42938,53.21739,129.28501,23,105,25.67977,2.74625,114.57692,314.65689,40,268,67.15425,0.41088,pilG-fliC-,PaQa,0,1
85,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,139,1,1.7956299999999998,51.23529,91.99938,24,81,19.23061,1.47875,182.35714,269.66064,57,324,78.66835,0.34117,pilG-fliC-,PaQa,0,1
86,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,140,1,2.32375,44.72727,103.93501,19,84,20.16877,2.21813,113.2381,251.17626,49,213,45.10976,0.41379,pilG-fliC-,PaQa,0,1
87,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,141,1,2.42938,38.52174,93.58375,16,75,15.15337,2.21813,126.57143,280.75126,61,247,47.02082,0.33333,pilG-fliC-,PaQa,0,1
88,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,142,1,2.74625,37.34615,102.56188,16,68,15.30475,2.85188,103.85185,296.17251,36,210,41.79226,0.34629,pilG-fliC-,PaQa,0,1
89,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,143,1,4.01375,52.81579,211.98939,16,115,27.844990000000006,4.225,161.8,683.6050299999998,38,314,85.35361999999998,0.31011,pilG-fliC-,PaQa,0,1
90,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,144,1,2.74625,65.0,178.50626,12,124,31.66702,2.74625,179.42308,492.74065,48,358,91.84342,0.36227,pilG-fliC-,PaQa,0,1
91,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,145,1,2.1125,45.25,95.59063,5,96,28.97163,1.90125,103.55556,196.88501,43,252,60.21941999999999,0.48552,pilG-fliC-,PaQa,0,1
92,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,146,1,3.06313,42.44828,130.02438,14,81,19.34016,2.85188,127.7037,364.19502,51,256,58.77847,0.35702,pilG-fliC-,PaQa,0,1
93,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,147,1,3.16875,39.8,126.11626,5,94,20.85153,3.59125,149.23529,535.94128,60,260,62.14941,0.23532,pilG-fliC-,PaQa,0,1
94,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,148,1,2.535,32.20833,81.64813000000002,13,45,8.657639999999999,2.21813,127.2381,282.23001,77,226,47.19736,0.2893,pilG-fliC-,PaQa,0,1
95,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,149,1,1.90125,43.66667,83.02125,17,72,15.67313,2.32375,169.36364,393.55877,45,353,76.40091,0.21095,pilG-fliC-,PaQa,0,1
96,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,151,1,2.74625,53.23076999999999,146.18501,13,115,25.11463,2.74625,147.53846,405.17752,40,308,81.9884,0.36079,pilG-fliC-,PaQa,0,1
97,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,152,1,2.85188,37.74074,107.63188,8,77,17.42587,2.42938,119.6087,290.57439,41,219,53.84045,0.37041,pilG-fliC-,PaQa,0,1
98,pilG-fliC-_PaQa_0h001.nd2 - C=2.tif,153,1,1.2675,50.5,64.00875,18,99,23.58158,1.05625,171.7,181.35813,81,351,81.99058000000002,0.35294000000000003,pilG-fliC-,PaQa,0,1
1,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,0,1,2.21813,56.0,124.21501,19,108,26.35716,2.32375,154.04545,357.96314,40,345,90.97748,0.34701,pilG-fliC-,PaQa,1,1
2,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,4,1,2.21813,47.33333,104.99126,20,81,18.6342,2.535,140.0,354.9000200000001,82,218,39.92275,0.29583000000000004,pilG-fliC-,PaQa,1,1
3,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,6,1,3.06313,69.75862,213.67939,15,151,36.86041,3.38,225.71875,762.92941,69,484,130.25143,0.28008,pilG-fliC-,PaQa,1,1
4,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,7,1,3.4856300000000005,67.63636,235.75501,13,136,37.01082,1.58438,167.0,264.59064,59,361,98.51323,0.89102,pilG-fliC-,PaQa,1,1
5,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,9,1,2.85188,47.40741,135.20001000000002,13,91,17.48023,2.535,127.04167,322.05064,47,199,47.68144,0.41981,pilG-fliC-,PaQa,1,1
6,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,21,1,3.38,61.4375,207.65876,26,112,25.54937,2.535,148.29166999999995,375.91939,63,315,69.21578000000001,0.5524,pilG-fliC-,PaQa,1,1
7,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,24,1,3.16875,43.43333,137.62938,15,97,18.21838,2.85188,156.59259,446.5825200000001,77,325,74.1393,0.30818,pilG-fliC-,PaQa,1,1
8,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,29,1,3.27438,53.35484,174.70376000000005,17,106,23.421570000000006,2.9575,138.42857,409.40252,51,331,79.26581,0.42673,pilG-fliC-,PaQa,1,1
9,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,51,1,2.64063,49.64,131.08063,3,105,24.49129,2.535,140.79166999999995,356.90689,55,251,57.6315,0.36727,pilG-fliC-,PaQa,1,1
10,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,55,1,3.90813,59.56757,232.79751,21,124,26.87062,3.27438,220.32258,721.4187900000002,47,447,112.11583,0.32269000000000003,pilG-fliC-,PaQa,1,1
11,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,56,1,2.64063,33.32,87.98563,15,64,14.35479,2.32375,121.27273,281.8075100000001,40,258,65.36213000000001,0.31222,pilG-fliC-,PaQa,1,1
12,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,69,1,3.69688,40.74286,150.62126,7,98,21.44808,3.69688,153.11428999999995,566.0444,37,330,89.02866999999998,0.26609,pilG-fliC-,PaQa,1,1
13,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,75,1,4.43625,59.09524,262.16126,20,116,25.56084,4.225,222.6,940.48505,76,402,91.52548,0.27875,pilG-fliC-,PaQa,1,1
14,pilG-fliC-_PaQa_1h.nd2 - C=2.tif,79,1,2.74625,49.5,135.93938,23,91,19.64128,2.64063,173.44,457.99002,76,340,72.01046,0.29682,pilG-fliC-,PaQa,1,1
