Frame,CellID,Area,CellLength,CellSinuosity,CellWidth,MaxCellIntensity_PaQa,MeanCellIntensity_PaQa,MedianCellIntensity_PaQa,MinCellIntensity_PaQa,MaxCellIntensity_RFP,MeanCellIntensity_RFP,MedianCellIntensity_RFP,MinCellIntensity_RFP,Strain,Growth,Bio_Rep
1,1,2.522325,4.051183617507291,1.04901384098168,0.990050503762308,540,358.89279731993304,376.0,86,1193,766.110552763819,845.0,127,fliC-pilT-,Liquid,1
1,4,2.4505,3.7453548787427504,1.06999221661724,0.946414285606467,1181,743.777586206897,782.5,241,1210,788.6517241379311,842.0,118,fliC-pilT-,Liquid,1
1,5,2.2815,3.46539105243401,1.0586789268497099,0.946414285606467,520,330.040740740741,343.5,123,1165,736.6537037037041,762.0,131,fliC-pilT-,Liquid,1
1,6,1.5379,2.5688220496225096,1.05547185479951,0.990050503762308,817,534.873626373626,554.5,152,1281,770.634615384615,839.5,111,fliC-pilT-,Liquid,1
1,7,2.378675,3.48763363903975,1.05126846593503,0.9921819389607941,870,557.175843694494,583.0,187,1313,872.843694493783,919.0,195,fliC-pilT-,Liquid,1
1,8,2.10405,3.19381158941724,1.05919226933694,0.946414285606467,730,489.028112449799,512.5,118,1163,748.0,787.0,145,fliC-pilT-,Liquid,1
1,9,3.130725,4.515422433049809,1.01275691164297,0.990050503762308,789,516.408906882591,532.0,162,1223,783.790823211876,807.0,166,fliC-pilT-,Liquid,1
1,10,3.240575,5.26536533894802,1.07969111936978,0.946414285606467,1085,727.6114732724901,755.0,274,1149,708.748370273794,732.0,152,fliC-pilT-,Liquid,1
1,11,2.4843,3.7026593525257496,1.07402783216657,0.946414285606467,861,566.724489795918,599.0,162,1154,778.267006802721,819.5,150,fliC-pilT-,Liquid,1
1,12,1.736475,2.5238477631085,1.0203884108344599,0.946414285606467,803,511.150851581509,524.0,173,1013,642.856447688564,697.0,123,fliC-pilT-,Liquid,1
1,13,2.344875,3.4457925650732797,1.06024386617639,0.990050503762308,621,405.985585585586,420.0,107,1209,788.398198198198,803.0,192,fliC-pilT-,Liquid,1
1,14,1.711125,2.6988220496225095,1.06148821702039,0.990050503762308,764,486.80740740740697,499.0,165,1111,724.555555555556,757.0,120,fliC-pilT-,Liquid,1
1,15,2.8223,4.11952134690275,1.04233825158082,1.02774023955472,787,515.642215568862,537.5,142,1295,852.3188622754491,874.5,179,fliC-pilT-,Liquid,1
1,16,2.8054,4.67340528370251,1.07120524614235,0.946414285606467,775,495.281626506024,510.5,163,1208,826.978915662651,852.5,341,fliC-pilT-,Liquid,1
1,17,2.218125,3.5377164466275297,1.0544902140144201,0.946414285606467,655,425.114285714286,445.0,126,1119,793.342857142857,839.0,198,fliC-pilT-,Liquid,1
1,18,1.96885,3.0557925650732796,1.03832565024373,0.975,684,453.3669527897,472.0,136,1407,875.603004291846,924.0,195,fliC-pilT-,Liquid,1
1,19,2.860325,4.70501046020526,1.07737392225673,0.946414285606467,671,450.019202363368,456.0,138,1114,727.183161004431,744.0,313,fliC-pilT-,Liquid,1
1,20,2.52655,3.6330399447544903,1.03064548246781,0.946414285606467,1394,931.267558528428,983.5,301,1367,801.516722408027,885.5,142,fliC-pilT-,Liquid,1
1,21,2.1632,3.2165432893255095,1.04440242452788,0.946414285606467,896,586.673828125,609.0,173,1178,803.32421875,839.0,120,fliC-pilT-,Liquid,1
1,22,2.480075,4.03541197284454,1.05943514572999,0.937443331620637,1241,855.6439522998301,890.0,257,1287,856.669505962521,917.0,142,fliC-pilT-,Liquid,1
1,23,1.711125,2.67885822331377,1.0823117459700502,0.990050503762308,939,614.874074074074,645.0,179,1411,887.254320987654,933.0,145,fliC-pilT-,Liquid,1
1,24,1.804075,2.75309703885628,1.0468484707574899,0.975,716,426.592505854801,439.0,153,1078,706.236533957845,765.0,102,fliC-pilT-,Liquid,1
1,25,1.83365,3.0480399447544904,1.03569139272717,0.867208164168212,756,515.815668202765,531.0,202,1251,878.2027649769591,917.0,361,fliC-pilT-,Liquid,1
1,26,2.513875,4.61117315730203,1.08221960594356,0.872066511224918,1008,716.4857142857139,733.0,274,1516,1092.11428571429,1128.0,339,fliC-pilT-,Liquid,1
1,28,1.770275,2.66961940777126,1.04455484901689,0.946414285606467,636,405.708830548926,413.0,121,1023,643.560859188544,687.0,137,fliC-pilT-,Liquid,1
1,29,2.589925,3.98113698361077,1.06603386756003,0.990050503762308,465,309.308319738989,326.0,96,1001,655.445350734095,688.0,112,fliC-pilT-,Liquid,1
1,30,3.1265,4.84886868351903,1.0820396094609999,0.946414285606467,1045,649.682432432432,665.5,219,1344,831.813513513513,890.5,184,fliC-pilT-,Liquid,1
1,31,2.598375,3.81269552621701,1.02654306970036,0.946414285606467,1234,841.360975609756,874.0,277,1182,735.6373983739841,789.0,104,fliC-pilT-,Liquid,1
1,32,2.74625,4.22770598642227,1.07613457287141,0.946414285606467,688,455.112307692308,471.0,158,1109,712.627692307692,773.0,121,fliC-pilT-,Liquid,1
1,33,3.468725,5.19234631460406,1.03962597048738,1.0174109297624,869,571.390986601705,590.0,193,1204,751.52862362972,797.0,135,fliC-pilT-,Liquid,1
1,34,2.8561,4.391162697096759,1.05634192750876,0.946414285606467,633,407.67011834319504,420.5,144,1145,749.825443786982,768.5,192,fliC-pilT-,Liquid,1
1,35,2.1801,3.24346717087976,1.05010851751204,0.946414285606467,619,405.03100775193803,431.0,141,1106,717.922480620155,755.0,134,fliC-pilT-,Liquid,1
