Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR,Strain,Reporter,TimePoint,TeckRep
ID421958,421958,0,2.88218,68.43172,20.5048,0,0,0,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID422193,422193,0,2.88218,68.43172,20.5048,0,3,1,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID422073,422073,0,2.88218,68.43172,20.5048,0,6,2,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID422306,422306,0,2.88218,68.43172,20.5048,0,9,3,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID422418,422418,0,2.88218,68.43172,20.5048,0,12,4,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID422535,422535,0,2.88218,68.43172,20.5048,0,15,5,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID422651,422651,0,2.59809,68.36999,20.59499,0,18,6,2.5,1,-10921639,18.46154,0,0,255,4080,66.23227,1.0,1.0,0.27874,fliC-,PaQa,0,1
ID422768,422768,0,2.59809,68.36999,20.59499,0,21,7,2.5,1,-10921639,18.46154,0,0,255,4080,66.23227,1.0,1.0,0.27874,fliC-,PaQa,0,1
ID422884,422884,0,2.75412,68.38537,20.5462,0,24,8,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID423000,423000,0,2.88218,68.43172,20.5048,0,27,9,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID423118,423118,0,2.88218,68.43172,20.5048,0,30,10,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID423240,423240,0,2.88218,68.43172,20.5048,0,33,11,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID423355,423355,0,2.88218,68.43172,20.5048,0,36,12,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID423475,423475,0,2.88218,68.43172,20.5048,0,39,13,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID423595,423595,0,2.88218,68.43172,20.5048,0,42,14,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID423718,423718,0,2.88218,68.43172,20.5048,0,45,15,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID423955,423955,0,3.02632,68.38409,20.52541,0,48,16,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID423837,423837,0,2.88218,68.43172,20.5048,0,51,17,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID424192,424192,0,3.02632,68.38409,20.52541,0,54,18,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID424073,424073,0,2.88218,68.43172,20.5048,0,57,19,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID424429,424429,0,3.02632,68.38409,20.52541,0,60,20,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID424311,424311,0,3.02632,68.38409,20.52541,0,63,21,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID424666,424666,0,3.02632,68.38409,20.52541,0,66,22,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID424544,424544,0,3.02632,68.38409,20.52541,0,69,23,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID424901,424901,0,3.02632,68.38409,20.52541,0,72,24,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID424784,424784,0,3.02632,68.38409,20.52541,0,75,25,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID425017,425017,0,2.88218,68.43172,20.5048,0,78,26,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID425135,425135,0,2.88218,68.43172,20.5048,0,81,27,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID425256,425256,0,3.02632,68.38409,20.52541,0,84,28,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID425370,425370,0,3.02632,68.38409,20.52541,0,87,29,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID425489,425489,0,3.02632,68.38409,20.52541,0,90,30,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID425608,425608,0,3.25867,68.52963000000001,20.35115,0,93,31,2.5,1,-10921639,24.23077,0,0,255,5355,74.94753,1.0,1.0,0.3233,fliC-,PaQa,0,1
ID425846,425846,0,3.12851,68.50565,20.397289999999998,0,96,32,2.5,1,-10921639,23.07692,0,0,255,5100,73.32393,1.0,1.0,0.31473,fliC-,PaQa,0,1
ID425728,425728,0,3.12851,68.50565,20.397289999999998,0,99,33,2.5,1,-10921639,23.07692,0,0,255,5100,73.32393,1.0,1.0,0.31473,fliC-,PaQa,0,1
ID425969,425969,0,3.12851,68.50565,20.397289999999998,0,102,34,2.5,1,-10921639,23.07692,0,0,255,5100,73.32393,1.0,1.0,0.31473,fliC-,PaQa,0,1
ID426093,426093,0,3.12851,68.50565,20.397289999999998,0,105,35,2.5,1,-10921639,23.07692,0,0,255,5100,73.32393,1.0,1.0,0.31473,fliC-,PaQa,0,1
ID426211,426211,0,2.88218,68.6048,20.33172,0,108,36,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID426332,426332,0,2.88218,68.6048,20.33172,0,111,37,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID426455,426455,0,2.88218,68.6048,20.33172,0,114,38,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID426577,426577,0,2.88218,68.6048,20.33172,0,117,39,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID426698,426698,0,2.72056,68.60379,20.3666,0,120,40,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID426820,426820,0,2.88218,68.6048,20.33172,0,123,41,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID426942,426942,0,2.88218,68.6048,20.33172,0,126,42,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID427064,427064,0,2.88218,68.6048,20.33172,0,129,43,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID427188,427188,0,2.88218,68.6048,20.33172,0,132,44,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID427307,427307,0,3.12851,68.50565,20.397289999999998,0,135,45,2.5,1,-10921639,23.07692,0,0,255,5100,73.32393,1.0,1.0,0.31473,fliC-,PaQa,0,1
ID427428,427428,0,2.88218,68.6048,20.33172,0,138,46,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID427549,427549,0,2.88218,68.6048,20.33172,0,141,47,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID427670,427670,0,2.88218,68.6048,20.33172,0,144,48,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID427791,427791,0,2.88218,68.6048,20.33172,0,147,49,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID427910,427910,0,2.88218,68.6048,20.33172,0,150,50,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID428036,428036,0,2.88218,68.6048,20.33172,0,153,51,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID428286,428286,0,2.72056,68.60379,20.3666,0,156,52,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID428160,428160,0,2.75412,68.64621,20.28537,0,159,53,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID428410,428410,0,2.75412,68.64621,20.28537,0,162,54,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID428530,428530,0,2.75412,68.64621,20.28537,0,165,55,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID428654,428654,0,2.75412,68.64621,20.28537,0,168,56,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID428781,428781,0,2.75412,68.64621,20.28537,0,171,57,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID429030,429030,0,3.2901300000000004,68.54821,20.47643,0,174,58,2.5,1,-10921639,24.23077,0,0,255,5355,74.94753,1.26144,1.0,0.3233,fliC-,PaQa,0,1
ID428906,428906,0,2.79365,68.59951,20.536820000000002,0,177,59,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID429158,429158,0,3.12851,68.54298,20.51512,0,180,60,2.5,1,-10921639,23.07692,0,0,255,5100,73.32393,1.0,1.0,0.31473,fliC-,PaQa,0,1
ID429280,429280,0,2.99836,68.5703,20.384710000000002,0,183,61,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID429398,429398,0,2.8367400000000003,68.56636999999999,20.42166,0,186,62,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID429527,429527,0,3.2901300000000004,68.54821,20.47643,0,189,63,2.5,1,-10921639,24.23077,0,0,255,5355,74.94753,1.26144,1.0,0.3233,fliC-,PaQa,0,1
ID429653,429653,0,2.8367400000000003,68.56636999999999,20.42166,0,192,64,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID429778,429778,0,2.88218,68.6048,20.33172,0,195,65,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID429904,429904,0,2.99836,68.5703,20.384710000000002,0,198,66,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID430028,430028,0,2.8367400000000003,68.56636999999999,20.42166,0,201,67,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID430156,430156,0,2.99836,68.5703,20.384710000000002,0,204,68,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID430282,430282,0,2.99836,68.5703,20.384710000000002,0,207,69,2.5,1,-10921639,21.92308,0,0,255,4845,71.64488,1.0,1.0,0.306,fliC-,PaQa,0,1
ID430409,430409,0,2.72056,68.60379,20.3666,0,210,70,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID430662,430662,0,2.72056,68.60379,20.3666,0,213,71,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID430538,430538,0,2.88218,68.6048,20.33172,0,216,72,2.5,1,-10921639,20.76923,0,0,255,4590,69.90641,1.0,1.0,0.2971,fliC-,PaQa,0,1
ID430784,430784,0,2.72056,68.60379,20.3666,0,219,73,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID431035,431035,0,2.72056,68.60379,20.3666,0,222,74,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
ID431157,431157,0,2.38571,68.68234,20.36766,0,225,75,2.5,1,-10921639,17.30769,0,0,255,3825,64.28534,1.0,1.0,0.26923,fliC-,PaQa,0,1
ID430908,430908,0,2.67748,68.64079,20.481939999999998,0,228,76,2.5,1,-10921639,19.61538,0,0,255,4335,68.10394000000001,1.0,1.0,0.28802,fliC-,PaQa,0,1
