Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY,Strain,Reporter,TimePoint,TeckRep,MSD,RMSD,PaqaTotalFluorescence,rfpTotalFluorescence,PaQa_RFP_ratio
Track_15,102,0,0,1,0,0,300,0,300,1.05506,15,15,18.96574,59.06911,0,0.0162,0.07293999999999999,0.0,0.00777,0.02064,3.80296,4.2209400000000015,3.2902,3.81313,0.15780999999999998,fliC-,PaQa,0,1,0.006374854106319259,0.6105296807234982,230.05126,520.09753,0.44232
Track_16,101,0,0,0,0,0,300,0,300,0.38311,16,16,172.30253000000005,60.68028,0,0.01375,0.12025,0.0,0.00225,0.01987,3.46471,3.87462,3.08095,3.42965,0.18891,fliC-,PaQa,0,1,0.001470824552143465,0.19155075616677164,186.63938,469.60877,0.39744
Track_17,101,0,0,0,0,0,300,0,300,0.76253,17,17,166.16041,58.50699,0,0.0189,0.08764,1.286e-08,0.01546,0.02132,3.70453,4.0993,3.20001,3.66128,0.214,fliC-,PaQa,0,1,0.002109069472511736,0.5979249232094517,302.82689,582.73315,0.51967
Track_18,104,0,0,2,0,0,300,0,300,1.83294,18,18,243.95536,57.99386,0,0.0175,0.09073,0.0,0.0153,0.01842,2.98742,3.56299,2.03605,3.07835,0.35507,fliC-,PaQa,0,1,0.00928789956767896,1.3231026923290163,157.80376,372.75064,0.42335
Track_19,101,0,0,0,0,0,300,0,300,0.30679,19,19,45.49568,57.34516,0,0.01279,0.06452000000000001,0.0,0.00204,0.01825,2.2776,2.61511,2.0322400000000003,2.21813,0.13295,fliC-,PaQa,0,1,0.0008697100458576458,0.1372190736056555,400.10752,760.92254,0.52582
Track_20,104,0,0,2,0,0,300,0,300,1.50433,20,20,294.52843,58.05841,0,0.023780000000000003,0.07947,1.061e-08,0.01958,0.02232,2.96175,3.525,2.16939,2.9515,0.34066,fliC-,PaQa,0,1,0.004025101652905353,0.9703580494036773,226.35439,396.72752,0.57055
Track_21,102,0,0,1,0,0,300,0,300,1.14645,21,21,166.57527,49.74526,0,0.016069999999999997,0.08596000000000001,0.0,2.695e-07,0.02082,3.32357,3.661680000000001,3.04746,3.2989,0.1632,fliC-,PaQa,0,1,0.004290870284768641,0.6139705649392491,191.70938,448.37815,0.4275600000000001
Track_22,101,0,0,0,0,0,300,0,300,0.40467,22,22,48.74878,56.62592,0,0.01661,0.12178,6.433e-09,0.00456,0.02518,2.18486,2.485,1.39905,2.20285,0.16259,fliC-,PaQa,0,1,0.002914857017974085,0.31429313838646367,392.71377,301.45377,1.30273
Track_23,106,0,0,4,0,0,300,0,300,1.17218,23,23,77.92073,76.54045,0,0.02598,0.24225,0.0,0.01733,0.0425,1.71176,3.0434,0.18546,1.7455,0.76365,fliC-,PaQa,0,1,0.011428919799709707,1.1923663872189865,325.95877,392.29127,0.83091
Track_24,129,2,1,7,0,0,300,0,300,0.16833,24,24,227.59509,78.22691,0,0.01028,0.057220000000000014,0.0,2.913e-07,0.01511,1.98874,2.37522,1.23137,2.05757,0.22794,fliC-,PaQa,0,1,0.0011123347535771594,0.1572679027587385,172.80251,160.97251,1.07349
Track_25,101,0,0,0,0,0,300,0,300,0.47471,25,25,31.58306,68.86353000000001,0,0.01005,0.07652,1.032e-08,0.00136,0.01576,3.01753,3.40151,2.6959,3.05041,0.16951,fliC-,PaQa,0,1,0.0015643730530605635,0.18756443556961216,317.7200200000001,386.48189,0.8220799999999999
Track_26,101,0,0,0,0,0,300,0,300,1.48318,26,26,125.2953,74.88246,0,0.02092,0.10684,0.0,0.01838,0.02163,3.41243,3.74036,2.80844,3.45456,0.16469,fliC-,PaQa,0,1,0.01561074519417971,0.7570440137641388,534.88503,521.2594,1.02614
Track_27,101,0,0,0,0,0,300,0,300,0.38203,27,27,27.63606,64.89448,0,0.00551,0.03812,0.0,0.0008699999999999999,0.00837,2.94517,3.24291,2.63432,2.97185,0.13532,fliC-,PaQa,0,1,0.0009248203727358381,0.27264644854185754,159.28251,311.80502,0.51084
Track_28,101,0,0,0,0,0,300,0,300,0.46979,28,28,102.65867,65.45415,0,0.01415,0.08232,0.0,3.616e-07,0.01933,3.10957,3.38975,2.86041,3.0994900000000003,0.12549000000000002,fliC-,PaQa,0,1,0.003265654383453595,0.3851106011193729,334.09189,355.11127,0.94081
Track_29,102,0,0,1,0,0,300,0,300,1.3035,29,29,89.93139000000002,60.49943,0,0.01976,0.10782,0.0,5.819e-07,0.02639,3.39561,4.00701,2.64035,3.29644,0.35635,fliC-,PaQa,0,1,0.0020264837212761923,0.5675241161994607,167.09876,433.48502,0.38548
Track_30,101,0,0,0,0,0,300,0,300,0.6957800000000001,30,30,181.53394,62.63986,0,0.01005,0.06056,1.246e-08,3.365e-07,0.01296,3.2868800000000005,3.5576,2.94592,3.26819,0.15108,fliC-,PaQa,0,1,0.0015511301851680482,0.3910151202786983,385.10877,628.36316,0.61288
Track_31,101,0,0,0,0,0,300,0,300,0.45777,31,31,31.67949,98.14513,0,0.01078,0.06713,0.0,2e-05,0.015330000000000003,3.64631,3.81055,3.18778,3.65252,0.11978,fliC-,PaQa,0,1,0.0008167395628781479,0.22668382378583524,232.26939,437.07627,0.53142
Track_32,101,0,0,0,0,0,300,0,300,0.35654,32,32,16.20815,98.98862,0,0.015030000000000003,0.10165,0.0,0.01064,0.01887,3.64264,3.94191,3.3259800000000004,3.63989,0.19625,fliC-,PaQa,0,1,0.0023729230434541603,0.2319686032988506,621.7087799999998,494.43065,1.25742
Track_33,113,0,0,4,0,0,300,0,300,0.51341,33,33,277.97517,91.11964,0,0.02713,0.27135,0.0,0.01954,0.04252,2.39251,3.0434,0.36473,2.36587,0.38503,fliC-,PaQa,0,1,0.0022702476379434532,0.476828548530107,296.38376,906.57942,0.32693
Track_34,101,0,0,0,0,0,300,0,300,0.27067,34,34,183.80186,96.34067,0,0.03604,0.13563,2.113e-08,0.0256,0.03319,3.4764800000000005,3.982580000000001,3.08738,3.48254,0.1975,fliC-,PaQa,0,1,0.01113673846918565,0.18429557936676474,532.87815,528.12503,1.0090000000000001
Track_35,105,1,1,2,0,0,300,0,300,0.57586,35,35,50.91516,79.98971999999998,0,0.01587,0.06948,0.0,0.01293,0.015880000000000002,3.41126,3.83764,3.08408,3.40346,0.1672,fliC-,PaQa,0,1,0.0025757835415765994,0.260990355716515,635.75691,429.26002,1.48105
Track_36,101,0,0,0,0,0,300,0,300,0.31959,36,36,226.11358,88.13138000000002,0,0.03137,0.13147,0.0,0.02338,0.03111,3.35966,3.868230000000001,2.95823,3.3244300000000004,0.21534,fliC-,PaQa,0,1,0.009144126294606876,0.19536921964596485,589.59878,558.65065,1.0554
Track_38,112,1,1,1,0,0,300,0,300,0.31183,38,38,148.88578,135.2542,0,0.007640000000000002,0.05828,0.0,6.888999999999999e-08,0.014980000000000004,2.65927,3.0434,2.47882,2.65206,0.16213,fliC-,PaQa,0,1,0.001405133383331746,0.18915288630920812,302.61564,828.10004,0.36543
Track_39,116,1,1,5,0,0,300,0,300,0.37972,39,39,250.40271,120.41337,0,0.01278,0.13138,0.0,1.712e-07,0.0222,2.89786,3.17656,2.43461,3.07331,0.25787,fliC-,PaQa,0,1,0.0014181826939692371,0.24561684650049165,112.38501,824.72004,0.13627
Track_40,102,0,0,1,0,0,300,0,300,0.39484,40,40,43.13366,132.83786,0,0.01385,0.068,0.0,3.4850000000000003e-07,0.017480000000000002,3.63316,3.90431,3.2974900000000003,3.63732,0.09563,fliC-,PaQa,0,1,0.003830997893711299,0.23812151848894622,756.9087900000002,571.32565,1.32483
Track_41,102,0,0,1,0,0,300,0,300,0.46633,41,41,38.82209,104.41709,0,0.01225,0.06592,0.0,2.948e-07,0.01686,3.30514,3.62419,2.90982,3.28539,0.15058,fliC-,PaQa,0,1,0.003109161630223575,0.3470294371168214,191.81501,451.75815,0.4246
Track_42,107,1,1,2,0,0,300,0,300,0.37981,42,42,313.2191200000001,113.03357,0,0.01956,0.16301,0.0,0.01286,0.02551,2.98395,4.000780000000002,2.59809,2.98646,0.19936,fliC-,PaQa,0,1,0.002973273170138578,0.20349688015050188,644.62941,1677.43071,0.3843
Track_43,101,0,0,0,0,0,300,0,300,0.48649,43,43,246.58,99.38632,0,0.01278,0.05635,3.276e-09,0.00997,0.01446,3.10706,3.52371,2.7612400000000004,3.0994900000000003,0.16743,fliC-,PaQa,0,1,0.0011380261658586177,0.27599646029887637,175.65438,907.42442,0.19357
Track_44,101,0,0,0,0,0,300,0,300,0.13475,44,44,184.329,101.69361,0,0.01383,0.06951,3.895e-08,0.00842,0.0134,1.76613,2.41401,1.11996,1.7563,0.21784,fliC-,PaQa,0,1,0.0013721006784341186,0.17441191081696839,167.94376,387.11564,0.43383
Track_45,102,0,0,1,0,0,300,0,300,1.16122,45,45,98.90478,148.00721,0,0.04677,0.29461,9.927e-08,0.02221,0.0658,2.70653,5.61184,2.03896,2.55059,0.66079,fliC-,PaQa,0,1,0.031035968125319037,0.8056283125983678,141.22063,363.24439,0.38878
Track_46,102,0,0,1,0,0,300,0,300,0.5383399999999999,46,46,138.62381000000002,147.99752,0,0.01169,0.05913,2.114e-08,3.136e-07,0.0154,3.5795800000000004,3.8375,3.31572,3.5692,0.11540999999999997,fliC-,PaQa,0,1,0.002879839528667307,0.32413527498053285,172.06313,424.61252,0.40522
Track_47,102,0,0,1,0,0,300,0,300,0.5039600000000001,47,47,166.09393,146.48385,0,0.02197,0.09649,0.0,0.01977,0.02045,3.551,3.95621,3.18838,3.57554,0.19386,fliC-,PaQa,0,1,0.006090868333463263,0.3061652951425586,198.36376,415.95127,0.47689
Track_48,102,0,0,1,0,0,300,0,300,0.54813,48,48,46.74704000000001,147.23979,0,0.0075400000000000016,0.04344,0.0,1.573e-07,0.01318,3.3382300000000003,3.61097,3.04746,3.30429,0.13619,fliC-,PaQa,0,1,0.0026531747670431437,0.4550870604556044,150.41001,400.21315,0.37582
Track_50,101,0,0,0,0,0,300,0,300,4.49519,50,50,273.73631,142.51205,0,0.03306,0.19956,0.0,0.01772,0.0416,2.55136,4.00694,1.62133,2.35901,0.52989,fliC-,PaQa,0,1,0.024323218746868155,3.152258994295911,429.1544,418.90877,1.02446
Track_51,102,0,0,1,0,0,300,0,300,0.41383,51,51,61.07044000000001,135.86183,0,0.02323,0.14707,1.296e-08,0.02,0.0255,3.34214,3.71367,3.02128,3.38275,0.1466,fliC-,PaQa,0,1,0.00668782611655854,0.2771524062846291,145.12876,356.69564,0.40687
Track_52,101,0,0,0,0,0,300,0,300,0.09686,52,52,103.71025,135.79175,0,0.030160000000000006,0.12869,6.979e-09,0.03185,0.02779,3.09081,3.73847,2.2355,3.13793,0.27386,fliC-,PaQa,0,1,0.006606468607489705,0.16306822095543308,515.66128,323.42377,1.59438
Track_53,107,1,1,2,0,0,300,0,300,0.37654,53,53,45.43472,160.74674,0,0.01251,0.05799,4.148e-10,0.00934,0.01564,3.3284,3.66296,3.13019,3.3430800000000005,0.10835,fliC-,PaQa,0,1,0.003312831943217802,0.2200338681634492,117.98313,356.69564,0.33077
Track_55,101,0,0,0,0,0,300,0,300,0.13745,55,55,299.72033,155.58378000000005,0,0.01191,0.15185,0.0,2.066e-07,0.02111,2.6937900000000004,3.07177,2.12943,2.77999,0.17795999999999998,fliC-,PaQa,0,1,0.004400538659212919,0.2132581613959457,335.78189,777.18879,0.43205
Track_56,112,1,1,4,0,0,300,0,300,0.41778,56,56,67.62859,158.88333,0,0.02976,0.38736,1.078e-08,0.0206,0.04524,2.1248400000000003,3.12851,0.18546,2.2136,0.69526,fliC-,PaQa,0,1,0.015412309282028157,0.3711542141467943,157.27563,312.33314,0.50355
Track_57,53,0,0,0,0,0,156,0,156,1.12394,57,57,99.42284,152.08309,0,0.04839,0.3686,2.744e-07,0.0385,0.05774,3.0040400000000003,3.32833,2.19967,3.07754,0.2397,fliC-,PaQa,0,1,0.052000776740440575,0.4647355529392482,433.8019,458.51815,0.9461
Track_59,115,0,0,5,0,0,300,0,300,0.61277,59,59,153.85848,148.33491999999995,0,0.01236,0.057999999999999996,3.474e-11,0.00924,0.0155,3.4348400000000003,3.67566,3.04746,3.51404,0.11928,fliC-,PaQa,0,1,0.0030611069607745147,0.26314080744913465,183.04813,482.17815,0.37963
Track_60,101,0,0,0,0,0,300,0,300,0.24041,60,60,17.23006,151.79352,0,0.007240000000000002,0.07253,0.0,1.769e-07,0.01548,3.91901,4.2112,3.3361400000000003,3.90783,0.13647,fliC-,PaQa,0,1,0.0026170060590039704,0.2917278478751481,178.61188,368.63127,0.48453
Track_61,103,0,0,1,0,0,300,0,300,1.47906,61,61,3.78816,173.31626,0,0.01208,0.0608,1.106e-08,0.00798,0.01518,3.59242,3.96571,3.21323,3.5425,0.16327,fliC-,PaQa,0,1,0.012778635937110315,0.9484647217482526,171.00688,492.84627,0.34698
Track_62,101,0,0,0,0,0,300,0,300,0.6944899999999999,62,62,111.23641,176.1588,0,0.02018,0.18903,0.0,0.01509,0.02847,2.5411,3.06369,1.21475,2.65245,0.38883,fliC-,PaQa,0,1,0.005348586877539336,0.5182713157251636,339.37314,731.9812900000002,0.46364
Track_63,101,0,0,0,0,0,300,0,300,0.12107,63,63,110.78855,170.33706,0,0.00655,0.05828,0.0,0.00124,0.01402,3.08563,3.43339,1.86522,3.3393900000000003,0.5,fliC-,PaQa,0,1,0.001165258068017836,0.13072491964396396,161.71188,293.10939,0.55171
Track_66,101,0,0,0,0,0,300,0,300,0.4303300000000001,66,66,91.37397,161.88807,0,0.00972,0.10164,0.0,1.794e-07,0.01624,2.93465,3.4391800000000003,2.48386,2.91015,0.15619,fliC-,PaQa,0,1,0.002973410158729392,0.4287729607224931,314.44564,681.07003,0.46169
Track_67,101,0,0,0,0,0,300,0,300,0.3359,67,67,195.18307,164.86215,0,0.00757,0.05391,0.0,2.617e-07,0.01229,2.73013,3.25867,2.3857,2.75412,0.2551,fliC-,PaQa,0,1,0.0010039182975647633,0.1790279735055797,613.57566,733.7769099999998,0.83619
Track_68,102,0,0,1,0,0,300,0,300,1.24721,68,68,86.78831,202.09079,0,0.05827,0.4017,4.777e-08,0.05014,0.05428,3.68388,4.54974,2.35117,3.78129,0.39053,fliC-,PaQa,0,1,0.03961527793143683,0.48553801577381456,348.66814,449.22315,0.7761600000000001
Track_69,102,0,0,1,0,0,300,0,300,0.46651,69,69,292.1606700000001,202.65878,0,0.01102,0.060979999999999986,0.0,0.00129,0.01387,2.78051,3.14249,2.48386,2.77999,0.15163,fliC-,PaQa,0,1,0.0025804984470677336,0.30976790453466374,305.99564,692.16066,0.44209
Track_70,101,0,0,0,0,0,300,0,300,0.9693,70,70,198.44902,194.42619,0,0.02869,0.18617,7.082e-09,0.02153,0.0315,3.56256,3.84244,2.62299,3.60797,0.23089,fliC-,PaQa,0,1,0.015985456699383088,0.43802221068767555,195.61751,533.72315,0.36651
Track_71,114,1,1,5,0,0,300,0,300,0.77098,71,71,266.64761,187.87022,0,0.00937,0.05501,0.0,2.093e-07,0.01341,2.63893,3.02632,2.01326,2.6398900000000003,0.15323,fliC-,PaQa,0,1,0.003706423529356574,0.37991612526352675,286.8775100000001,618.43441,0.46388
Track_72,95,0,0,6,0,0,243,0,243,0.8262200000000001,72,72,64.62208000000001,189.00131,0,0.0291,0.17252,0.0,0.01829,0.03737,2.94096,3.37297,2.7258400000000003,2.94345,0.14962,fliC-,PaQa,0,1,0.009851839975351143,0.2625597514499907,431.47815,696.28003,0.61969
Track_73,101,0,0,0,0,0,300,0,300,0.33989,73,73,138.3603,182.29907,0,0.01421,0.11915,0.0,3.429e-07,0.02037,3.43522,3.86312,3.0602,3.38947,0.16198,fliC-,PaQa,0,1,0.0046764590052847405,0.2380700679667513,186.95626,1045.58193,0.17881
Track_74,105,0,0,2,0,0,300,0,300,0.31276,74,74,248.70039,182.73221,0,0.01118,0.06813999999999999,0.0,1.728e-07,0.016640000000000002,2.87899,3.30672,2.2355,2.96933,0.30753,fliC-,PaQa,0,1,0.0022326087465340152,0.22630984995278164,314.86814,256.24626,1.22877
Track_75,101,0,0,0,0,0,300,0,300,0.4815,75,75,240.92374,247.74848,0,0.0264,0.13715,0.0,0.01695,0.031,3.69613,4.09743,3.36945,3.72322,0.14274,fliC-,PaQa,0,1,0.01243570909508203,0.38257243076844194,205.12376,458.20127,0.44767
Track_76,101,0,0,0,0,0,300,0,300,0.13957999999999998,76,76,52.10227,236.74957,0,0.01244,0.05587,0.0,0.00778,0.0141,2.33143,2.80985,2.04991,2.3146400000000003,0.18639,fliC-,PaQa,0,1,0.002302143835974079,0.2332260289634687,231.74126,539.21565,0.42977
Track_77,103,0,0,1,0,0,300,0,300,0.61369,77,77,173.46704,237.487,0,0.0205,0.30649,0.0,2.387e-07,0.03782,2.8035400000000004,3.0434,1.07579,2.813,0.23248,fliC-,PaQa,0,1,0.015194705297091682,0.883951448463088,97.28063,357.75189,0.27192
Track_78,101,0,0,0,0,0,300,0,300,0.40669,78,78,111.86723,216.35854,0,0.01423,0.07293999999999999,0.0,0.01089,0.01591,3.3263800000000003,3.79355,2.99598,3.30191,0.14939000000000002,fliC-,PaQa,0,1,0.0006327277013217136,0.29835676739224914,257.72501,451.9694,0.57023
Track_79,106,0,0,1,0,0,300,0,300,0.52355,79,79,203.63306,231.55200000000002,0,0.0075200000000000015,0.04475,2.883e-09,1.992e-07,0.01225,2.86111,3.07177,2.48386,2.88218,0.17982,fliC-,PaQa,0,1,0.002031958274545418,0.3916962702478435,267.65376000000003,665.54316,0.40216
Track_80,109,1,1,4,0,0,300,0,300,0.53056,80,80,33.29626,202.81742,0,0.01088,0.05835,1.228e-11,2.981e-07,0.01565,3.70448,4.16174,3.3666400000000003,3.679980000000001,0.19244,fliC-,PaQa,0,1,0.003267883777294366,0.2770405371609357,195.40626,440.24502,0.44386
Track_81,109,0,0,6,0,0,300,0,300,0.31725,81,81,139.55286,206.87792,0,0.01233,0.05954,0.0,0.00243,0.014980000000000004,3.39086,4.00701,2.94646,3.35218,0.18996,fliC-,PaQa,0,1,0.0020901096974734463,0.1745209179862044,189.06876,503.19753,0.37573
Track_82,109,0,0,2,0,0,219,0,219,2.16761,82,82,243.47504,264.19162,0,0.07937999999999999,0.7871199999999999,7.11e-09,0.03339,0.1525,3.40098,3.7932,3.0272,3.36781,0.20755,fliC-,PaQa,0,1,3.802407909677057,1.5459180565751778,1687.25383,1191.76693,1.41576
Track_83,103,0,0,2,0,0,300,0,300,0.36398,83,83,104.61835,256.29827,0,0.01518,0.07022,3.93e-08,0.01209,0.01838,3.26451,3.661680000000001,2.89735,3.30965,0.15386,fliC-,PaQa,0,1,0.0025551985041847485,0.27890889083065734,68.33938,96.22438,0.71021
Track_84,101,0,0,0,0,0,300,0,300,0.30657,84,84,30.03951,257.54878,0,0.00955,0.08626,0.0,2.649e-07,0.0147,3.61719,3.851480000000001,3.2663,3.60719,0.15795,fliC-,PaQa,0,1,0.0013673670162258676,0.2101863760040409,156.53626,328.17689,0.47699
Track_86,183,2,1,1,0,0,300,0,300,0.43545,86,86,60.86151,256.5829,0,0.02293,0.7569600000000001,0.0,9.156e-07,0.06329,2.07145,2.5137400000000003,1.7533,2.08006,0.20283,fliC-,PaQa,0,1,6.349701015858673,1.9002845451055708,276.20939,564.46003,0.48933
Track_87,105,0,0,2,0,0,300,0,300,0.43773,87,87,102.45311,248.24844,0,0.015969999999999998,0.06221,0.0,0.008790000000000001,0.01895,3.08611,3.5401199999999995,2.43461,3.14257,0.25758000000000003,fliC-,PaQa,0,1,0.004524887457630654,0.22480113166549304,118.51126,279.06126,0.42468
Track_89,101,0,0,0,0,0,300,0,300,0.07137,89,89,176.65065,286.1378,0,0.03718,0.15275,0.0,0.02515,0.03695,3.12474,3.93681,2.54118,3.1197,0.25287,fliC-,PaQa,0,1,0.010481469446593228,0.25616246025867434,626.14503,351.73127,1.78018
Track_90,102,0,0,1,0,0,300,0,300,0.26303000000000004,90,90,212.31925,288.2671200000001,0,0.01118,0.09123,0.0,2.312e-07,0.01744,3.0155,3.35801,2.56131,2.98646,0.15517,fliC-,PaQa,0,1,0.0033728622062222315,0.22180531159826367,222.02376,671.77503,0.3305
Track_91,101,0,0,0,0,0,300,0,300,0.06749,91,91,79.56098,280.32939,0,0.00962,0.07712000000000001,0.0,2.193e-07,0.016130000000000002,3.00736,3.38567,2.60897,2.97707,0.15882000000000002,fliC-,PaQa,0,1,0.0003647656618174929,0.16235654256429777,229.73439,263.85126,0.8707
Track_92,103,0,0,1,0,0,300,0,300,0.4234100000000001,92,92,40.02756,281.75742,0,0.00953,0.06875,0.0,1.3789999999999998e-07,0.01651,3.44553,3.80866,2.6370400000000003,3.50914,0.23172,fliC-,PaQa,0,1,0.0034050999293653256,0.2950898178868242,162.76813,685.29503,0.23752
Track_93,109,0,0,7,0,0,300,0,300,0.8908799999999999,93,93,302.62615,276.47995,0,0.03484,0.33283,0.0,0.01961,0.04845,3.44662,4.02114,1.7011900000000002,3.57161,0.52617,fliC-,PaQa,0,1,0.03174467787239347,0.37983179919198634,253.39439,483.12877,0.52449
Track_94,112,0,0,2,0,0,300,0,300,0.35952,94,94,281.48892,276.73718,0,0.00933,0.07284,0.0,1.536e-07,0.01629,3.1768400000000003,3.63521,2.7258400000000003,3.07662,0.26876,fliC-,PaQa,0,1,0.002306566925741971,0.24995158352870928,635.3344099999998,857.5694199999998,0.74085
Track_95,102,0,0,1,0,0,300,0,300,0.5596300000000001,95,95,39.17093,268.07115,0,0.025,0.09896,0.0,0.02105,0.02278,3.45851,3.90357,3.04443,3.43419,0.17682,fliC-,PaQa,0,1,0.00639869231174031,0.28641662230054615,264.06251000000003,374.86314,0.7044199999999999
Track_97,101,0,0,0,0,0,300,0,300,0.34542,97,97,293.3588299999999,317.43305,0,0.01586,0.066,0.0,0.00966,0.01857,3.19433,3.59199,2.84747,3.22398,0.14406,fliC-,PaQa,0,1,0.004123683476654632,0.23353480283957326,422.18315,780.56879,0.54087
Track_99,103,0,0,1,0,0,300,0,300,1.13734,99,99,326.80826,314.00451,0,0.015580000000000004,0.14443,0.0,0.00912,0.02248,2.74826,3.20097,2.2949,2.69996,0.1817,fliC-,PaQa,0,1,0.008743508343303426,0.7472370812794396,233.00876,644.62941,0.36146
Track_100,104,0,0,2,0,0,300,0,300,0.45227,100,100,76.65217,305.47589,0,0.01229,0.06006,0.0,3.968e-07,0.01625,3.70106,3.9195,3.3662300000000003,3.74753,0.12277,fliC-,PaQa,0,1,0.0033360095152975586,0.34584995738775715,160.86688,401.48065,0.40068
