Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY,Strain,Reporter,TimePoint,TeckRep,MSD,RMSD,PaqaTotalFluorescence,rfpTotalFluorescence,PaQa_RFP_ratio
Track_26,75,3,1,0,0,0,231,0,231,4.70029,26,26,242.86977000000002,124.72684,0,0.12259,0.3973,4.6379999999999996e-08,0.09705,0.08687,2.8502,4.3540800000000015,0.18545999999999999,3.11485,1.03611,fliC-,PaQa,1,1,0.09884972019268319,2.3214322230153757,1788.33696,3052.87953,0.5857899999999999
Track_27,89,0,0,0,0,0,264,0,264,1.4398,27,27,1.41479,120.19225,0,0.0364,0.40685,0.0,0.0,0.07281,3.06712,3.98751,0.68179,3.3169,0.68802,fliC-,PaQa,1,1,0.011351738425431575,1.2494099965688354,440.77315,392.60814,1.12268
Track_28,118,1,1,9,0,0,300,0,300,0.9133700000000001,28,28,194.02489,212.0625,0,0.08322,0.36127,0.0,0.05483,0.07959,1.56613,2.39243,0.18545999999999999,1.58388,0.52441,fliC-,PaQa,1,1,0.049618247753907024,1.4879782131590147,570.05815,666.70503,0.8550399999999999
Track_30,105,0,0,3,0,0,300,0,300,2.41661,30,30,275.63461,201.83713,0,0.02885,0.15217999999999998,0.0,0.01932,0.03046,3.516,3.87585,3.14257,3.4889300000000003,0.16005,fliC-,PaQa,1,1,0.005815094671687431,1.4673472798668667,464.85565,510.48565,0.91061
Track_31,108,0,0,3,0,0,300,0,300,2.28782,31,31,168.85946,190.83313,0,0.0222,0.10205,0.0,0.019530000000000002,0.02518,2.60297,2.9481900000000003,2.07477,2.6663200000000002,0.19887,fliC-,PaQa,1,1,0.005282892497334323,1.3634260300503005,386.05939,879.8562900000002,0.43878
Track_34,110,0,0,6,0,0,300,0,300,7.389019999999999,34,34,160.30853000000005,260.93451,0,0.0384,0.35176999999999997,0.0,0.02282,0.04627,2.69639,3.3467599999999997,2.05757,2.7044900000000003,0.30546999999999996,fliC-,PaQa,1,1,0.01121100949588934,4.743533768249601,214.73564,350.46377,0.6127199999999999
Track_35,106,0,0,3,0,0,300,0,300,3.17245,35,35,25.25672,252.96448999999998,0,0.02084,0.07495,0.0,0.01935,0.01788,2.7126099999999997,3.20447,2.19208,2.7749599999999996,0.21363000000000001,fliC-,PaQa,1,1,0.004186295433738105,2.0031612146685442,167.41563,908.90317,0.1842
Track_36,178,3,2,5,0,0,300,0,300,3.2430000000000003,36,36,245.35561,244.86635,0,0.13165,1.03104,5.7940000000000005e-09,0.06926,0.18565,3.4657400000000003,4.0976300000000005,2.72113,3.4787199999999996,0.26614,fliC-,PaQa,1,1,5.536303932584558,1.7129315704469585,463.7994,539.1100299999998,0.86031
Track_39,71,6,2,3,0,0,210,0,210,2.01999,39,39,201.825,219.70001000000002,0,0.08657999999999999,0.39434,0.0,0.05975,0.08265,0.9907600000000001,2.07477,0.18545999999999999,0.89651,0.59815,fliC-,PaQa,1,1,0.08990013185062021,0.9663068316075449,656.56503,786.5894099999998,0.8347
Track_5,53,0,0,1,0,0,153,0,153,4.95368,5,5,271.64302999999995,196.625,0,0.0484,0.2323,6.821e-13,0.04918,0.03781,0.2459800000000001,0.31666,0.06878,0.25424,0.04952,fliC-,PaQa,2,1,0.018277678288037565,2.8228368399367523,159.28251,414.7894,0.38401
Track_7,94,0,0,0,0,0,279,0,279,6.25571,7,7,197.20155,235.32336,0,0.10840999999999999,0.8225600000000001,0.0119,0.08283,0.10998,0.46547,0.54852,0.27091,0.48483999999999994,0.06521,fliC-,PaQa,2,1,0.13647196622890617,3.3583403671038736,415.6344,422.92252,0.98277
Track_10,71,0,0,1,0,0,207,0,207,2.8389900000000003,10,10,140.05137,222.23795,0,0.0956,1.5660399999999999,4.183e-07,0.04987,0.19624,0.36576,0.6339600000000001,0.11185,0.40802,0.11433,fliC-,PaQa,2,1,0.2526630558901945,1.3959815773088569,226.67126,377.71502,0.60011
Track_11,101,0,0,0,0,0,300,0,300,3.4653,11,11,172.07621,217.60349,0,0.0338,0.19789,7.086e-07,0.02653,0.027710000000000002,0.48599,0.61311,0.35941999999999996,0.48348,0.062329999999999997,fliC-,PaQa,2,1,0.013754683775368173,2.3406935742954427,1449.91445,637.34128,2.27494
Track_31,101,0,0,0,0,0,300,0,300,0.325,31,31,214.50001,331.82501,0,0.00108,0.10833,0.0,0.0,0.01083,0.36808,0.46785,0.27654,0.36844,0.041339999999999995,fliC-,PaQa,2,1,0.0003116247077138022,0.13400093283256928,201.11001,468.4469,0.42931
Track_34,103,0,0,1,0,0,300,0,300,1.54942,34,34,276.48404,316.14301,0,0.0969,0.60569,1e-05,0.05223,0.1251,0.24475999999999998,0.53567,0.12714,0.23248000000000002,0.0719,fliC-,PaQa,2,1,0.1329478630077126,1.325771959881805,285.29314,341.59127,0.83519
Track_42,101,0,0,0,0,0,300,0,300,0.8438,42,42,23.64588,37.138870000000004,0,0.08799,1.5176,0.0,0.0173,0.24431,0.26463000000000003,0.40179000000000004,0.15797,0.26254,0.030789999999999998,fliC-,PaQa,2,1,0.2817142736948666,1.026011523589771,228.25564,274.62501000000003,0.83115
Track_47,98,3,2,1,0,0,300,0,300,4.14018,47,47,292.6620000000001,60.61199000000001,0,0.08221,0.42938999999999994,0.00018999999999999998,0.07153999999999999,0.06115,0.1262,0.24611999999999998,0.05631,0.12902,0.03562,fliC-,PaQa,2,1,0.0376967180726089,2.2177482582112376,813.31254,869.2937900000002,0.9356
Track_54,102,0,0,1,0,0,300,0,300,7.675969999999999,54,54,10.825380000000001,75.68715999999998,0,0.09383999999999999,0.42477,1.276e-07,0.07808,0.07911,0.29085,0.40565,0.1276,0.33612,0.08541,fliC-,PaQa,2,1,0.044801126815585145,5.314248002851217,204.80689,355.32252,0.5764
Track_128,52,6,2,0,0,0,180,15,195,13.780870000000002,128,128,311.81723999999997,115.2029,0,0.30277,0.8726,0.01829,0.2422300000000001,0.20751,0.17415999999999998,0.25422,0.057470000000000014,0.1812,0.05112,fliC-,PaQa,2,1,0.6509735529862368,4.486271768268913,nan,nan,nan
Track_186,47,4,2,1,0,0,150,33,183,43.03318,186,186,109.84716999999999,140.20747,0,0.5248,1.0705,0.06187,0.5554600000000001,0.23517,0.26161999999999996,0.38354,0.05757,0.30755,0.09352,fliC-,PaQa,2,1,1.360949532739919,20.1416805286537,nan,nan,nan
Track_222,62,0,0,0,0,0,183,45,228,8.62,222,222,235.11279,272.58898,0,0.11861,0.6077899999999999,0.00817,0.0912,0.10655,0.40941,0.44935,0.32427,0.41258,0.02048,fliC-,PaQa,2,1,0.10815783305626983,4.843662244895158,nan,nan,nan
Track_256,52,0,0,0,0,0,153,57,210,3.20016,256,256,198.00486999999998,157.42978,0,0.1227,0.7979,0.00847,0.07232000000000001,0.1422,0.37949,0.5541,0.08036,0.40395,0.11215,fliC-,PaQa,2,1,0.0550640870638259,1.501194171482208,nan,nan,nan
Track_346,73,0,0,0,0,0,216,84,300,8.40964,346,346,26.22384000000001,112.03328,0,0.16955,0.87692,0.00506,0.1015,0.17115999999999998,0.40626999999999996,0.48128000000000004,0.17815999999999999,0.41593,0.047389999999999995,fliC-,PaQa,2,1,0.206164345871152,5.347687406778308,nan,nan,nan
Track_363,74,0,0,3,0,0,210,90,300,0.7185,363,363,150.0404,300.7888,0,0.07021000000000001,0.39564,3.167e-07,0.051570000000000005,0.07152,0.28772,0.32226,0.06896000000000001,0.29361,0.03587,fliC-,PaQa,2,1,0.031554341223345106,1.6897136195955085,nan,nan,nan
Track_377,54,1,2,0,0,0,165,96,261,5.07421,377,377,226.92201,300.67004,0,0.11988,0.6594300000000001,4.738e-07,0.09,0.12242,0.31547,0.38354,0.05757,0.34174,0.07845,fliC-,PaQa,2,1,0.15478153879412151,5.103953995186758,nan,nan,nan
Track_382,75,0,0,3,0,0,201,99,300,6.1012900000000005,382,382,286.89274,183.69183999999998,0,0.20017000000000001,1.26302,0.0055,0.09187999999999999,0.29034,0.3568,0.49478,0.17502,0.35167,0.04565,fliC-,PaQa,2,1,1.9476466018009895,4.954522788565499,nan,nan,nan
Track_455,49,2,2,0,0,0,153,126,279,3.8166800000000003,455,455,264.84243,292.3387,0,0.20578000000000002,1.09812,0.01511,0.1243,0.22318000000000002,0.19858,0.31571,0.06435,0.19594,0.06415,fliC-,PaQa,2,1,0.4422887975392864,1.5978949794156259,nan,nan,nan
Track_471,58,0,0,1,0,0,168,132,300,2.09685,471,471,221.18702000000002,181.76788,0,0.17409000000000002,1.4923899999999999,0.0024,0.08561,0.25577,0.22171,0.35147,0.08161,0.22166999999999998,0.05483,fliC-,PaQa,2,1,0.45344949504542487,2.8552239396688193,nan,nan,nan
Track_507,53,0,0,0,0,0,156,144,300,4.9036300000000015,507,507,13.66758,26.64862,0,0.08868,1.39773,2.704e-07,0.03589,0.23898000000000005,0.24581999999999998,0.29974,0.20317000000000002,0.25063,0.017490000000000002,fliC-,PaQa,2,1,0.2210540705113474,5.533891014552615,nan,nan,nan
Track_10,56,2,2,2,0,0,168,0,168,4.50784,10,10,16.28813,12.4841,0,0.3077,1.07845,0.024319999999999998,0.19729000000000002,0.2345,3.12207,4.10499,1.24902,3.17818,0.60831,fliC-,PaQa,3,1,0.6024183261246736,2.252215881235432,297.01751,293.53189,1.01187
Track_25,78,0,0,1,0,0,225,0,225,10.15194,25,25,242.69859,23.68661,0,0.18539,1.08229,0.00632,0.12078,0.21208000000000002,4.1700099999999996,6.5811,2.81957,4.12023,0.6685399999999999,fliC-,PaQa,3,1,1.0247702313452656,5.0046272154744535,751.31066,377.71502,1.98909
Track_27,99,2,2,1,0,0,300,0,300,1.3,27,27,0.0,15.275,0,0.13529000000000002,0.71883,0.0,0.08988,0.16416,3.68719,6.47745,1.3403200000000002,3.6867300000000003,0.65952,fliC-,PaQa,3,1,0.07622746721550377,1.692715201495358,162.76813,376.13064,0.43274
Track_31,105,0,0,1,0,0,300,0,300,1.33065,31,31,42.08501,18.77209,0,0.059160000000000004,0.75469,2.036e-07,0.03151,0.09277,3.50138,5.03752,2.4941299999999997,3.2443,0.63349,fliC-,PaQa,3,1,0.4015849778200188,0.9261085400865002,261.84439,308.21377,0.84955
Track_50,113,2,1,2,0,0,300,0,300,0.55896,50,50,186.6021,45.175,0,0.12014000000000001,1.4416,4.147e-08,0.03728,0.22429000000000002,3.94055,6.583660000000001,2.01005,3.8452900000000003,0.68204,fliC-,PaQa,3,1,3.25730224847801,1.6370423956573203,262.26689,421.76065,0.62184
Track_68,136,0,0,3,0,0,300,0,300,6.60335,68,68,129.53095,47.438309999999994,0,0.37067,1.22852,0.00557,0.33873000000000003,0.29281,3.2146,6.5720300000000025,1.06975,3.10324,1.02939,fliC-,PaQa,3,1,12.974589256945382,8.62592433955015,714.1306599999998,493.05752,1.4483700000000002
Track_77,139,2,1,2,0,0,300,0,300,4.02537,77,77,33.83853,62.2212,0,0.2542,1.6276,0.01217,0.15813,0.27414,3.57396,5.31684,1.1548399999999999,3.7484300000000004,0.7303,fliC-,PaQa,3,1,30.674632310459018,5.1625194704041,528.97003,439.18877,1.20443
Track_87,122,0,0,4,0,0,300,0,300,1.39467,87,87,146.55795,68.8699,0,0.14801,1.45634,0.00235,0.05787000000000001,0.24538000000000001,3.1619900000000003,6.1321,1.8355099999999998,3.12406,0.6097600000000001,fliC-,PaQa,3,1,2.9217543449524817,2.8319822945397735,349.93564,861.90004,0.406
Track_93,119,2,1,4,0,0,300,0,300,5.50203,93,93,260.11123,71.84179,0,0.29575,1.31405,3.9990000000000003e-07,0.18994,0.28595,3.21516,6.4427,1.43645,2.87771,0.96172,fliC-,PaQa,3,1,2.5819237096600003,5.724233274688477,376.97564,588.5425299999998,0.64052
Track_98,174,1,1,4,0,0,300,0,300,2.75842,98,98,164.5377,68.35086,0,0.14755,1.6224399999999999,0.00065,0.06151,0.23981,3.4177699999999995,6.03233,1.9172900000000002,3.41371,0.57352,fliC-,PaQa,3,1,18.031646488447805,3.7940761206539046,661.3181599999998,768.9500400000002,0.86003
Track_105,63,2,1,1,0,0,189,0,189,9.0262,105,105,292.0496100000001,89.24955,0,0.5069100000000001,1.35752,0.08489,0.4608600000000001,0.2551,2.42014,4.65381,1.06975,2.39243,0.63173,fliC-,PaQa,3,1,1.66329331892774,7.122284646682734,245.05001,834.2262900000002,0.29375
Track_135,114,2,2,5,0,0,267,0,267,3.68339,135,135,218.08579,115.86618,0,0.31794,1.15755,0.00541,0.20993,0.29782,3.4164,7.52889,1.03231,3.46535,1.08808,fliC-,PaQa,3,1,6.707656368994178,4.917350176583432,1473.99695,953.58255,1.54575
Track_136,73,0,0,3,0,0,156,0,156,4.91486,136,136,229.03497000000002,117.24978,0,0.26586,1.47102,0.00573,0.15408,0.329,3.58106,7.5552199999999985,1.12079,3.5287300000000004,1.22509,fliC-,PaQa,3,1,5.48955736944182,4.352243028383314,644.41816,1237.50256,0.52074
Track_149,103,0,0,2,0,0,300,0,300,1.2879399999999999,149,149,150.30508999999995,132.78611,0,0.037380000000000004,0.40048,1.708e-13,0.0228,0.055670000000000004,2.95608,3.4988699999999997,2.03424,3.02632,0.30505,fliC-,PaQa,3,1,0.02155698413603702,1.1433424606192844,284.44814,252.86626,1.1249
Track_163,170,0,0,4,0,0,300,0,300,3.9560699999999995,163,163,200.28945,155.8426,0,0.1787,1.58998,0.00065,0.06516,0.26789,3.4336,6.9927100000000015,1.36578,3.35931,0.84175,fliC-,PaQa,3,1,4.919617220572874,4.620535829453798,166.04251000000005,351.94252,0.47179
Track_167,101,0,0,0,0,0,300,0,300,1.82328,167,167,273.74245,148.09903,0,0.030619999999999998,0.1326,7.276e-08,0.02745,0.024980000000000002,4.13857,4.7234300000000005,3.3282599999999998,4.21868,0.26733,fliC-,PaQa,3,1,0.005368590443726355,0.8729860490781098,466.7569,528.33628,0.88345
Track_173,101,0,0,0,0,0,300,0,300,1.6771900000000002,173,173,59.84311999999999,177.66018,0,0.08437,0.81706,0.007559999999999998,0.045860000000000005,0.12128,3.66088,4.95374,2.5627,3.71377,0.38051,fliC-,PaQa,3,1,0.11678206946706307,1.0409630078163223,408.0294,494.43065,0.82525
Track_178,101,0,0,0,0,0,300,0,300,3.3247800000000005,178,178,181.66037,164.09041000000005,0,0.11775999999999999,0.73063,0.0,0.06646,0.16746,3.84283,4.62439,1.25684,3.9457199999999997,0.47658,fliC-,PaQa,3,1,0.28652874199673106,2.13800860496776,789.23004,522.63253,1.51011
Track_193,85,1,1,0,0,0,255,0,255,1.76659,193,193,94.72178000000001,217.04148999999998,0,0.08653,0.35908,8.890000000000002e-08,0.07265,0.0713,3.04,4.165109999999999,1.07579,3.32956,0.85308,fliC-,PaQa,3,1,0.04326047487266439,1.4539103042219041,1476.84882,1409.67132,1.04765
Track_196,64,1,1,5,0,0,168,0,168,8.31529,196,196,252.56086000000002,226.98627000000002,0,0.15765,1.02512,0.00317,0.10833,0.17799,2.92388,4.794969999999998,1.07579,2.6448,0.9203899999999999,fliC-,PaQa,3,1,0.2447899401451079,4.134252484548656,395.35439,402.32565,0.98267
Track_200,54,1,1,1,0,0,159,0,159,4.79852,200,200,82.99724,203.67453,0,0.04942,0.15019000000000002,3.083e-08,0.038419999999999996,0.03903,2.92138,3.62817,1.07579,3.21897,0.61233,fliC-,PaQa,3,1,0.008120763002817326,2.2672664302735277,740.43129,519.67503,1.4248
Track_202,102,0,0,1,0,0,300,0,300,1.38231,202,202,238.61115,205.77836000000002,0,0.03785,0.12658,3.38e-08,0.03714,0.0248,4.17183,4.69273,3.7768699999999997,4.19118,0.2245,fliC-,PaQa,3,1,0.011143989068222554,1.1452894289594011,265.43564,416.26815,0.63766
Track_207,105,0,0,3,0,0,300,0,300,1.6500299999999999,207,207,68.65120999999999,257.77656,0,0.0529,0.40812,2.008e-10,0.03295,0.06361,3.80626,4.49453,2.18523,3.8560800000000004,0.4358,fliC-,PaQa,3,1,0.008270229086806384,0.8869052110743161,292.3700100000001,495.9094,0.5895600000000001
Track_217,67,2,1,4,0,0,192,0,192,6.5601899999999995,217,217,69.38029,240.45112999999998,0,0.05259,0.38561999999999996,1.196e-07,0.044969999999999996,0.0517,2.40984,3.6850300000000002,1.04633,2.32783,0.5411100000000001,fliC-,PaQa,3,1,0.007143045424479307,3.644019090643911,245.78939,330.3950200000001,0.74393
Track_219,58,0,0,1,0,0,165,0,165,2.11214,219,219,160.38748,241.14962000000003,0,0.09114,0.6296,0.0,0.06079,0.11399000000000001,2.6903599999999996,3.42029,1.7399099999999998,2.69102,0.38279,fliC-,PaQa,3,1,0.13695177752111504,1.531284318650173,948.82942,799.1587900000002,1.18729
Track_226,68,0,0,0,0,0,201,0,201,14.81405,226,226,209.62501,331.82501,0,0.17318,0.87416,0.0,0.1028,0.18084,3.3515800000000002,4.84544,1.14171,3.4575199999999997,0.74278,fliC-,PaQa,3,1,0.22894507491043475,11.44045631438718,789.86379,523.3719,1.50918
Track_227,99,2,1,0,0,0,300,0,300,2.0082400000000002,227,227,166.42137,307.5842,0,0.0424,0.3095,1.553e-08,0.03132,0.04295,1.7780200000000002,2.86535,1.0113,1.78465,0.31823,fliC-,PaQa,3,1,0.011390676017425369,1.8166918193131065,248.95814,671.66941,0.37066
Track_0,101,0,0,0,0,0,300,0,300,0.23451999999999998,0,0,40.4638,58.81469,0,0.031689999999999996,0.09345,1.91e-08,0.03217,0.0224,4.01135,4.389480000000002,3.5168800000000005,4.0154,0.13929,pilG-fliC-,PaQa,0,1,0.006187459818793164,0.1934272951395455,171.21813,369.15939,0.4638100000000001
Track_1,101,0,0,0,0,0,300,0,300,0.54256,1,1,149.7133,56.267869999999995,0,0.01564,0.07841000000000001,0.0,0.008320000000000001,0.01957,2.4958299999999998,2.8524700000000003,2.15345,2.4331,0.19856,pilG-fliC-,PaQa,0,1,0.004853664365773686,0.3611887442238425,166.88751000000005,697.01941,0.23943000000000006
Track_2,106,0,0,4,0,0,300,0,300,0.5371199999999999,2,2,94.04051,55.32066,0,0.13985999999999998,0.40433,5.2960000000000006e-08,0.12159,0.08259,2.08177,2.75412,1.41064,2.07477,0.26237,pilG-fliC-,PaQa,0,1,0.13220910993818671,0.8346364239818064,86.6125,259.20376,0.33415
Track_3,101,0,0,0,0,0,300,0,300,0.25025,3,3,146.32315,54.49061,0,0.009040000000000001,0.04963,0.0,0.00262,0.01325,2.5765700000000002,3.08988,2.23769,2.5654,0.21502,pilG-fliC-,PaQa,0,1,0.001528645638553243,0.15331782365725896,184.31563,290.68001,0.63408
Track_7,103,0,0,1,0,0,300,0,300,0.49281,7,7,186.51813,60.56389,0,0.01457,0.06924,1.236e-08,0.00049,0.01948,3.33454,3.74036,2.71325,3.4700300000000004,0.32011,pilG-fliC-,PaQa,0,1,0.0033573013366136116,0.34694290458398047,121.99688,305.36189,0.39952
Track_8,101,0,0,0,0,0,300,0,300,0.35701,8,8,35.59418,46.93548,0,0.01067,0.06812,5.965e-09,0.00831,0.013340000000000001,3.1488,3.47735,1.93423,3.18794,0.21474000000000001,pilG-fliC-,PaQa,0,1,0.0021017397694937283,0.1821662326996949,150.72688,466.22877,0.32329
Track_9,108,0,0,5,0,0,300,0,300,0.36336,9,9,150.8,47.45,0,0.17499,0.4289600000000001,0.014580000000000001,0.15449000000000002,0.09956,2.30843,2.91015,1.07579,2.34812,0.27353,pilG-fliC-,PaQa,0,1,0.19276598523629848,0.8809725278896382,205.44064,596.57003,0.34437
Track_12,105,0,0,2,0,0,300,0,300,0.87689,12,12,137.96264,52.83031999999999,0,0.07121,0.23354,2.154e-06,0.05546,0.048310000000000006,3.4260800000000002,4.00701,2.4567900000000003,3.46461,0.25675,pilG-fliC-,PaQa,0,1,0.031481380163098684,0.6418466468825839,110.37813,342.85877,0.32193
Track_14,104,0,0,3,0,0,300,0,300,2.4081,14,14,287.98109,50.18477,0,0.08347,0.31854,1.0609999999999999e-08,0.07556,0.06451,3.51833,4.1442,3.06373,3.5166199999999996,0.21302,pilG-fliC-,PaQa,0,1,0.0422725650755632,1.27583571036887,142.59376,431.2669,0.33064
Track_15,107,0,0,5,0,0,300,0,300,1.0248899999999999,15,15,205.09888,49.32249,0,0.12234,0.41665,5.684e-14,0.10509,0.08307,2.1794,2.75412,1.24902,2.2136,0.2891,pilG-fliC-,PaQa,0,1,0.09980797770214975,0.688237560207367,82.49313000000002,273.46314,0.30166
Track_18,102,0,0,1,0,0,300,0,300,0.5141600000000001,18,18,244.56423999999998,82.51857,0,0.12347000000000001,0.34371,1.2990000000000001e-08,0.10622000000000001,0.08672,2.54881,3.02988,1.6391099999999998,2.49569,0.21761999999999998,pilG-fliC-,PaQa,0,1,0.12735893206810806,0.8977576005468206,207.55314,612.62503,0.33879000000000004
Track_19,103,0,0,2,0,0,300,0,300,0.58049,19,19,230.42914,82.35302,0,0.02818,0.14239000000000002,0.0,0.0273,0.02553,3.3515800000000002,3.6770199999999997,2.95054,3.38059,0.16255,pilG-fliC-,PaQa,0,1,0.0027923386417171,0.36929062861963374,113.54688,399.47377,0.28424
Track_21,101,0,0,0,0,0,300,0,300,0.38343,21,21,228.58729,97.48268,0,0.04216,0.22893000000000002,0.0,0.02216,0.05002,3.03982,3.6512300000000004,1.7050599999999998,3.05266,0.35888000000000003,pilG-fliC-,PaQa,0,1,0.024179492994794063,0.4409629156289697,89.88688,244.31064,0.36792
Track_24,101,0,0,0,0,0,300,0,300,0.83455,23,24,138.18788,70.50356,0,0.01718,0.12180999999999999,0.0,0.00923,0.02329,3.11085,3.45974,2.6520599999999996,3.08339,0.14873,pilG-fliC-,PaQa,0,1,0.005416049445952281,0.5797784919018566,152.20563,256.88001,0.5925199999999999
Track_25,102,0,0,1,0,0,300,0,300,0.56679,24,25,9.20952,69.31765,0,0.14708,0.58324,1.55e-07,0.12672,0.10629000000000001,3.36418,3.8981199999999996,2.5613099999999998,3.42029,0.22704000000000002,pilG-fliC-,PaQa,0,1,0.15388104096919952,1.1949094938882032,72.98688,282.96939,0.25793
Track_27,101,0,0,0,0,0,300,0,300,0.39485,26,27,163.47546,67.11254,0,0.02178,0.07881,0.0,0.0172,0.02115,2.5979799999999997,3.01234,2.05757,2.61401,0.21215,pilG-fliC-,PaQa,0,1,0.006564157155556387,0.35872751475875797,89.57,333.14127,0.26886
Track_28,101,0,0,0,0,0,300,0,300,0.37593000000000004,27,28,320.38436,81.14633,0,0.0452,0.20334000000000002,1.178e-07,0.03959,0.033339999999999995,3.24041,3.8247699999999996,2.3489299999999997,3.24764,0.23786999999999997,pilG-fliC-,PaQa,0,1,0.008028525397106044,0.4028354904362266,344.76002,1046.95505,0.3293
Track_30,106,0,0,4,0,0,300,0,300,0.86495,29,30,265.95817999999997,81.70557,0,0.14708,0.36916,0.01642,0.13058,0.09177,2.2158900000000004,2.7871200000000003,1.06975,2.2136,0.28423000000000004,pilG-fliC-,PaQa,0,1,0.13072969883383923,0.7612279725442467,91.47125,248.85251,0.36757
Track_33,106,0,0,3,0,0,300,0,300,0.8864,32,33,213.33303999999998,115.91708,0,0.18445,0.9003,2.8960000000000006e-08,0.1452,0.17547000000000001,3.96745,6.2236,2.6526099999999997,3.54975,0.9786799999999999,pilG-fliC-,PaQa,0,1,0.3344627108369849,1.5551250009513107,220.22814,489.36065,0.45003
Track_35,101,0,0,0,0,0,300,0,300,0.4200100000000001,34,35,241.03295,115.12261000000001,0,0.0474,0.54194,0.00075,0.02779,0.07602,2.18001,2.97987,1.05165,2.19824,0.29556,pilG-fliC-,PaQa,0,1,0.004897657997046786,0.31934550386845983,376.76439,1126.49068,0.33446
Track_36,101,0,0,0,0,0,300,0,300,0.4154600000000001,35,36,186.22316999999998,132.70158,0,0.02556,0.10429000000000001,0.0,0.030010000000000002,0.02199,3.09282,3.38975,2.6261799999999997,3.05445,0.15902,pilG-fliC-,PaQa,0,1,0.0066560265489672855,0.21240185856059535,112.38501,313.38939,0.35861
Track_37,101,0,0,0,0,0,300,0,300,0.38899,36,37,85.09914,132.82585,0,0.011729999999999999,0.06723,9.771e-09,0.011559999999999999,0.01369,3.08242,3.4109300000000005,2.5187,3.07177,0.17377,pilG-fliC-,PaQa,0,1,0.00194727155747706,0.22759386012588512,184.73813,531.18815,0.34778000000000003
Track_41,102,0,0,1,0,0,300,0,300,1.6956,39,41,24.25497,108.28087,0,0.16391,0.70792,0.013309999999999999,0.13864,0.12285,3.5101,5.79047,2.7671900000000003,3.4700300000000004,0.35069,pilG-fliC-,PaQa,0,1,0.21723271499649233,1.3769662595674295,86.6125,242.19814,0.35761
Track_42,102,0,0,1,0,0,300,0,300,0.32515,40,42,267.47628,106.7622,0,0.01431,0.08435,0.0,3.038e-07,0.0192,3.5639199999999995,4.11515,2.99843,3.3565400000000003,0.34312,pilG-fliC-,PaQa,0,1,0.0007103582022249316,0.18156874355910102,132.77063,518.40753,0.25611
Track_43,103,0,0,2,0,0,300,0,300,2.3763099999999997,41,43,74.89976999999998,98.89998,0,0.13472,0.37501999999999996,0.018269999999999998,0.11545,0.08167,3.3667,6.00066,2.36587,3.42046,0.4199,pilG-fliC-,PaQa,0,1,0.13063179671451813,1.6241043707494047,194.03313,1021.92193,0.18987
Track_44,104,0,0,1,0,0,300,0,300,0.6391600000000001,42,44,202.87487,115.42351000000001,0,0.02155,0.11342999999999999,0.0,0.01822,0.0258,3.99221,4.4318,3.2776400000000003,4.10491,0.33571999999999996,pilG-fliC-,PaQa,0,1,0.003758566746140153,0.35031751536965067,142.91063,421.9719,0.33867
Track_47,101,0,0,0,0,0,300,0,300,0.2796,44,47,317.1452,108.79833,0,0.02068,0.10342,0.0,0.013319999999999999,0.02481,3.33535,3.64713,2.93057,3.37755,0.12903,pilG-fliC-,PaQa,0,1,0.005491305649884589,0.17018397518275807,149.67063000000005,482.17815,0.31041
Track_48,106,0,0,5,0,0,300,0,300,1.2357200000000002,45,48,152.95297,150.38754,0,0.11317,0.38124,1.3219999999999999e-08,0.09679,0.08547,2.9021,3.3041099999999997,2.3227900000000004,2.91015,0.1917,pilG-fliC-,PaQa,0,1,0.07015652537901998,0.9551156620929386,185.68876,648.96003,0.28613
Track_50,103,0,0,2,0,0,300,0,300,0.10923,47,50,186.79158999999999,146.02338999999995,0,0.15491,0.45606,4.374e-08,0.1198,0.1103,2.4435,3.0733099999999998,1.7399099999999998,2.3868400000000003,0.23363,pilG-fliC-,PaQa,0,1,0.1541549104643949,0.8082928166469746,211.88376,770.64004,0.27495
Track_53,105,0,0,4,0,0,300,0,300,0.39721999999999996,50,53,310.8627,154.18646999999999,0,0.06748,0.18692999999999999,5.872999999999999e-08,0.06622,0.039560000000000005,3.3530800000000003,3.8427800000000003,2.77754,3.33735,0.19530999999999998,pilG-fliC-,PaQa,0,1,0.025559105660437044,0.6030981595884912,110.16688,415.2119,0.26533
Track_54,101,0,0,0,0,0,300,0,300,1.48716,51,54,246.69521,151.88246999999996,0,0.11893,0.47081999999999996,1.14e-08,0.10355999999999999,0.10455,2.65476,3.33362,1.97028,2.69089,0.32338,pilG-fliC-,PaQa,0,1,0.10592232853386603,1.052510353730054,99.81563,271.13939,0.36813
