Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY,Strain,Reporter,TimePoint,TeckRep
Track_0,101,0,0,0,0,0,300,0,300,3.1286,0,0,114.2553,83.62602,0,0.0334,0.11991,1.697e-08,0.02707,0.02843,3.61062,4.18852,2.61388,3.679980000000001,0.32137,pilG-fliC-,PaQa,3,1
Track_1,101,0,0,0,0,0,300,0,300,1.05547,1,1,53.18157,92.33889,0,0.02622,0.11473,0.0,0.02198,0.02357,3.71002,4.23706,3.2968,3.6528,0.18514,pilG-fliC-,PaQa,3,1
Track_2,125,0,0,5,0,0,300,0,300,0.83362,2,2,271.06603,68.62878,0,0.01465,0.10918,0.0,1.812e-07,0.02107,3.24867,4.06061,2.78221,3.17656,0.21244,pilG-fliC-,PaQa,3,1
Track_3,101,0,0,0,0,0,300,0,300,4.22664,3,3,256.32757999999995,82.80138000000002,0,0.04051,0.12978,1.945e-08,0.03817,0.02546,3.48736,4.04202,2.3537,3.59071,0.34063000000000004,pilG-fliC-,PaQa,3,1
Track_5,101,0,0,0,0,0,300,0,300,0.8358,5,5,303.99274,67.68503,0,0.02191,0.08479,1.186e-08,0.01949,0.01988,3.79253,4.40117,3.26819,3.74586,0.22795,pilG-fliC-,PaQa,3,1
Track_7,182,0,0,1,0,0,300,0,300,1.97733,7,7,60.3448,62.75187,0,0.03633,0.39095,0.0,0.02462,0.05662,2.80076,4.60336,1.81869,2.69152,0.49699,pilG-fliC-,PaQa,3,1
Track_9,102,0,0,1,0,0,300,0,300,0.50112,9,9,130.45416,56.02002,0,0.0174,0.10518,0.0,0.01056,0.02053,4.3304,4.61462,3.79198,4.39388,0.20135,pilG-fliC-,PaQa,3,1
Track_10,101,0,0,0,0,0,300,0,300,0.69057,10,10,54.24148,33.20221,0,0.02406,0.09377,9.359999999999999e-09,0.01845,0.02197,3.825180000000001,4.2843800000000005,3.33001,3.83557,0.18335,pilG-fliC-,PaQa,3,1
Track_12,104,0,0,2,0,0,300,0,300,0.42715,12,12,45.66252,30.38753,0,0.01508,0.07683999999999999,0.0,0.01233,0.01785,4.06835,4.3224,3.84402,4.0446,0.12458,pilG-fliC-,PaQa,3,1
Track_16,101,0,0,0,0,0,300,0,300,0.23737,16,16,100.40611,230.99436,0,0.01964,0.1224,1.34e-09,0.0173,0.02166,3.83285,4.06901,3.4292800000000003,3.81313,0.13046,pilG-fliC-,PaQa,3,1
