Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY,Strain,Reporter,TimePoint,TeckRep
Track_0,101,0,0,0,0,0,300,0,300,0.31589,0,0,146.34143999999995,315.63368,0,0.01389,0.04662,1.6659999999999998e-08,0.01284,0.01196,0.19764,0.21044,0.18373,0.19628,0.00607,pilH-fliC-,PaQa,2,1
Track_1,77,0,0,0,0,0,228,0,228,27.8929,1,1,92.83096,306.91795,0,0.40643,1.51889,0.0,0.35213,0.25332,0.12874000000000002,0.17006,0.060479999999999985,0.13058,0.01189,pilH-fliC-,PaQa,2,1
Track_2,99,2,1,0,0,0,300,0,300,1.04728,2,2,52.95154,306.5617,0,0.16005999999999998,0.52194,1.868e-06,0.15027,0.12683,0.09059,0.11221,0.05878,0.0932,0.01171,pilH-fliC-,PaQa,2,1
Track_6,101,0,0,0,0,0,300,0,300,68.22636999999999,6,6,97.02432,240.48279,0,0.41959,1.04695,0.02893,0.44004,0.20914,0.12214,0.15933,0.06022,0.12852,0.0215,pilH-fliC-,PaQa,2,1
Track_9,58,0,0,0,0,0,171,0,171,16.69789,9,9,248.3,222.4625,0,0.30187,0.57572,0.01792,0.31409000000000004,0.14235,0.07271,0.08635,0.05064,0.07303,0.005229999999999999,pilH-fliC-,PaQa,2,1
Track_10,101,0,0,0,0,0,300,0,300,45.79187,10,10,151.89979,214.91997,0,0.39071,0.79966,0.05812000000000001,0.38474,0.1553,0.11088,0.12575,0.09699,0.11092,0.00449,pilH-fliC-,PaQa,2,1
Track_11,62,1,1,0,0,0,186,0,186,7.10962,11,11,23.62946,188.80629,0,0.31791,0.8415600000000001,0.06484,0.30814,0.15548,0.08738,0.10475,0.05931,0.08786000000000001,0.00614,pilH-fliC-,PaQa,2,1
Track_12,75,0,0,0,0,0,222,0,222,0.79093,12,12,133.21797,183.18003,0,0.02734,0.2516,1.144e-07,0.02117,0.03444,0.08123,0.09132,0.06622,0.08141,0.0076799999999999985,pilH-fliC-,PaQa,2,1
Track_13,101,0,0,0,0,0,300,0,300,32.73827,13,13,265.45382,162.14278000000004,0,0.27528,0.54343,0.02552,0.27911,0.11857,0.09811,0.10835999999999997,0.09074,0.0983,0.00319,pilH-fliC-,PaQa,2,1
Track_14,108,1,1,4,0,0,300,0,300,0.31999,14,14,112.18606,160.03281,0,0.01557,0.09475,5.472e-08,0.01438,0.0161,0.08653999999999999,0.0978,0.07607,0.08693,0.00414,pilH-fliC-,PaQa,2,1
Track_15,101,0,0,0,0,0,300,0,300,10.26851,15,15,202.72337,148.29917,0,0.3377,1.05343,0.05371,0.31455,0.17274,0.11934000000000003,0.18313,0.09300000000000001,0.11736,0.01433,pilH-fliC-,PaQa,2,1
Track_20,101,0,0,0,0,0,300,0,300,17.57876,20,20,6.39406,141.91109,0,0.27158000000000004,0.69514,0.01808,0.27142,0.12991,0.09744,0.11025,0.07873,0.09814,0.0051,pilH-fliC-,PaQa,2,1
Track_25,55,0,0,0,0,0,162,0,162,13.31469,25,25,117.07799999999999,53.33544000000001,0,0.36352,0.8511700000000001,0.0899,0.37278,0.17859,0.10611,0.12847,0.05641,0.10795,0.01125,pilH-fliC-,PaQa,2,1
Track_28,101,0,0,0,0,0,300,0,300,22.55625,28,28,253.94722,33.861059999999995,0,0.35155,1.14423,0.055270000000000014,0.331,0.17912999999999998,0.18418,0.29578000000000004,0.12533,0.1456,0.05681,pilH-fliC-,PaQa,2,1
