Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY,Strain,Reporter,TimePoint,TeckRep
Track_0,101,0,0,0,0,0,300,0,300,0.39355,0,0,68.43172,20.5048,0,0.01257,0.07568,2.146e-09,3.84e-07,0.01706,2.91243,3.2901300000000004,2.38571,2.88218,0.15350999999999998,fliC-,PaQa,0,1
Track_1,101,0,0,0,0,0,300,0,300,0.86972,1,1,2.30175,23.72703,0,0.01074,0.05756,0.0,2.199e-07,0.0149,3.12113,3.44538,2.78503,3.10969,0.14967,fliC-,PaQa,0,1
Track_2,114,1,1,3,0,0,300,0,300,0.29912,2,2,235.16944,14.51683,0,0.00904,0.07173,0.0,1.574e-07,0.01475,2.75464,3.12536,2.3227900000000004,2.77496,0.18741,fliC-,PaQa,0,1
Track_4,104,0,0,2,0,0,300,0,300,3.3179199999999995,4,4,263.35485,2.12337,0,0.07746,0.83885,0.0,0.03476,0.13945,2.51595,3.83004,0.15471,2.45523,0.69808,fliC-,PaQa,0,1
Track_5,107,1,1,4,0,0,300,0,300,0.40108,5,5,135.81454,13.98924,0,0.00948,0.07459,1.203e-08,0.00354,0.01305,2.83304,3.12536,2.55261,2.77496,0.17342,fliC-,PaQa,0,1
Track_6,101,0,0,0,0,0,300,0,300,0.65,6,6,156.0,0.0,0,0.0195,0.10833,0.0,0.0,0.04183,4.94271,5.90726,4.27366,4.76904,0.4411600000000001,fliC-,PaQa,0,1
Track_7,111,0,0,4,0,0,300,0,300,2.33682,7,7,197.15313,47.77697,0,0.0172,0.08456,0.0,0.01565,0.01938,2.36361,2.91015,1.56109,2.36963,0.25283,fliC-,PaQa,0,1
Track_8,101,0,0,0,0,0,300,0,300,0.40319,8,8,296.69478,48.80798,0,0.0075299999999999985,0.04913,0.0,1.964e-07,0.01172,3.17005,3.5881,2.96926,3.1520200000000003,0.10472,fliC-,PaQa,0,1
Track_9,101,0,0,0,0,0,300,0,300,0.38894,9,9,119.73793,41.51635,0,0.01314,0.06911,0.0,0.0052,0.0168,2.15242,2.54562,1.5013,2.20977,0.18324,fliC-,PaQa,0,1
Track_10,100,1,1,0,0,0,300,0,300,0.93863,10,10,119.16009,46.73075,0,0.02879,0.12975,0.0,0.02203,0.03119,1.59261,2.24502,0.85496,1.56565,0.35491,fliC-,PaQa,0,1
