 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio
3,pilB_mNG_Agarose_Gasket_3_event1_tirf_RAW_Stack.tif,658,255,255,255,19.77356,34.472640000000006,1,732,156.44808999999998,114520.0,60,428,59.11654,370.0,231.0,37,154.51351,5717.0,111,193,22.78111,0,0,380.5,190.0,37,261.08108,9660.0,115,428,101.68043,0,0,1.37913
4,pilB_mNG_Agarose_Gasket_3_event1_tirf_RAW_Stack.tif,1091,255,255,255,41.28277,39.3011,1,1221,148.37183000000002,181162.0,55,856,100.40869,213.5,102.5,37,148.2973,5487.0,95,182,27.542759999999998,0,1,264.0,48.5,37,542.59459,20076.0,198,856,214.17354,1,0,2.5464599999999997
5,pilB_mNG_Agarose_Gasket_3_event1_tirf_RAW_Stack.tif,810,255,255,255,34.022220000000004,32.207409999999996,1,910,83.34945,75848.0,33,272,33.959579999999995,132.0,46.0,37,113.43243000000001,4197.0,64,144,24.33509,0,0,92.0,79.0,37,181.64865,6721.0,93,272,56.78576999999999,1,1,1.8996400000000002
1,pilB_mNG_Agarose_Gasket_3_event20_tirf_RAW_Stack.tif,810,255,255,255,39.2679,23.481479999999998,1,902,121.59534,109679.0,44,323,45.08189,196.0,291.5,37,133.67568,4946.0,97,166,19.3176,0,0,146.0,311.0,37,222.59458999999998,8236.0,109,323,62.93535,0,0,1.5285
2,pilB_mNG_Agarose_Gasket_3_event20_tirf_RAW_Stack.tif,774,255,255,255,39.05685,21.04393,1,864,153.04282,132229.0,52,734,79.98944,238.5,262.0,37,199.10811,7367.0,93,284,57.0525,0,0,286.0,243.0,37,418.43242999999995,15482.0,218,734,162.47693,0,1,2.2301
3,pilB_mNG_Agarose_Gasket_3_event20_tirf_RAW_Stack.tif,862,255,255,255,37.96172,31.012759999999997,1,962,225.25052000000002,216691.0,73,921,118.99875,308.5,188.5,37,174.40541000000002,6453.0,95,237,41.28321,0,1,351.5,153.0,37,594.24324,21987.0,256,921,205.18006,1,0,1.8129
4,pilB_mNG_Agarose_Gasket_3_event20_tirf_RAW_Stack.tif,751,255,255,255,34.71305,28.87417,1,843,84.06168000000001,70864.0,35,248,31.5034,411.0,56.5,37,79.78378000000001,2952.0,49,102,15.3788,0,1,368.0,81.5,37,152.43243,5640.0,71,248,58.09262,0,1,1.43382
5,pilB_mNG_Agarose_Gasket_3_event20_tirf_RAW_Stack.tif,675,255,255,255,12.815560000000001,37.577040000000004,1,751,99.01332,74359.0,41,159,30.049509999999998,449.0,222.5,37,97.16216,3595.0,71,129,16.95339,0,1,449.0,267.5,37,131.75676,4875.0,105,156,14.093739999999999,0,1,1.17605
6,pilB_mNG_Agarose_Gasket_3_event20_tirf_RAW_Stack.tif,771,255,255,255,18.61673,44.13554,1,860,98.45233,84669.0,40,317,37.45341,264.0,431.5,37,94.02703000000001,3479.0,46,145,28.95733,0,0,274.0,488.0,37,216.43242999999998,8008.0,147,317,51.12487,0,1,1.6672200000000001
1,pilB_mNG_Agarose_Gasket_3_event2_tirf_RAW_Stack.tif,1334,255,255,255,43.09445,41.87931,1,1479,114.08519,168732.0,40,701,73.00792,164.0,440.0,37,141.67568,5242.0,81,180,29.67233,0,0,213.0,375.5,37,432.40540999999996,15999.0,206,701,159.72154,0,0,2.73435
2,pilB_mNG_Agarose_Gasket_3_event2_tirf_RAW_Stack.tif,740,255,255,255,26.63243,37.987840000000006,1,829,159.22798999999998,132000.0,60,867,91.89563000000001,295.5,318.0,37,130.94595,4845.0,71,202,40.12892,0,1,319.0,361.5,37,447.2973,16550.0,224,867,196.80106,0,0,1.97357
3,pilB_mNG_Agarose_Gasket_3_event2_tirf_RAW_Stack.tif,814,255,255,255,33.67568,23.68305,1,907,164.51599,149216.0,65,962,103.49566999999999,418.0,284.5,37,144.35135,5341.0,116,173,14.761470000000001,0,1,375.0,260.0,37,555.0,20535.0,235,962,216.2916,1,0,2.3616
4,pilB_mNG_Agarose_Gasket_3_event2_tirf_RAW_Stack.tif,684,255,255,255,33.47515,22.50731,1,762,172.24278,131249.0,64,518,71.34228,348.0,193.0,37,159.86486000000002,5915.0,86,205,36.35257,0,0,307.0,207.0,37,330.86486,12242.0,145,518,117.81533999999999,0,1,1.49269
5,pilB_mNG_Agarose_Gasket_3_event2_tirf_RAW_Stack.tif,1087,255,255,255,39.1173,42.79531,1,1216,106.30921000000001,129272.0,43,348,40.83214,265.0,190.0,37,171.35135,6340.0,110,210,26.228920000000002,1,0,224.5,127.0,37,214.64865,7942.0,87,348,79.72669,0,1,1.91674
6,pilB_mNG_Agarose_Gasket_3_event2_tirf_RAW_Stack.tif,927,255,255,255,27.41909,35.21305,1,1030,135.53301000000002,139599.0,51,559,67.72522,233.5,226.0,37,152.21622,5632.0,116,170,15.9097,0,0,205.5,179.0,37,362.05405,13396.0,159,559,127.99087,0,1,2.03881
7,pilB_mNG_Agarose_Gasket_3_event2_tirf_RAW_Stack.tif,734,255,255,255,27.12807,30.468659999999996,1,823,113.72175,93593.0,44,238,39.349540000000005,173.0,183.5,37,134.24324,4967.0,114,147,10.42275,0,0,145.0,147.0,37,200.7027,7426.0,155,238,22.6616,0,1,1.5447899999999999
8,pilB_mNG_Agarose_Gasket_3_event2_tirf_RAW_Stack.tif,741,255,255,255,40.20175,15.77935,1,824,81.9466,67524.0,44,220,24.908279999999998,203.5,26.0,37,83.02703000000001,3072.0,67,100,8.920910000000001,0,0,150.0,27.5,37,138.62162,5129.0,67,220,49.49487,0,1,1.40111
9,pilB_mNG_Agarose_Gasket_3_event2_tirf_RAW_Stack.tif,729,255,255,255,26.410840000000004,36.59465,1,818,133.83252,109475.0,50,287,46.7933,466.0,351.0,37,127.78378000000001,4728.0,72,176,32.06429,0,1,439.0,394.0,37,213.91892,7915.0,128,287,44.35174,0,0,1.31272
1,pilB_mNG_Agarose_Gasket_3_event3_tirf_RAW_Stack.tif,1524,255,255,255,46.5794,50.47375,1,1693,194.1075,328624.0,59,998,103.12363,256.5,406.5,37,370.59459,13712.0,241,483,75.41495,0,1,189.5,331.0,37,551.83784,20418.0,187,998,265.67801000000003,1,0,2.53557
2,pilB_mNG_Agarose_Gasket_3_event3_tirf_RAW_Stack.tif,718,255,255,255,31.2507,33.48189,1,806,91.87345,74050.0,42,188,28.000559999999997,427.5,252.5,37,79.16216,2929.0,54,100,13.1962,0,0,394.0,287.5,37,127.72973,4726.0,70,188,37.35092,0,1,1.14048
3,pilB_mNG_Agarose_Gasket_3_event3_tirf_RAW_Stack.tif,1126,255,255,255,42.53996,33.64565,1,1249,193.9968,242302.0,64,620,81.04999000000001,327.0,255.0,37,203.45946,7528.0,134,254,35.7286,0,0,269.5,213.5,37,397.18919,14696.0,175,620,147.50402,0,1,1.60344
1,pilB_mNG_Agarose_Gasket_3_event4_tirf_RAW_Stack.tif,1088,255,255,255,27.28585,49.20129,1,1199,163.32611,195828.0,59,634,77.78721,105.0,184.5,37,116.81081,4322.0,68,167,29.794520000000002,0,0,78.5,246.0,37,379.86486,14055.0,160,634,147.33129,0,1,1.57441
2,pilB_mNG_Agarose_Gasket_3_event4_tirf_RAW_Stack.tif,746,255,255,255,22.97185,35.836459999999995,1,825,143.01211999999998,117985.0,52,246,52.12247,250.0,257.0,37,107.24323999999999,3968.0,79,143,16.56201,0,0,267.0,213.5,37,154.16216,5704.0,72,242,55.87611,0,1,0.9062399999999999
1,pilB_mNG_Agarose_Gasket_3_event5_tirf_RAW_Stack.tif,738,255,255,255,35.36043,19.07859,1,819,139.77656000000002,114477.0,50,293,48.5788,64.0,258.66667,37,152.0,5624.0,112,181,19.81021,0,0,106.66667,245.33333,37,218.13513999999998,8071.0,138,293,46.07853,1,1,1.36806
2,pilB_mNG_Agarose_Gasket_3_event5_tirf_RAW_Stack.tif,571,255,255,255,29.54203,22.22855,1,642,149.6324,96064.0,50,604,82.43386,155.33333000000002,168.66666999999998,37,141.54054,5237.0,105,170,18.43094,0,0,182.66666999999998,151.33333000000002,37,294.54053999999996,10898.0,136,604,131.97486999999998,0,1,1.54946
3,pilB_mNG_Agarose_Gasket_3_event5_tirf_RAW_Stack.tif,830,255,255,255,26.66145,32.171079999999996,1,925,141.48,130869.0,52,408,58.96951,244.0,152.66666999999998,37,175.16216,6481.0,123,211,22.86374,0,0,215.33333,114.0,37,320.64865,11864.0,216,408,53.01636,0,1,1.87487
4,pilB_mNG_Agarose_Gasket_3_event5_tirf_RAW_Stack.tif,788,255,255,255,37.1269,28.384520000000002,1,881,129.0647,113706.0,44,286,44.545190000000005,295.33333,238.66667,37,119.43243000000001,4419.0,58,171,33.064370000000004,0,1,338.0,209.33333000000002,37,207.78378,7688.0,114,286,47.65392,0,0,1.29954
1,pilB_mNG_Agarose_Gasket_3_event6_tirf_RAW_Stack.tif,826,255,255,255,21.27119,44.36804,1,915,115.81967,105975.0,45,345,46.99031,78.0,111.0,37,106.54054,3942.0,50,173,40.46301,0,0,91.0,165.5,37,270.67568,10015.0,185,345,47.6428,0,1,1.7237900000000002
2,pilB_mNG_Agarose_Gasket_3_event6_tirf_RAW_Stack.tif,726,255,255,255,31.757579999999997,27.18733,1,813,121.13038,98479.0,51,210,38.1079,297.5,294.0,37,160.64865,5944.0,132,182,14.933589999999999,0,0,261.5,267.0,37,167.2973,6190.0,108,210,30.875970000000002,0,1,1.40339
3,pilB_mNG_Agarose_Gasket_3_event6_tirf_RAW_Stack.tif,612,255,255,255,29.90523,24.276139999999998,1,685,116.15912,79569.0,44,186,39.25356,119.0,235.5,37,130.05405,4812.0,79,163,25.1793,0,0,89.0,254.0,37,126.89188999999999,4695.0,82,148,19.68048,0,0,1.12039
1,pilB_mNG_Agarose_Gasket_3_event7_tirf_RAW_Stack.tif,584,255,255,255,28.974320000000002,21.017120000000002,1,654,255.27982000000003,166953.0,87,651,107.24136000000001,328.0,247.0,37,320.05405,11842.0,225,357,36.29658,0,0,358.0,234.0,37,479.62162,17746.0,253,651,114.19509,0,1,1.68825
2,pilB_mNG_Agarose_Gasket_3_event7_tirf_RAW_Stack.tif,716,255,255,255,36.20531,23.08101,1,798,173.54887,138492.0,65,837,86.93118,250.0,333.0,37,162.08108000000001,5997.0,114,203,25.9801,0,0,294.0,315.0,37,387.78378,14348.0,109,837,221.04225,0,0,1.68477
3,pilB_mNG_Agarose_Gasket_3_event7_tirf_RAW_Stack.tif,1010,255,255,255,43.10693,29.01584,1,1124,115.71351999999999,130062.0,44,334,43.100159999999995,390.0,339.0,37,188.08108000000001,6959.0,122,238,31.14694,0,0,447.0,306.0,37,212.35135,7857.0,102,334,69.34704,0,1,1.8241599999999998
1,pilB_mNG_Agarose_Gasket_3_event8_tirf_RAW_Stack.tif,901,255,255,255,22.656489999999998,45.34795,1,1001,198.90509,199104.0,68,494,77.19348000000001,193.5,271.0,37,356.89189,13205.0,207,439,64.19579,1,0,212.5,211.5,37,306.40541,11337.0,135,494,110.21581,0,0,1.7612
2,pilB_mNG_Agarose_Gasket_3_event8_tirf_RAW_Stack.tif,812,255,255,255,34.117,27.95443,1,906,140.1766,127000.0,51,462,62.126830000000005,426.0,267.0,37,136.7027,5058.0,96,169,21.28754,0,0,384.5,236.0,37,289.27027000000004,10703.0,115,462,117.01416,0,1,1.59301
3,pilB_mNG_Agarose_Gasket_3_event8_tirf_RAW_Stack.tif,892,255,255,255,30.569509999999998,34.53027,1,999,119.94895,119829.0,50,400,49.884479999999996,358.5,455.0,37,133.48649,4939.0,107,148,11.226510000000001,0,0,322.5,410.0,37,239.37838,8857.0,105,400,95.57265,0,0,1.62638
1,pilB_mNG_Agarose_Gasket_3_event9_tirf_RAW_Stack.tif,902,255,255,255,39.6929,24.65521,1,1006,155.82603999999998,156761.0,56,831,90.20658,373.0,73.0,37,181.08108000000001,6700.0,141,210,17.79416,1,1,319.0,93.0,37,467.56757000000005,17300.0,198,831,197.01346999999998,0,1,2.2768
2,pilB_mNG_Agarose_Gasket_3_event9_tirf_RAW_Stack.tif,1214,255,255,255,49.879740000000005,26.489290000000004,1,1347,208.04157,280232.0,69,707,84.93175,215.0,327.0,37,251.13513999999998,9292.0,213,269,15.66518,0,0,291.0,298.0,37,446.16216,16508.0,245,707,137.65668,0,0,1.74439
